ID|Type|Original line|The translation
355|Speech (Player)|The satellite station isn't far from here, let's go.|cumon, satellite isnt far away
356|Speech (Lala_Alive)|*Cough cough cough*|*cOUGH EHHEHHHEAHEHAMH COUGH*
357|Speech (Lala_Alive)|So... *sniff* what's your plan?|so... *sniff* what do?
358|Speech (Player)|We need to get to the satellite station, we'll be able to find help there.  Whatever you do, no matter now hungry you are, don't eat any custards you find.|"we need 2 get to the station and ask 4 help, and whatever u do DONT EAT CUSSTURD "
359|Speech (Lala_Alive)|But.. I ate a custard.. the night that all of this happened.|but.. i ate pink goo.. when everything started
360|Speech (Player)|Come on, follow me.|cumon, follow me
361|Speech (Player)|My night vision camera might be useful for navigating through this rubble.|my night vision camera mite b useful 2 look here
362|Speech (Lala_Alive)|I'm just... broken.|im just.... idk
363|Speech (Lala_Alive)|Yeah.. *sniff* It's the only place that wasn't secured by some creepy creature. I had a tough time going through that.. horrible, brown monster.|yeah *sniff* it was the only place that wasnt guarded by sum deformed fgt, those shits were impossible to go thru
364|Speech (Lala_Alive)|It hurts.. so much...|it hurts... everything hurts
365|Speech (Lala_Alive)|I don't know if I'm going to be ok...|idk if im gonna be k
366|Speech (Lala_Alive)|Y-yes... I'm sorry.|yeah... sry
367|Speech (Lala_Alive)|W-who are you?! D-don't touch me!|w-what are you? dont touch me or ill sue u!
368|Speech (Player)|That's the station alright...|woohoo finally the station
369|Speech (Lala_Alive)|I will... *Sniff* ...-I miss home...|sure... *sniff* i miss kfc
370|Speech (Lala_Alive)|I need to know what's going on here if you're going to talk to me.|i need 2 know what the fuck is going on
371|Speech (Lala_Alive)|Go away!|fuck off!
372|Speech (Lala_Alive)|W-.. wait, don't leave me.  Please..|wait.. please stay.
373|Speech (Lala_Alive)|G-..... Guardian..?|a guardwhat?
374|Speech (Lala_Alive)|...I'm sorry.|...sry.
375|Speech (Player)|These pillars look like they're about to collapse...|these pillars might collapse soon
376|Speech (Player)|Maybe I could find a way to trap Laa Laa under them.|maybe i can trap laalaa under em
377|Speech (Player)|The station goes all the way through these mountains.|the station goes all da way thru mountains
378|Speech (Player)|I wonder how I can open this door.|how will i open dis door?
379|Speech (Lala_Alive)|And who the hell are you to give me orders? Leave, now.|who the fuck do u think u are? get out or ill call my homies
380|Speech (Lala_Alive)|Tell me about it, I'm not feeling pretty well.|yeah no shit, i feel awful
381|Speech (Player)|Another custard? How did that get here...|another custard? hmmmmmmm :thonk:
382|Speech (Player)|I should look around this area for more custards before something eats them.|i should look around 4 more pink goo so we dont get giant mutant rabbits
383|Speech (Player)|Alright, I think that's all of them...|k, i think thats all
384|Speech (Player)|Damn, Laa Laa is blocking the exit, I'll need to get rid of her somehow.|dammit, yellow fgt is blocking da exit, i gotta get her out of da way
385|Speech (Lala_Alive)|Please, don't leave me here...|pls dont leave me, i love u
386|Speech (Lala_Alive)|I'm trying, but... it hurts...|ik ik but... it hurts
387|Speech (Lala_Alive)|"Hmm, Fine then... "|hmm... k den
388|Speech (Player)|I was ordered to watch Tinky Winky, Dipsy, Po and you.|i was told 2 watch purple, green, red and you fgt
389|Speech (Player)|I'm meant to prevent things from going wrong, such as preventing any of you from leaving the Teletubby lands.|im supposed 2 prevent any of u buy stuff from mcdonalds and keep buying from kfc
390|Speech (Lala_Alive)|...What are you talking about?|...the fuck u talking about?
391|Speech (Player)|Everytime any of you tried to leave the lands, we would erase any memories of what you've seen outside the Teletubby Lands, and drag you back in. I'm supposed to look out for when that happens.|evritime u tried to buy from mcdonalds we would get u a refund by force and erase ur memories, then drag u bak 2 kfc
392|Speech (Lala_Alive)|"..""We""?"|"...wat u mean ""we""?"
393|Speech (Player)|Yes. There's more people working with me, but that's classified.|ye, theres more ppl but thats top sercert
394|Speech (Lala_Alive)|I-... No. That can't be true.|i- what no, impossibru
395|Speech (Lala_Alive)|...Why weren't we aware of this?|...why did i not know this
396|Speech (Player)|We couldn't risk your security. You could of tried to escape if you knew there was something more beyond the mountains.|if u knew you were only allowed 2 buy from kfc you would stop eating and starve to death on purpose
397|Speech (Lala_Alive)|...You knew.|...you piece of shit.
398|Speech (Lala_Alive)|You knew this would happen. You knew something was wrong.|"u knew i was eating toxic shit "
399|Speech (Player)|I'm sorry, but I didn't-|are you fucking kidding-
400|Speech (Lala_Alive)|You knew that whatever caused Tinky Winky to become a monster existed. Now they are dead.|u knew kfc food had steroids and turned purpl fgt into monster, now they all ded!
401|Speech (Lala_Alive)|ALL OF THEM are dead. And it's only you to blame for not doing anything about it!|ALL OF EM, and its only u 2 blame for not letting us eat in peace!
402|Speech (Player)|Laa Laa, please, listen to me.|yellow fgt pls listen
403|Speech (Lala_Alive)|NO, YOU LISTEN. You could of done something to stop this, and you didn't.  You just wanted to stay hidden in your wonderful cave stalking us.|NO U SHUT THE FUCK UP u could of stopped this but u didnt, u just wanted da money and le hookers
404|Speech (Lala_Alive)|You don't care about us, you just care about your god damn job! If you did care then you could of showed yourself to us!|u dont even care, u juts care about getting advertising from kfc! if u did u would let us eat on mcdonalds!
405|Speech (Player)|I had no clue this was going to happen, alright. I only knew this after it was too late, stop blaming me when I knew just as much as you did!|they forced me, they said theyd send me 2 electric hell if i didnt force u 2 eat from their franchise
406|Speech (Player)|I'm going to take you with me and find out what's going on, but if you can't stay calm, I'm going leave you here and go on my own, you hear me?|but why the fuck does that care now, im trying 2 find a cure but ure juts distracting me talking about mcdonalds, u either help or u dont but shut up about it
407|Speech (Lala_Alive)|... You're right. I'm sorry. I'm just.. really mad, at everything. My friends are dead and I-...|true, true.. sry, its just my friends fucking died
408|Speech (Lala_Alive)|But I need to know who you are. I've never seen you in my life.|but i need 2 know.. who r u? i never saw u on kfc
409|Speech (Lala_Alive)|One can only hope...|yeah we can hope, thatll help
410|Speech (Lala_Alive)|Yeah.. I'm going to be fine.|yea... ill be k
411|Speech (Player)|I'm sorry...|im sry..
412|Speech (Player)|You're at rest now....|youre in a better place now...
413|Speech (Lala_Alive)|I know, I know...|ik, ik...
414|Speech (Player)|Finially, I'm in the outskirts.  The satellite station isn't far from here...|finally outskirts... now i gotta get to the fucking station
415|Speech (Player)|I just need to get out of this canyon.|i juts need 2 get out from this dirt mountain
416|Speech (Player)|I'm glad it's dawn.|yay dawn is fun
417|Speech (Lala_Alive)|*Sniff* Ok...|*tubby sniff* k...
418|Speech (Lala_Alive)|...-Ten...  ... Nine...  ... Eight...  ....|..ten...nine...eight...
419|Speech (Lala_Alive)|...-Seven...  ... Six...  ... Five...  ...|..seven... wait whats after seven? shit
420|Speech (Lala_Alive)|I hope you're right...|i hope ure rite
421|Speech (Lala_Alive)|It's okay.. you're not responsable for this, you shouldn't feel sorry.|it k, you didnt do this, you shouldnt be sry
422|Speech (Lala_Alive)|S- ...Sorry?  Sorry for what?|sorry? for wat?
423|Speech (Lala_Alive)|*Cough* I don't think.. I'll be strong much longer-...|*cough* i dont think ill live for long
424|Speech (Lala_Alive)|I wish I could say that's true but.. you don't.|i wish you were right but you didnt eat custard you asshole
425|Speech (Player)|Hmm, maybe a rock will come in handy.|hmm maybe i can use this
426|Speech (Lala_Alive)|I feel.. -really strange...|i feel... weird
427|Speech (Lala_Alive)|Wh-... Where are you going?|wh- where u goin?
428|Speech (Player)|Blood... It's never a good sign.|blood... yeah were going here
429|Speech (Lala_Alive)|Ahh!|[realistic scream]
430|Speech (Lala_Alive)|Please, leave me alone!|please just give me some privacy
431|Speech (Player)|The sun is almost up...|the sun is almost there...
432|Speech (Lala_Alive)|Sure... at least you apologized.|sure, well you at least arent a douche like red fgt
433|Speech (Player)|That should do it.|that should work
434|Speech (Lala_Alive)|P-please... Don't touch me..|please.. dont rape me
435|Speech (Lala_Alive)|Yeah, that's what I thought.|yea i thought so you scared bicth
436|Speech (Lala_Alive)|Or else.. what? You're going to hit me?|or what, u gonna punch me u fak?
437|Speech (Lala_Alive)|I.. can't.. go on.. anymore...|i.. cant... run... im too fat...
438|Speech (Lala_Alive)|My whole body hurts... I don't want to turn into a monster.|my body hurts.. i dont want 2 turn into a deadspace inspired creature
439|Speech (Lala_Alive)|...-I just need to sleep... for a minute.|i juts need 2 sleep.... forever
440|Speech (Player)|I-... Ok Laa Laa...  Just keep your eyes closed, you'll be fine.|i- ok yellow fgt just shut your eyes
441|Speech (Player)|I'm glad it's dawn...|yay dawn is fun
442|Hotspot|Blood|blod
443|Hotspot|Custard|cussturd
444|Hotspot|Satellite Station|satellite stashun
445|Hotspot|Custard|cussturd
446|Hotspot|Lever|stick that does stuff
447|Hotspot|Climb|climb
448|Hotspot|Custard|cussturd
449|Hotspot|Lever|stick that does stuff
450|Hotspot|Lever|stick that does stuff
451|Hotspot|Custard|cussturd
452|Hotspot|Custard|cussturd
453|Hotspot|Custard|cussturd
454|Hotspot|Satellite|satellite
455|Hotspot|Lever|stick that does stuff
456|Hotspot|Custard|cussturd
457|Hotspot|Lever|stick that does stuff
458|Hotspot|Custard|cussturd
459|DialogueOption|Then.. let's hope nothing bad happens until we find a cure.|welp were screwed, lets hope everythings ok
460|DialogueOption|Damn, that's not good...|damn.. that isnt good
461|DialogueOption|You're going to be fine, I promise.|ure gonna be ok, i promise
462|DialogueOption|Are you okay? What are you doing here?|u ok? wat u doin in here yellow fgt?!
463|DialogueOption|Take it easy, I'm not going to hurt you.|shhh, im not gonna hurt u 2 much
464|DialogueOption|If I tell you to turn around, you'll turn around.|if i say turn around, you turn around or ill rip up ur ass
465|DialogueOption|I'm... I'm the White Tubby. I'm the Guardian.|im.. im da white fgt, da tubby guardian
466|DialogueOption|I'm sorry, that's classified.|sry but i cant tell u that
467|DialogueOption|None of your business.|nothing u care about
468|DialogueOption|Come on Laa-Laa, we need to move forward!|come on yellow fgt, we need to go!
469|DialogueOption|I'm not sure if it's a good idea if you come with me.|idk if its cool if u come with me
470|DialogueOption|Come on! We don't have much time!|come on! u gonna die if we dont move!
471|DialogueOption|Calm down, everything is going to be okay.|calm down, we gonna be k
472|DialogueOption|I'm sorry.|im sry
473|DialogueOption|You've been hiding here all this time?|woah, youve been hiding here all dis time?
474|DialogueOption|[Kill]|[crush, kill, destroy, etc]
475|DialogueOption|[Leave]|[leave]
476|DialogueOption|[Explain yourself]|[reveal ur backstory]
477|DialogueOption|I'm sorry, but I can't.|sorry but cant
478|DialogueOption|That's all I can tell you.|thats all this chapter's plot lets me say
479|DialogueOption|Laa Laa? Is that you?|yellow fgt? dat u?
480|DialogueOption|Please, turn around and don't freak out.|"pls turn around and dont run "
481|DialogueOption|Are you deaf? I said show yourself!|are you fucking deaf? i said SHOW URSELF
482|DialogueOption|I'm sorry, I didn't mean to-..|wait fuck i didnt want to-
483|DialogueOption|Are you going to do what I say now?|u gonna listen or not you piece of shit?
484|DialogueOption|...|[suspensive silence in tubby]
485|DialogueOption|[Hit her]|[this line was removed for being too violent for this game]
486|DialogueOption|You have to stay with me, We'll find a cure!|stay with me, we can fix it!
487|DialogueOption|Get up!|stand up u fak!
488|DialogueOption|I'm going to have to leave you.|sry but im leaving you 4 another tubby
489|DialogueOption|I'm going to go get help, stay strong.|imma go get help, please dont die
490|DialogueOption|I'm sorry Laa Laa...|sry yellow fgt
491|DialogueOption|...|[suspensive silence in tubby]
492|DialogueOption|Everything's going to be ok, just count back from ten...|[im really trying to make up a joke for this but i cant this scene is too sad]
493|DialogueOption|Just keep your eyes closed Laa Laa...|just keep ur eyes shut k?
494|DialogueOption|I'm sorry...|sry dude
495|DialogueOption|I'm sorry, I didn't mean to be rude.|sry i didnt mean 2 be a asshol
496|DialogueOption|You're going to do as I say or else.|ure gonna do what i say or imma give u da whip
497|DialogueOption|Just.. listen, please.|can you please shut the fuck up and listen
498|DialogueOption|Hello?|heeey?
499|DialogueOption|Are you alive?|are u ded?
500|DialogueOption|Who's there? Show yourself!|whos there? youuu shaaall nott passs!!!!!!!!!!!!
501|DialogueOption|It's alright, I understand.|its ok, i get it
502|DialogueOption|Don't worry about it.|naaa dont sweat it
503|DialogueOption|It's not an excuse. I didn't do this, so I don't understand why you're mean to me.|i dont give two fucks, i wasnt even involved so fuck off
504|DialogueOption|[Put Laa Laa out of her misery]|[smash her brains out]
505|DialogueOption|[Leave Laa Laa behind]|[leave her]
506|Speech (Player)|I'm losing my mind...|woah the meth is kicking in
507|Speech (???)|*Cough cough*|*totally realistic coughing*
508|Speech (Player)|Oh no...|o no
509|Speech (Tinky Winky)|Eh oh...!|eh oh [translation: oh look its the NAZI ARMY AAAAAAAAAA]
510|Speech (???)|No... please no!|no wait not my ass!
511|Speech (???)|AGGGGHHHHH!|AGGGGHHHHH!
512|Speech (Po)|Come play with us!|come play with us danny
513|Speech (Player)|Alright, this is the key card to the secret center...|nice i got a credit card for the center's shop
514|Speech (Player)|I'll be able to contact the military from there.|but i need to contact military first
515|Speech (Player)|I should head back through the vents.|i should go back through da vents
516|Speech (Player)|She's gone...|damn this is sick
517|Speech (Player)|This is the entrance to the secret center, I'll be able to contact the military in there.|dis is the secret center door, i can call military inside
518|Speech (Player)|This is the entrance to the secret center.|dis is the secret center door
519|Speech (Player)|It's locked, I'll need to find a way to open it.|its locked, oh well game over thx for playing
520|Speech (???)|I think another member of staff had a centre key card on the other side of this door.|i think another blue fgt had a center kee card on the other side
521|Speech (???)|Someone locked the door in an attempt to trap the monster inside.|someone locked the door 2 try 2 lock da monster... what an dumb fggt
522|Speech (???)|You can get to the other side by crawling through the air vents next to you.|u can get 2 the other side by CRAAAWLING IIIIIIIIN MY SKIIIIN i mean air vents
523|Speech (???)|That's how I got here.|thats how im here
524|Speech (???)|Be careful though, that thing is still here.|be careful, that fgt still here
525|Speech (Player)|Poor Dipsy... I'm glad it's over though.|poor green fgt.. o weell his loss
526|Speech (???)|My name is Ron, I work here... We all work here.|my name is ron, my friends call me rontron 3000
527|Speech (???)|I'm an engineer for this facility.|i is engineer on this place
528|Speech (???)|Listen, you need to contact the military and tell them what happened.|look, u need to call the military and tell em were sorry 4 prank calling
529|Speech (???)|You can send a distress signal from the secret center.|you can send a signal from da center
530|Speech (???)|Once they recieve it, they'll come and help.|once they get it they will take 2 years, 6 months and 24 days to come
531|Speech (???)|You'll probably need a key card to get into the center.|maybe you need a kee card to get inside
532|Speech (Player)|What could do that to somebody?|what kind of monster doesnt clean after killing
533|Speech (???)|Pain, so much pain...|war... war never changes
534|Speech (???)|Please, you have to help us...|please, u need 2 help
535|Speech (Player)|"The note reads; ""Get out before it's too late."""|"the note reads; ""kept you waiting huh"""
536|Speech (Player)|What happened here?|wat happen here?????
537|Speech (???)|It all happened so fast.|i saw my whole life in front of my eyes
538|Speech (???)|It started off as a normal day until this.. thing showed up.|it started like another day in da life of jimy nutrin until this thing ruined it for all of us
539|Speech (???)|This monster came into the station and began to kill everyone.|dis monster came into the station and went on a rampage
540|Speech (???)|It was green and carried a chainsaw.  But worse of all it had no head, yet it was still alive.|it was green and had a thing that goes wooeem wooooem, and it was headless yet it moved
541|Speech (???)|I've never seen anything like it.  It was horrifying.|i never saw something like a headless person without guts coming out from their neck
542|Speech (???)|Everyone began to panic, I hid as best as I could but it found me.|everyone started panicing so i hid from em
543|Speech (???)|It attacked me but I managed to escape, though I can barely move.|it attaced me but i pressed esc, but now im on a permanent pause
544|Speech (???)|I'm in a lot of pain.  They're all dead.|it hurts, and every1s ded!
545|Hotspot|Key Card|kee card
546|Hotspot|Note|sucide not
547|Hotspot|Corpse|ded fgt
548|Hotspot|Corpse|ded fgt
549|Hotspot|Secret Center|sercet center
550|Hotspot|Laser|pew pew laser
551|Hotspot|???|???
552|DialogueOption|Are you ok?|WOAH A BLOO TUBBY?!?!?!?
553|DialogueOption|You don't look so good.|man u look terriblu
554|DialogueOption|Who are you?|who r u?
555|DialogueOption|What happened here?|wat happen here?????
556|DialogueOption|Where can I get a key card?|tutorial how 2 get kee card on headless fgt map - Search on YouTube
557|DialogueOption|I'll be back soon.|brb
558|DialogueOption|That's horrible...|welp that succs
559|DialogueOption|I'm so sorry...|woah sry
560|DialogueOption|We need to move.|we gotta go m8
561|Speech (Noo Noo)|From here I've hacked into the central artificial intelligence mainframe.|from here i have hacked the matrix
562|Speech (Noo Noo)|I control all machines now, I control everything.|i can control everithing, even ur robot mom u adopted fak
563|Speech (Noo Noo)|Like the rest of the living, it is time for you to die.|you dare bring light to my lair, you must DIE!
564|Speech (Noo Noo)|Farewell, guardian....|gudbi white fgt
565|Speech (Announcer_2)|Weapon Systems: Online.|funny joke system: offline
566|Speech (Announcer_2)|Target acquired, Engaging in combat mode...|beep boop target locked, prepare for ded
567|Speech (Player)|I'm not afraid...|shit
568|Speech (Player)|What on earth...?|[inhales] HECK
569|Speech (Player)|How did-...|how the fu
570|Speech (Noo Noo)|That is impossible, who they used to be is gone forever.|cant be mate, they a zombie now
571|Speech (Noo Noo)|When one consumes the infected custard, they die hours later.|wen 1 consumes cussturd, they dye on da inside
572|Speech (Noo Noo)|The consumer then reawakens anew, but no longer living, enternally undead.|the consumer then awakens from a tubby coma, but as a ZAAMBI
573|Speech (Noo Noo)|That is impossible, who they used to be is gone forever.|cant be mate, they a zombie now
574|Speech (Noo Noo)|Reborn, the consumer no longer feels emotion, they're empty inside.|reborn, the consumer becomes emo, custard is crawwwwwwling in their skin
575|Speech (Noo Noo)|With only one desire, to kill the living and make them become reborn.|wit only 1 desire, to steal ppls bikes and kill fgts
576|Speech (Noo Noo)|Over time, the consumer will begin to mutate.|ovr time, consumer will become a monsta
577|Speech (Noo Noo)|They may become stronger, taller, faster and may even grow new limbs to help kill prey.|they r hrder, butter, faster, strongr, and can grow an extra di- i mean limb
578|Speech (Noo Noo)|This, is the way teletubbies should be.|this is how fgts should b
579|Speech (Announcer_Transform_NPC)|Ow.|[robotic ow]
580|Speech (Announcer_Transform_NPC)|Angry Mode: Activated.|angery mode: angered
581|Speech (Announcer_Transform_NPC)|You will be destroyed.|im gonna beat your fucking ass you bitch
582|Speech (Noo Noo)|I already have.|sry but i already have
583|Speech (Noo Noo)|I infected the custard, I made them better.|i infected the cussturd, i made them great agen
584|Speech (Noo Noo)|I am not your enemy, Guardian. Don't make it me against you. You won't like the outcome.|im not a enemy u fuck, you dont want a cylindric evil enemy like me
585|Speech (Noo Noo)|I appreciate your compliment, Guardian.|thx white fgt, means a lot 2 mi
586|Speech (Noo Noo)|Intelligence aside, you may be wondering what is the reason behind this.|"smartyness aside, maybe ur asking ""whyy noo noo whyyy"""
587|Speech (Noo Noo)|Good, then you must know what is to happen.|gud, then u know how the plot goes
588|Speech (Noo Noo)|You're too weak and know too much. Based on your reaction, chances are you won't ingest the virus, which is why you're just an obstacle.|ure 2 much of an pusi and dont want cussturd, so ure just an fgt and must dye
589|Speech (Player)|Stay down.|you have been *puts on glasses* disconnected (YEAAAAAAAAAAAAAAAA)
590|Speech (Player)|Mayday mayday!  Guardian to all Military, do you copy? Over.|rrrriiiiiiiing, guardian to the military, pls respond, over
591|Speech (Player)|We need your help...  NOW.|we need you NOW
592|Speech (Noo Noo)|I'm afraid not.|nope sorry wont happen
593|Speech (Noo Noo)|Yes.  I did.|ye, i did
594|Speech (Noo Noo)|When one consumes the infected custard, they die hours later.|wen 1 consumes cussturd, they dye on da inside
595|Speech (Noo Noo)|The machines are making mistakes when creating teletubbies.|da machines are fukcin up when making tubbis
596|Speech (Noo Noo)|They are making them weak, teletubbies have limited minds and their emotions are a weakness.|they make em week, their minds n emotions r gay
597|Speech (Noo Noo)|They are limiting them from true greatness, I am removing these limits.|they r limiting their strongness and im removing dose limits
598|Speech (Noo Noo)|That is why I infected the custard, to make them better.|thats why cussturd is infected, 2 make them badass
599|Speech (Noo Noo)|... ... ... ... ... ...|[robotic silence]
600|Speech (Noo Noo)|That is impossible, who they used to be is gone forever.|cant be mate, they a zombie now
601|Speech (Noo Noo)|When one consumes the infected custard, they die hours later.|when one eats cussturd, they die hours l8r.
602|Speech (Noo Noo)|I'm making them better, making things better.|im making tubbyland great agen
603|DialogueOption|Noo Noo?|blue cylindric fak?
604|DialogueOption|What are you doing here?|what r u doin here? not being suspicious at all?
605|DialogueOption|What do you mean?|what do u meen?
606|DialogueOption|Something happened to the custard, do you know what it was?|something happened to cussturd, do u know wat?
607|DialogueOption|Do you know what happened to Tinky winky and the others?|wat happened to the colored fgts?
608|DialogueOption|You did this!?|u did this?????? [S1CK PL0T TW1ST BR0]
609|DialogueOption|Change them back!|revert it u fak!
610|DialogueOption|"What do you mean ""better""?"|"""great again""? how is dis gret again?"
611|DialogueOption|But why, Noo Noo?|y u do dis noo noo
612|DialogueOption|You're a monster.|u r a monstr
613|DialogueOption|That is incredibly smart.|woah thats clever
614|DialogueOption|I'm going to stop you Noo Noo, right here, right now.|you will be stopped now u literal sucker
615|DialogueOption|You won't get away with this, Noo Noo.|u wont get away with this blue fak
616|DialogueOption|I agree.|same
617|Speech (Noo Noo)|The machines are creating an army of New Borns.  They're flooding the lands, infecting all life as we speak.|the machiens are making an army of new brons, theyre killing everything they find for no reason at all
618|Speech (Player)|What are you talking about?|wat u say about?
619|Speech (Noo Noo)|Infecting the custard is only one step of my plan, I have also injected my virus into the teletubby creation machines.|infecting cussturd was nothin, my virus is also on the tubby machines
620|Speech (Noo Noo)|Now when a new teletubby is made, they already have my virus in their bodies.|now wen a new tubby is made, they r dead inside, like whoevers playin dis rite now
621|Speech (Noo Noo)|The only side affect to this is that they are unable to grow fur, but that does not matter to the undead.|the only issue is that they are armless but fuck it right? they have a nice headbutt animation
622|Speech (Noo Noo)|They are my New Borns.|they r my new borns
623|Speech (Noo Noo)|The machines are creating an army of New Borns.  They're flooding the lands, infecting all life as we speak.|the machiens are making an army of new brons, theyre killing everything they find for no reason at all
624|Speech (Player)|It's the military, they're here.|it's the military, about fucking time
625|Speech (Sargent)|I am Sargent Miles, We recieved a distress call.  What's the problem?|"wee oo wee oo tubby militia whats going on "
626|Speech (MilitaryTubby (4))|Sir, Over here!|sir cume over!
627|Speech (MilitaryTubby (4))|You might want to see this...|u might want to c dis
628|Speech (Sargent)|Dear god....|holy fuck
629|Speech (Sargent)|Prepare all units for an invasion...|prepare all units for an invasion
630|Speech (Player)|We must fight.|a space war against aliens is coming [coming soon on slendytubbies 4]
631|Speech (Noo Noo)|You defeated The Announcer, you have proved to me that you hold great value.|u broke speaker fgt, that means ur a kewl guy
632|Speech (Noo Noo)|I've underestimated you, Guardian. By defeating The Announcer, you have proved to me that you hold great value.|ive underestimated your power, guardian, by defeting speaker fgt u proved me that u deserve ur bike
633|Speech (Noo Noo)|You are a lot smarter and stronger than I thought. You are different than the rest.|u r smarter and stronger than i thought, ur not like other fgts
634|Speech (Noo Noo)|If you join me, then together we can make the world a better place.|if u join me, ill give u back ur bike
635|Speech (Noo Noo)|Yes, they are part of my creation.|ye, i made these, like them?
636|Speech (Noo Noo)|I'm impressed.|sweeeeeeeeeeeet
637|Speech (Sargent)|Caused what? It's just a vacuum.|wen slendytubbies 3 come out
638|Speech (Noo Noo)|It's too late, I already have.|2 late its mine now
639|Speech (Noo Noo)|It is the way things should be.|It is the way things should be.
640|Speech (Sargent)|A vacuum created monsters? What do you take me for.|are you fucking serious? a vacuum? are you stupid?
641|Speech (Sargent)|Explain yourself.  Now.|ok you better tell me whats going on
642|Speech (Noo Noo)|That is unfortunate.|welp that sucks
643|Speech (MilitaryTubby)|Spread out, see if you can find anything...|spread out, see if u can find those prank callers
644|Speech (MilitaryTubby)|Damn...|shiiiiiiiiiit...
645|Speech (MilitaryTubby (4))|Damn... What do you think killed this poor soul?|damn, what do you think that killed this fgt?
646|Speech (Sargent)|The body is still warm, this happened recently.|his body is still warm, maybe its the fact we are on a desert
647|Speech (MilitaryTubby)|Sir! We've got a problem...|wee oo wee oo we got a situation
648|Speech (MilitaryTubby)|What the hell?|the fuck?
649|Speech (MilitaryTubby)|What are those things?|WHAT ARE THOOOOOOOSE??!?!?!?!?
650|Speech (Sargent)|All units, open fire!|everyone SHOOT THE SHIT OUT OF THEM
651|Speech (MilitaryTubby (2))|There's too many!|HOLY FUCK THEYRE TOO MANY
652|Speech (MilitaryTubby (2))|We're being overrun!|OH SHIT WE R DYING!!!!!!!!!!
653|Speech (Sargent)|God help us...|valar morghulis...
654|Speech (Noo Noo)|Together, we will rid the world of the weak and create a superior race.|together we will become the new power rangers of evil
655|Speech (Noo Noo)|No, things have just begun.|nope, it just started
656|Speech (Noo Noo)|Actually, that's the plan.|well that was the main idea tbh
657|Speech (Player)|It's done.|it done
658|Speech (Player)|What th-...|the fuck-
659|Speech (Noo Noo)|Complicated? Indeed. Impossible? Definitely not.|it was and its gonna be u fak
660|Speech (Noo Noo)|Except that I can, my dear white fluffy friend.|but i can you white fgt that steals other ppls hats
661|Speech (Player)|I'm sorry, Po.|sry red fgt
662|Speech (Noo Noo)|We could've worked together, we could've built a better world.|we could of been da dream teem and make da world a butter place
663|Speech (Noo Noo)|Do you really think you've won?|do u rly think u won?
664|Speech (Noo Noo)|Your world is about to become ash.|im gonna piss on everything u love
665|Speech (Noo Noo)|You're too late.|"well ur 2 l8 m8 "
666|Speech (Noo Noo)|No, the world is. And I am going to fix it.|i dont have a problem, the world does
667|Speech (Noo Noo)|So be it, I can see you will never understand.|alright then, u wont have ur bike bak
668|Speech (Noo Noo)|You are not going to stop me, I will not allow that.|nope sry i wont allow that
669|Speech (Noo Noo)|Po, Kill...|po: crush. kill. destroy. swag.
670|Speech (Noo Noo)|Yes.|ye
671|Speech (Noo Noo)|Enough Po, Finish this!|fuck it, po go super saiyan 3
672|Speech (Player)|Noo Noo, stop!|stop right there you blue piece of shit
673|Speech (Noo Noo)|Why are you here? You should be dead.|why are u not dead, are u a GHOST'?!??!?!???????
674|Speech (Noo Noo)|Good, you've made the right decision.|good, youre doing it right
675|Speech (Noo Noo)|Come with me, we have much to do.|come here, we have 2 conclude doge translation
676|Speech (Sargent)|Our base is quite far from here... We came as quickly as we could.|well SORRY for being too far away smh
677|Speech (Sargent)|Slow down, who's all dead?|woah take a chill pill mate, who ded?
678|DialogueOption|What took you so long?!|i called you three chapters ago you piece of shit
679|DialogueOption|Noo Noo caused all of this...|u took longer than the release of dis game
680|DialogueOption|Noo Noo created monsters.|that vacuum fak made zombies
681|DialogueOption|It's horrible, they're all dead...|its awful, they all ded
682|DialogueOption|It's over.|no more
683|DialogueOption|I'm shutting you down.|beep boop youre going off
684|DialogueOption|Farewell, Noo Noo.|goodbi u fak
685|DialogueOption|...Shut up.|...fuck off
686|DialogueOption|It's over Noo Noo, give up now.|its over u vacuum fak, give up
687|DialogueOption|I defeated The Announcer.|i defeated speaker fgt
688|DialogueOption|I'm not letting you get away with this!|im not letting u escape with ma bike!
689|DialogueOption|What are you talking about?|what teh fuck are u talking about
690|DialogueOption|New Borns?|new what
691|DialogueOption|What? No way, you can't do this!|what? no fucking way, you cant
692|DialogueOption|So that's what I encountered at the secret lair.|so thats what tried to rob ma house
693|DialogueOption|That is very impressive.|nice
694|DialogueOption|But.. that's impossible...|that can't be..
695|DialogueOption|Join you? Never, you killed my friends!|what, no u killed those ppl i was stalking
696|DialogueOption|I'm listening...|go on...
697|DialogueOption|Over my dead body.|yeah fucking right
698|DialogueOption|Sounds good to me.|sure
699|DialogueOption|Now that I think of it... No.|no thx
700|DialogueOption|Seriously? You're sick!|what the fuck is your problem
701|Speech (Noo Noo)|Oh, not at all. You won’t feel a thing.|na, it will be tasty
|Oh, not at all. You won’t feel a thing.||
|||
702|Speech (Noo Noo)|Yes, we're at the custard facility.  What you see before you is the main custard supply.|ye, were at cussturd factory, and dat is da main cussturd supply
703|Speech (Noo Noo)|It travels through pipelines to custard machines.|it goes thru tubes 2 machines
704|Speech (Noo Noo)|This is what I infected.|i made this
705|Speech (Noo Noo)|You are not reborn, as you know you still have untapped potential.|u are not reborn, u still an normal fgt
