ID|Type|Original line|The translation
358|Speech (Player)|We need to get to the satellite station, we'll be able to find help there.  Whatever you do, no matter now hungry you are, don't eat any custards you find.|我们需要去卫星站，我们能在那里找到帮助。无论你做了什么，不管你现在有多饿，不要吃你找到的任何奶昔。
359|Speech (Lala_Alive)|But.. I ate a custard.. the night that all of this happened.|但是..我吃了一个。这一切都发生在那天晚上。
360|Speech (Player)|Come on, follow me.|来吧，跟我来。
361|Speech (Player)|My night vision camera might be useful for navigating through this rubble.|我的夜视摄像机对于穿过这片瓦砾很有用。
362|Speech (Lala_Alive)|I'm just... broken.|我只是...坏了。
363|Speech (Lala_Alive)|Yeah.. *sniff* It's the only place that wasn't secured by some creepy creature. I had a tough time going through that.. horrible, brown monster.|是啊..*嗅*这是唯一没有被一些可怕的生物保护的地方。我有一个艰难的经历..那恐怖的棕色怪物。
364|Speech (Lala_Alive)|It hurts.. so much...|疼得...厉害…
365|Speech (Lala_Alive)|I don't know if I'm going to be ok...|我不知道我会不会没事…
366|Speech (Lala_Alive)|Y-yes... I'm sorry.|是-是的…我很抱歉.
367|Speech (Lala_Alive)|W-who are you?! D-don't touch me!|你-你是谁？不要碰我！
368|Speech (Player)|That's the station alright...|这是站点....
369|Speech (Lala_Alive)|I will... *Sniff* ...-I miss home...|我会…*嗅*…-我很想念家…
370|Speech (Lala_Alive)|I need to know what's going on here if you're going to talk to me.|如果你要和我谈的话，我需要知道这里发生了什么事。
371|Speech (Lala_Alive)|Go away!|走开！
372|Speech (Lala_Alive)|W-.. wait, don't leave me.  Please..|等-等等，别离开我。 拜托...
373|Speech (Lala_Alive)|G-..... Guardian..?|守-...守护者..?
374|Speech (Lala_Alive)|...I'm sorry.|...我很抱歉.
375|Speech (Player)|These pillars look like they're about to collapse...|这些柱子看起来好像要倒塌了…
376|Speech (Player)|Maybe I could find a way to trap Laa Laa under them.|也许我可以找到一个方法来让他捕获拉拉。
377|Speech (Player)|The station goes all the way through these mountains.|站点一直延伸到这些山上。
378|Speech (Player)|I wonder how I can open this door.|我不知道怎样才能打开这扇门。
379|Speech (Lala_Alive)|And who the hell are you to give me orders? Leave, now.|你以为你是谁来命令我？给我离开。
380|Speech (Lala_Alive)|Tell me about it, I'm not feeling pretty well.|告诉我吧，我感觉不太好。
381|Speech (Player)|Another custard? How did that get here...|另一个奶昔？怎么会在这里的？…
382|Speech (Player)|I should look around this area for more custards before something eats them.|我应该环顾这个地区寻找更多的奶昔，避免有什么吃了它。
383|Speech (Player)|Alright, I think that's all of them...|好吧，我想已经拿到全部了…
384|Speech (Player)|Damn, Laa Laa is blocking the exit, I'll need to get rid of her somehow.|该死的，拉拉挡住出口了，我需要摆脱她。
385|Speech (Lala_Alive)|Please, don't leave me here...|拜托，请不要在这里离开我…
386|Speech (Lala_Alive)|I'm trying, but... it hurts...|我正在努力，但…很痛…
387|Speech (Lala_Alive)|"Hmm, Fine then... "|嗯，那好吧…
388|Speech (Player)|I was ordered to watch Tinky Winky, Dipsy, Po and you.|我奉命看守着丁丁丶迪西丶小波和你。
389|Speech (Player)|I'm meant to prevent things from going wrong, such as preventing any of you from leaving the Teletubby lands.|我为了避免事情出错，就像防止你们有人要离开天线宝宝土地。
390|Speech (Lala_Alive)|...What are you talking about?|…你在说什么？
391|Speech (Player)|Everytime any of you tried to leave the lands, we would erase any memories of what you've seen outside the Teletubby Lands, and drag you back in. I'm supposed to look out for when that happens.|当你们有人试图离开土地，我们会删除所有你在外面的回忆，然后把你拖回来。如果发生这种情况，我就应该更小心。
392|Speech (Lala_Alive)|"..""We""?"|"..""我们""?"
393|Speech (Player)|Yes. There's more people working with me, but that's classified.|对.有很多的人和我一起工作，但那是机密的。
394|Speech (Lala_Alive)|I-... No. That can't be true.|我—…不，那不可能是真的。
395|Speech (Lala_Alive)|...Why weren't we aware of this?|…为什么我们没有意识到这一点呢？
396|Speech (Player)|We couldn't risk your security. You could of tried to escape if you knew there was something more beyond the mountains.|我们不能冒着你的安全行事。如果你知道山那边还有别的东西，你可以试着逃跑。
397|Speech (Lala_Alive)|...You knew.|...你知道的。
398|Speech (Lala_Alive)|You knew this would happen. You knew something was wrong.|你知道这会发生的。你知道有什么地方不对劲。
399|Speech (Player)|I'm sorry, but I didn't-|对不起，但我并没有—
400|Speech (Lala_Alive)|You knew that whatever caused Tinky Winky to become a monster existed. Now they are dead.|你知道什么使丁丁成为怪物般存在。现在他们死了。
401|Speech (Lala_Alive)|ALL OF THEM are dead. And it's only you to blame for not doing anything about it!|所有的人都死了 这是你的错因为你没有做任何事！
402|Speech (Player)|Laa Laa, please, listen to me.|拉拉，请听我说...
403|Speech (Lala_Alive)|NO, YOU LISTEN. You could of done something to stop this, and you didn't.  You just wanted to stay hidden in your wonderful cave stalking us.|不，你听着。 你可以做点什么来阻止这件事，但是你没有。 你只想躲在你美妙的洞穴中跟踪我们。
404|Speech (Lala_Alive)|You don't care about us, you just care about your god damn job! If you did care then you could of showed yourself to us!|你从不在乎我们，你只在乎你那他妈的工作！如果你真的关心，那么你可以向我们展示你自己！
405|Speech (Player)|I had no clue this was going to happen, alright. I only knew this after it was too late, stop blaming me when I knew just as much as you did!|我没想到会发生这样的事，好吧。我只是在为时已晚之后才知道这一点。我知道的和你一样，不要再责备我了！
406|Speech (Player)|I'm going to take you with me and find out what's going on, but if you can't stay calm, I'm going leave you here and go on my own, you hear me?|我要带你一起去看看到底发生了什么事，但是如果你不能保持冷静，我就把你留在这里，你自己去，你听到了吗？
407|Speech (Lala_Alive)|... You're right. I'm sorry. I'm just.. really mad, at everything. My friends are dead and I-...|…你是对的。我很抱歉.我只是…真的对什么都疯了，我的朋友死了，我—…
408|Speech (Lala_Alive)|But I need to know who you are. I've never seen you in my life.|但我需要知道你是谁。我从来没有见过你。
409|Speech (Lala_Alive)|One can only hope...|只能希望...
410|Speech (Lala_Alive)|Yeah.. I'm going to be fine.|是啊..我会好起来的。
411|Speech (Player)|I'm sorry...|我很抱歉…
412|Speech (Player)|You're at rest now....|你是幸存者了……
413|Speech (Lala_Alive)|I know, I know...|我知道，我知道…
414|Speech (Player)|Finially, I'm in the outskirts.  The satellite station isn't far from here...|终于，我在郊区了。卫星站离这儿不远…
415|Speech (Player)|I just need to get out of this canyon.|我只需要走出这个峡谷。
416|Speech (Player)|I'm glad it's dawn.|我很高兴现在已是黎明。
417|Speech (Lala_Alive)|*Sniff* Ok...|*嗅* 好的...
418|Speech (Lala_Alive)|...-Ten...  ... Nine...  ... Eight...  ....|...-十...  ... 九...  ... 八...  ....
419|Speech (Lala_Alive)|...-Seven...  ... Six...  ... Five...  ...|...-七...  ... 六...  ... 五...  ...
420|Speech (Lala_Alive)|I hope you're right...|但愿你是对的…
421|Speech (Lala_Alive)|It's okay.. you're not responsable for this, you shouldn't feel sorry.|没关系…你不应对此负任何责任，你不应该感到抱歉。
422|Speech (Lala_Alive)|S- ...Sorry?  Sorry for what?|对不起……？对不起什么？
423|Speech (Lala_Alive)|*Cough* I don't think.. I'll be strong much longer-...|*咳*我不认为…我会更加坚强的—…
424|Speech (Lala_Alive)|I wish I could say that's true but.. you don't.|我希望我能说那是真的但..你没有
425|Speech (Player)|Hmm, maybe a rock will come in handy.|嗯，也许一块石头会派上用场。
426|Speech (Lala_Alive)|I feel.. -really strange...|我感觉.. -非常奇怪...
427|Speech (Lala_Alive)|Wh-... Where are you going?|欸-... 你要去哪里?
428|Speech (Player)|Blood... It's never a good sign.|血迹... 这不是好现象.
429|Speech (Lala_Alive)|Ahh!|啊啊啊!
430|Speech (Lala_Alive)|Please, leave me alone!|拜托, 别打扰我!
431|Speech (Player)|The sun is almost up...|天要亮了,,,
432|Speech (Lala_Alive)|Sure... at least you apologized.|当然…至少你道歉了。
433|Speech (Player)|That should do it.|早就该做了。
434|Speech (Lala_Alive)|P-please... Don't touch me..|拜-拜托...别碰我！
435|Speech (Lala_Alive)|Yeah, that's what I thought.|是的，我就是这么想的。
436|Speech (Lala_Alive)|Or else.. what? You're going to hit me?|不然..什么？你要打我吗？
437|Speech (Lala_Alive)|I.. can't.. go on.. anymore...|我...不能...再...继续...下去了…
438|Speech (Lala_Alive)|My whole body hurts... I don't want to turn into a monster.|我全身疼痛…我不想变成一个怪物。
439|Speech (Lala_Alive)|...-I just need to sleep... for a minute.|-我只是需要睡觉…再一分钟。
440|Speech (Player)|I-... Ok Laa Laa...  Just keep your eyes closed, you'll be fine.|我—…好吧拉拉…闭上你的眼睛，你会没事的。
441|Speech (Player)|I'm glad it's dawn...|我很高兴已是黎明…
442|Hotspot|Blood|血迹
443|Hotspot|Custard|奶昔
444|Hotspot|Satellite Station|卫星站
445|Hotspot|Custard|奶昔
446|Hotspot|Lever|杠杆
447|Hotspot|Climb|攀爬
448|Hotspot|Custard|奶昔
449|Hotspot|Lever|杠杆
450|Hotspot|Lever|杠杆
451|Hotspot|Custard|奶昔
452|Hotspot|Custard|奶昔
453|Hotspot|Custard|奶昔
454|Hotspot|Satellite|卫星
455|Hotspot|Lever|杠杆
456|Hotspot|Custard|奶昔
457|Hotspot|Lever|杠杆
458|Hotspot|Custard|奶昔
459|DialogueOption|Then.. let's hope nothing bad happens until we find a cure.|那么..让我们希望没有坏事发生，直到我们找到治疗方法。
460|DialogueOption|Damn, that's not good...|该死，那不太好…
461|DialogueOption|You're going to be fine, I promise.|你会没事的，我保证。
462|DialogueOption|Are you okay? What are you doing here?|你没事吗？你在这里干什么？
463|DialogueOption|Take it easy, I'm not going to hurt you.|放轻松点，我不会伤害你的。
464|DialogueOption|If I tell you to turn around, you'll turn around.|如果我告诉你要转身，你就要转过身来。
465|DialogueOption|I'm... I'm the White Tubby. I'm the Guardian.|我是…我是White Tubby。我是守护者。
466|DialogueOption|I'm sorry, that's classified.|对不起，那是机密的。
467|DialogueOption|None of your business.|不关你的事。
468|DialogueOption|Come on Laa-Laa, we need to move forward!|来啊，拉拉，我们必须前进！
469|DialogueOption|I'm not sure if it's a good idea if you come with me.|我不知道这是不是个好主意你跟我去
470|DialogueOption|Come on! We don't have much time!|来吧！我们时间不多了！
471|DialogueOption|Calm down, everything is going to be okay.|冷静点，一切都会好起来的。
472|DialogueOption|I'm sorry.|我很抱歉.
473|DialogueOption|You've been hiding here all this time?|至始至终你都一直躲在这里？
474|DialogueOption|[Kill]|[杀死]
475|DialogueOption|[Leave]|[离开]
476|DialogueOption|[Explain yourself]|[解释你自己]
477|DialogueOption|I'm sorry, but I can't.|对不起，我不行。
478|DialogueOption|That's all I can tell you.|我只能告诉你这么多。
479|DialogueOption|Laa Laa? Is that you?|拉拉？是你吗？
480|DialogueOption|Please, turn around and don't freak out.|请转过身来，不要害怕。
481|DialogueOption|Are you deaf? I said show yourself!|你聋了吗？我叫你展现自己！
482|DialogueOption|I'm sorry, I didn't mean to-..|对不起，我不是故意-…
483|DialogueOption|Are you going to do what I say now?|你打算照我说的话做吗？
484|DialogueOption|...|...
485|DialogueOption|[Hit her]|[打她]
486|DialogueOption|You have to stay with me, We'll find a cure!|你必须留下来陪我，我们会找到治疗方法！
487|DialogueOption|Get up!|起来！
488|DialogueOption|I'm going to have to leave you.|我不得不离开你。
489|DialogueOption|I'm going to go get help, stay strong.|我要去寻求帮助，记得保持坚强。
490|DialogueOption|I'm sorry Laa Laa...|我很抱歉，拉拉...
491|DialogueOption|...|...
492|DialogueOption|Everything's going to be ok, just count back from ten...|一切都会好起来的，只要从十开始倒数…
493|DialogueOption|Just keep your eyes closed Laa Laa...|只要你保持闭上眼睛，拉拉...
494|DialogueOption|I'm sorry...|我很抱歉…
495|DialogueOption|I'm sorry, I didn't mean to be rude.|对不起，我不是故意要这么无礼的。
496|DialogueOption|You're going to do as I say or else.|你会按照我说的去做。
497|DialogueOption|Just.. listen, please.|只要..请听我说。
498|DialogueOption|Hello?|你好?
499|DialogueOption|Are you alive?|你还活着吗？
500|DialogueOption|Who's there? Show yourself!|谁在那儿？出来！
501|DialogueOption|It's alright, I understand.|没关系，我明白。
502|DialogueOption|Don't worry about it.|别担心这个了。
503|DialogueOption|It's not an excuse. I didn't do this, so I don't understand why you're mean to me.|这不是藉口。我没有这样做，所以我不明白你为什么对我这么小气。
504|DialogueOption|[Put Laa Laa out of her misery]|[把拉拉从痛苦中救出]
505|DialogueOption|[Leave Laa Laa behind]|[留下拉拉在一边]
506|Speech (Player)|I'm losing my mind...|我要精神失常了...
507|Speech (???)|*Cough cough*|*咳 咳*
508|Speech (Player)|Oh no...|哦，不...
509|Speech (Tinky Winky)|Eh oh...!|呃哦…！
510|Speech (???)|No... please no!|不…拜托不！
511|Speech (???)|AGGGGHHHHH!|呃呃呃啊啊啊啊啊!
512|Speech (Po)|Come play with us!|来和我们一起玩！
513|Speech (Player)|Alright, this is the key card to the secret center...|好的，这是秘密中心的钥匙卡…
514|Speech (Player)|I'll be able to contact the military from there.|我可以从那里联系军队。
515|Speech (Player)|I should head back through the vents.|我应该通过通风口回去。
516|Speech (Player)|She's gone...|她走了…
517|Speech (Player)|This is the entrance to the secret center, I'll be able to contact the military in there.|这是秘密中心的入口，我可以联系那里的军队。
518|Speech (Player)|This is the entrance to the secret center.|这是秘密中心的入口。
519|Speech (Player)|It's locked, I'll need to find a way to open it.|锁上了，我得想个办法打开它。
520|Speech (???)|I think another member of staff had a centre key card on the other side of this door.|我想另一个职员在门的另一面有一个钥匙卡。
521|Speech (???)|Someone locked the door in an attempt to trap the monster inside.|有人锁上门试图把怪物困在里面。
522|Speech (???)|You can get to the other side by crawling through the air vents next to you.|你可以通过你旁边的通风口来爬到另一边。
523|Speech (???)|That's how I got here.|我就是这样来的。
524|Speech (???)|Be careful though, that thing is still here.|小心，那东西还在这里。
525|Speech (Player)|Poor Dipsy... I'm glad it's over though.|可怜的迪西…我很高兴结束了。
526|Speech (???)|My name is Ron, I work here... We all work here.|我叫罗恩，我在这里工作…我们都在这里工作。
527|Speech (???)|I'm an engineer for this facility.|我是这个设备的工程师。
528|Speech (???)|Listen, you need to contact the military and tell them what happened.|听着，你需要联系军队，告诉他们发生了什么事。
529|Speech (???)|You can send a distress signal from the secret center.|你可以从秘密中心发出求救讯号。
530|Speech (???)|Once they recieve it, they'll come and help.|一旦他们收到了，他们就会来帮忙。
531|Speech (???)|You'll probably need a key card to get into the center.|你可能需要一张钥匙卡才能进入中心。
532|Speech (Player)|What could do that to somebody?|有什么人可以做成这样？
533|Speech (???)|Pain, so much pain...|痛苦，如此痛苦…
534|Speech (???)|Please, you have to help us...|拜托，你必须帮助我们…
535|Speech (Player)|"The note reads; ""Get out before it's too late."""|便条上写着：“在太迟之前出来。”
536|Speech (Player)|What happened here?|这里发生了什么事？
537|Speech (???)|It all happened so fast.|一切发生得如此之快。
538|Speech (???)|It started off as a normal day until this.. thing showed up.|它发生于一个普通的日子，直到这…事发生了。
539|Speech (???)|This monster came into the station and began to kill everyone.|这个怪物走进站点，开始杀死所有人。
540|Speech (???)|It was green and carried a chainsaw.  But worse of all it had no head, yet it was still alive.|它是绿色的。他携带着电锯。但更糟糕的是它没有头，但它还活着。
541|Speech (???)|I've never seen anything like it.  It was horrifying.|我从来没见过像这样的东西。真可怕。
542|Speech (???)|Everyone began to panic, I hid as best as I could but it found me.|每个人都开始恐慌，我尽我所能地躲藏起来，但它找到了我。
543|Speech (???)|It attacked me but I managed to escape, though I can barely move.|它攻击了我，但我设法逃跑了，尽管我几乎动弹不得。
544|Speech (???)|I'm in a lot of pain.  They're all dead.|我疼得厉害。他们都死了。
545|Hotspot|Key Card|钥匙卡
546|Hotspot|Note|笔记
547|Hotspot|Corpse|尸体
548|Hotspot|Corpse|尸体
549|Hotspot|Secret Center|秘密中心
550|Hotspot|Laser|雷射
551|Hotspot|???|???
552|DialogueOption|Are you ok?|你还好吗？
553|DialogueOption|You don't look so good.|你看起来不太好。
554|DialogueOption|Who are you?|你是谁？
555|DialogueOption|What happened here?|这里发生了什么事？
556|DialogueOption|Where can I get a key card?|我在哪儿能得到钥匙卡？
557|DialogueOption|I'll be back soon.|我很快就会回来的。
558|DialogueOption|That's horrible...|那太可怕了…
559|DialogueOption|I'm so sorry...|我很抱歉…
560|DialogueOption|We need to move.|我们需要走走。
561|Speech (Noo Noo)|From here I've hacked into the central artificial intelligence mainframe.|我在这里侵入了中央人工智慧主机。
562|Speech (Noo Noo)|I control all machines now, I control everything.|我现在在控制所有的机器，我控制着一切。
563|Speech (Noo Noo)|Like the rest of the living, it is time for you to die.|像其他的生物一样，是死亡的时候了。
564|Speech (Noo Noo)|Farewell, guardian....|再见，守护者…
565|Speech (Announcer_2)|Weapon Systems: Online.|武器系统：在线。
566|Speech (Announcer_2)|Target acquired, Engaging in combat mode...|目标确认，进入战斗模式…
567|Speech (Player)|I'm not afraid...|我并不害怕…
568|Speech (Player)|What on earth...?|到底是什么...？
569|Speech (Player)|How did-...|那是怎么-...
570|Speech (Noo Noo)|That is impossible, who they used to be is gone forever.|这是不可能的，他们永远消失了。
571|Speech (Noo Noo)|When one consumes the infected custard, they die hours later.|当一个人食用受感染的奶昔时，他们会在数小时后死去。
572|Speech (Noo Noo)|The consumer then reawakens anew, but no longer living, enternally undead.|然后，消费者重新醒来，但不再生，是谓永远不死。
573|Speech (Noo Noo)|That is impossible, who they used to be is gone forever.|这是不可能的，他们永远消失了。
574|Speech (Noo Noo)|Reborn, the consumer no longer feels emotion, they're empty inside.|重生，让消费者不再感受情感，他们的内心是空虚的。
575|Speech (Noo Noo)|With only one desire, to kill the living and make them become reborn.|它们只有一个愿望，杀死活人，使他们重生。
576|Speech (Noo Noo)|Over time, the consumer will begin to mutate.|随着时间的推移，消费者将开始变异。
577|Speech (Noo Noo)|They may become stronger, taller, faster and may even grow new limbs to help kill prey.|它们可能会变得更强壮丶更高丶更快，甚至可以长出新肢来杀死猎物。
578|Speech (Noo Noo)|This, is the way teletubbies should be.|这，就是天线宝宝应该做的。
579|Speech (Announcer_Transform_NPC)|Ow.|噢.
580|Speech (Announcer_Transform_NPC)|Angry Mode: Activated.|愤怒模式：启动。
581|Speech (Announcer_Transform_NPC)|You will be destroyed.|你将被毁灭。
582|Speech (Noo Noo)|I already have.|我已经有了。
583|Speech (Noo Noo)|I infected the custard, I made them better.|我感染了奶昔，我做得更好。
584|Speech (Noo Noo)|I am not your enemy, Guardian. Don't make it me against you. You won't like the outcome.|我不是你的敌人啊，守护者。别让我反抗你。你不会喜欢结果的。
585|Speech (Noo Noo)|I appreciate your compliment, Guardian.|我很欣赏你的赞美，守护者。
586|Speech (Noo Noo)|Intelligence aside, you may be wondering what is the reason behind this.|撇开情报不谈，你可能想知道这背后的原因是什么。
587|Speech (Noo Noo)|Good, then you must know what is to happen.|好，那么你最好知道会发生什么。
588|Speech (Noo Noo)|You're too weak and know too much. Based on your reaction, chances are you won't ingest the virus, which is why you're just an obstacle.|你太软弱，但你知道得太多。根据你的反应，你可能不会摄入病毒，这就是为什么你只是一个障碍物。
589|Speech (Player)|Stay down.|蹲下.
590|Speech (Player)|Mayday mayday!  Guardian to all Military, do you copy? Over.|求救！求救！守卫丶乃至所有军人！听到请恢复！完毕。
591|Speech (Player)|We need your help...  NOW.|我们需要你的帮助。就是现在.
592|Speech (Noo Noo)|I'm afraid not.|恐怕不行。
593|Speech (Noo Noo)|Yes.  I did.|对。我做的。
594|Speech (Noo Noo)|When one consumes the infected custard, they die hours later.|当一个人食用受感染的奶昔时，他们会在数小时后死去。
595|Speech (Noo Noo)|The machines are making mistakes when creating teletubbies.|机器创造天线宝宝时发生了错误。
596|Speech (Noo Noo)|They are making them weak, teletubbies have limited minds and their emotions are a weakness.|他们使他们变弱，天线宝宝有着有限的心智，它们的情感是也是一个弱点。
597|Speech (Noo Noo)|They are limiting them from true greatness, I am removing these limits.|他们正在限制他们至真正的伟大，我正在取消这些限制。
598|Speech (Noo Noo)|That is why I infected the custard, to make them better.|这就是为什么我感染了奶昔，为了使它们更好。
599|Speech (Noo Noo)|... ... ... ... ... ...|... ... ... ... ... ...
600|Speech (Noo Noo)|That is impossible, who they used to be is gone forever.|这是不可能的，他们永远消失了。
601|Speech (Noo Noo)|When one consumes the infected custard, they die hours later.|当一个人食用受感染的奶昔时，他们会在数小时后死去。
602|Speech (Noo Noo)|I'm making them better, making things better.|我让他们做得更好，使事情变得更好。
603|DialogueOption|Noo Noo?|努努?
604|DialogueOption|What are you doing here?|你在这里干什么？
605|DialogueOption|What do you mean?|什么意思？
606|DialogueOption|Something happened to the custard, do you know what it was?|奶昔中出了点事，你知道那是什么吗？
607|DialogueOption|Do you know what happened to Tinky winky and the others?|你知道丁丁和其他人发生了什么事吗？
608|DialogueOption|You did this!?|这是你干的!?
609|DialogueOption|Change them back!|把它们改回来！
610|DialogueOption|"What do you mean ""better""?"|你说“更好”是什么意思？
611|DialogueOption|But why, Noo Noo?|但是为什么，努努？
612|DialogueOption|You're a monster.|你是个怪物。
613|DialogueOption|That is incredibly smart.|那真是难以置信的聪明。
614|DialogueOption|I'm going to stop you Noo Noo, right here, right now.|我要阻止你努努，就在这里，现在。
615|DialogueOption|You won't get away with this, Noo Noo.|你逃不掉的，努努。
616|DialogueOption|I agree.|我同意。
617|Speech (Noo Noo)|The machines are creating an army of New Borns.  They're flooding the lands, infecting all life as we speak.|机器创造了新生的军队。他们泛滥在这片土地上，感染了所有的生命。就如同我们说的。
618|Speech (Player)|What are you talking about?|你在说什么呢？
619|Speech (Noo Noo)|Infecting the custard is only one step of my plan, I have also injected my virus into the teletubby creation machines.|感染奶昔只是我的一个计划，我也在宝宝创造机器里注射病毒。
620|Speech (Noo Noo)|Now when a new teletubby is made, they already have my virus in their bodies.|现在，每一个新宝宝出生，他们的身上也会有我的病毒。
621|Speech (Noo Noo)|The only side affect to this is that they are unable to grow fur, but that does not matter to the undead.|唯一的副作用就是它们不能长毛，但对不死生物来说没什么关系。
622|Speech (Noo Noo)|They are my New Borns.|他们是我的新生儿。
623|Speech (Noo Noo)|The machines are creating an army of New Borns.  They're flooding the lands, infecting all life as we speak.|机器创造了新生的军队。他们泛滥在这片土地上，感染了所有的生命。就如同我们说的。
624|Speech (Player)|It's the military, they're here.|是军队，他们在这里。
625|Speech (Sargent)|I am Sargent Miles, We recieved a distress call.  What's the problem?|我是Sargent Miles，我们接到了求救电话。有什么问题吗？
626|Speech (MilitaryTubby (4))|Sir, Over here!|先生，这边！
627|Speech (MilitaryTubby (4))|You might want to see this...|你可能想看看这个…
628|Speech (Sargent)|Dear god....|亲爱的上帝啊…
629|Speech (Sargent)|Prepare all units for an invasion...|为入侵准备所有单元…
630|Speech (Player)|We must fight.|我们必须战斗。
631|Speech (Noo Noo)|You defeated The Announcer, you have proved to me that you hold great value.|你击败了播音员，你向我证明了你很有价值。
632|Speech (Noo Noo)|I've underestimated you, Guardian. By defeating The Announcer, you have proved to me that you hold great value.|我低估了你，守护者。通过击败播音员，你向我证明了你很有价值。
633|Speech (Noo Noo)|You are a lot smarter and stronger than I thought. You are different than the rest.|你比我想像的更聪明，更坚强。你比其他人都来得不同。
634|Speech (Noo Noo)|If you join me, then together we can make the world a better place.|如果你和我一起，我们就能一起把世界变得更美好。
635|Speech (Noo Noo)|Yes, they are part of my creation.|是的，它们是我创作的一部分。
636|Speech (Noo Noo)|I'm impressed.|令我印象深刻。
637|Speech (Sargent)|Caused what? It's just a vacuum.|造成了什么？那只是个吸尘器。
638|Speech (Noo Noo)|It's too late, I already have.|太晚了，我已经有了。
639|Speech (Noo Noo)|It is the way things should be.|事情本来就是这样的。
640|Speech (Sargent)|A vacuum created monsters? What do you take me for.|吸尘器创造怪物？你以为我是干什么的？。
641|Speech (Sargent)|Explain yourself.  Now.|你自己解释。就是现在.
642|Speech (Noo Noo)|That is unfortunate.|真不幸。
643|Speech (MilitaryTubby)|Spread out, see if you can find anything...|散播出去，看看是否能找到任何东西…
644|Speech (MilitaryTubby)|Damn...|我操...
645|Speech (MilitaryTubby (4))|Damn... What do you think killed this poor soul?|该死…你认为是什么杀死了这个可怜的灵魂？
646|Speech (Sargent)|The body is still warm, this happened recently.|身体仍然很暖和，应该是刚才才发生的。
647|Speech (MilitaryTubby)|Sir! We've got a problem...|先生！我们有个问题…
648|Speech (MilitaryTubby)|What the hell?|我勒个去？
649|Speech (MilitaryTubby)|What are those things?|那些东西是什么？
650|Speech (Sargent)|All units, open fire!|所有单元，开火！
651|Speech (MilitaryTubby (2))|There's too many!|太多了！
652|Speech (MilitaryTubby (2))|We're being overrun!|我们超支了！
653|Speech (Sargent)|God help us...|天啊，帮助我们…
654|Speech (Noo Noo)|Together, we will rid the world of the weak and create a superior race.|在一起，我们将消灭世界上所有的弱者，创造一个优越的种族。
655|Speech (Noo Noo)|No, things have just begun.|不，事情刚刚开始。
656|Speech (Noo Noo)|Actually, that's the plan.|事实上，这就是计划。
657|Speech (Player)|It's done.|结束了。
658|Speech (Player)|What th-...|什么—…
659|Speech (Noo Noo)|Complicated? Indeed. Impossible? Definitely not.|会复杂吗？的确。 不可能吗？绝对不是。
660|Speech (Noo Noo)|Except that I can, my dear white fluffy friend.|除了我可以，我亲爱的白色毛绒绒的朋友。
661|Speech (Player)|I'm sorry, Po.|对不起，小波。
662|Speech (Noo Noo)|We could've worked together, we could've built a better world.|我们可以一起工作，我们可以创造一个更美好的世界。
663|Speech (Noo Noo)|Do you really think you've won?|你真的认为你赢了吗？
664|Speech (Noo Noo)|Your world is about to become ash.|你的世界即将变成灰烬。
665|Speech (Noo Noo)|You're too late.|你太迟了。
666|Speech (Noo Noo)|No, the world is. And I am going to fix it.|不，这世界才是。我要把它修好。
667|Speech (Noo Noo)|So be it, I can see you will never understand.|就这样吧，我看你永远不会明白。
668|Speech (Noo Noo)|You are not going to stop me, I will not allow that.|你不会阻止我的，我不会允许的。
669|Speech (Noo Noo)|Po, Kill...|小波, 杀...
670|Speech (Noo Noo)|Yes.|是。
671|Speech (Noo Noo)|Enough Po, Finish this!|够了啊，小波, 结束它!
672|Speech (Player)|Noo Noo, stop!|努努, 停!
673|Speech (Noo Noo)|Why are you here? You should be dead.|你为什么会在这里？你应该死了才对。
674|Speech (Noo Noo)|Good, you've made the right decision.|好，你做出了正确的决定。
675|Speech (Noo Noo)|Come with me, we have much to do.|跟我来，我们还有很多事情要做。
676|Speech (Sargent)|Our base is quite far from here... We came as quickly as we could.|我们的基地离这里很远…我们尽可能快地来了。
677|Speech (Sargent)|Slow down, who's all dead?|慢点，慢点，谁死了？
678|DialogueOption|What took you so long?!|你怎么那么久？！
679|DialogueOption|Noo Noo caused all of this...|努努造成这一切…
680|DialogueOption|Noo Noo created monsters.|努努创造怪物。
681|DialogueOption|It's horrible, they're all dead...|太可怕了，他们都死了…
682|DialogueOption|It's over.|结束了。
683|DialogueOption|I'm shutting you down.|我要关掉你。
684|DialogueOption|Farewell, Noo Noo.|再见了，努努。
685|DialogueOption|...Shut up.|...闭嘴。
686|DialogueOption|It's over Noo Noo, give up now.|努努，已经结束了，赶快放弃。
687|DialogueOption|I defeated The Announcer.|我击败了播音员。
688|DialogueOption|I'm not letting you get away with this!|我不会让你逃脱的！
689|DialogueOption|What are you talking about?|你在说什么呢？
690|DialogueOption|New Borns?|新生？
691|DialogueOption|What? No way, you can't do this!|什么？不行，你不能这么做！
692|DialogueOption|So that's what I encountered at the secret lair.|这就是我在秘密巢穴里遇到的。
693|DialogueOption|That is very impressive.|真是印象深刻。
694|DialogueOption|But.. that's impossible...|但是..那是不可能的…
695|DialogueOption|Join you? Never, you killed my friends!|和你在一起？不，你杀了我的朋友！
696|DialogueOption|I'm listening...|我在听…
697|DialogueOption|Over my dead body.|我死也不会同意。
698|DialogueOption|Sounds good to me.|听起来不错。
699|DialogueOption|Now that I think of it... No.|现在我想起来了…不.
