ID|Type|Original line|The translation
301|Speech (Unit 437)|If you leave I'll have to inform the master that death is an inconvenience for you.|"Dacă plecați, va trebui să informez comandantul că moartea este un inconvenient pentru tine. "
302|Speech (Unit 437)|The master will be very angry.|"Stăpânul va fi foarte supărat. "
303|Speech (Unit 437)|Please, the master will destroy me if it found out I let you go.|"Vă rog, maestrul mă va distruge dacă va afla că te las să pleci. "
304|Speech (Unit 437)|Tomorrow you will be chopped up and cooked for the master to eat.|Mâine vei fi tocat și fiert pentru ca maestrul să mănânce.
305|Speech (Player)|At last, my night vision camera...|În sfârșit, camera mea de viziune nocturna ...
306|Speech (Player)|Oh no, it looks like the lens cracked when I dropped it.|Oh no, it looks like the lens cracked when I dropped it.
307|Speech (???)|...............|...............
308|Hotspot|Gate|Poartă
309|Hotspot|Fire|Foc
310|Hotspot|Eyeball|"Glob ocular "
311|Hotspot|Pipe|Teavă
312|Hotspot|Bloody Remains|Rămășițe sângeroase
313|Hotspot|Raw Meat|"Carne crudă "
314|Hotspot|Bloody Remains|Rămășițe sângeroase
315|Hotspot|Custard splat|Pete de budincă
316|Hotspot|Trees|"Copaci "
317|Hotspot|Stump|butuc
318|Hotspot|Stump|butuc
319|Hotspot|Droid|Droid
320|DialogueOption|[Go Left]|"[Ia-o la stanga] "
321|DialogueOption|[Go Right]|[Ia-o la dreapta]
322|DialogueOption|[Go Left]|"[Ia-o la stanga] "
323|DialogueOption|[Go Right]|[Ia-o la dreapta]
324|DialogueOption|The master, is that the thing that took me?|Stăpâne, asta este chestia care ma luat?
325|DialogueOption|Why was I brought here?|"De ce am fost adus aici? "
326|DialogueOption|I'm not food!|"Nu sunt mâncare! "
327|DialogueOption|Who are you?|"Cine esti? "
328|DialogueOption|What are you doing?|"Ce faci? "
329|DialogueOption|Have you seen my night vision camera?|" Mi-ai văzut camera cu viziune nocturna?"
330|DialogueOption|Goodbye.|"La revedere. "
331|DialogueOption|[Go Left]|"[Ia-o la stanga] "
332|DialogueOption|[Go Right]|[Ia-o la dreapta]
333|DialogueOption|I need to get to the outskirts and find the satellite station.|"Trebuie să ajung la periferie și să găsesc stația de satelit. "
334|DialogueOption|I need to find my night vision camera.|Trebuie să-mi găsesc camera cu viziune nocturna.
335|DialogueOption|None of your business.|Nu-i treaba ta.
336|DialogueOption|I plan to be long gone before your master finds out.|"Am de gând să fi plecat mult înainte ca stăpânul tău să afle. "
337|DialogueOption|Come with me, you're a slave!|Come with me, you're a slave!
338|DialogueOption|You're a coward.|"Ești un laș. "
339|DialogueOption|[Go Left]|"[Ia-o la stanga] "
340|DialogueOption|[Go Right]|[Ia-o la dreapta]
341|DialogueOption|Please, don't kill me...|"Te rog, nu mă ucide ... "
342|DialogueOption|Where are you taking me?|"Unde ma duci? "
343|DialogueOption|Who are you?|"Cine esti? "
344|DialogueOption|...|...
345|Speech (Player)|At last I'm here... This is the entrance to the satellite station.|"În sfârșit sunt aici ... Aceasta este intrarea în stația de satelit. "
346|Speech (Player)|Hmm... How do I get in?|"Cum intru? "
347|Speech (Lala_Alive)|......................................|......................................
348|Speech (Player)|Why are you here anyway? I thought you were... well..|"De ce esti aici oricum? Credeam că ești ...  .. "
349|Speech (Lala_Alive)|I ran away... from Tinky Winky... before he caught me in the house. I ran away until I came across this place, so I used it as a hideout. He tried to-... H-he caused-... *sniff* They are all dead.|Am fugit ... de Tinky Winky ... înainte să mă prindă în casă. Am fugit pana am ajuns in acest loc, asa ca am folosit acest loc ca sa ma ascund. A încercat să -... ... a provocat -... * a înțeles * Sunt toți morți.
350|Speech (Player)|Oh no, Laa Laa's here...|"Nu, Laa Laa e aici ... "
351|Speech (Player)|Tinky Winky scratched out her eyes, she can't see me.|"Tinky Winky ia zgâriat ochii, nu mă poate vedea. "
352|Speech (Player)|But she can still hear me, I need to be quiet...|"Dar mă mai poate auzi, trebuie să fiu tacut ... "
353|Speech (Player)|I should find all the custards in this area before proceeding to the satellite station.|Ar trebui să găsesc toate budincile din acest loc înainte de a trece la stația de satelit.
354|Speech (Lala_Alive)|W-who are you? How do you know me?|cine esti tu? De unde ma cunosti?
355|Speech (Player)|The satellite station isn't far from here, let's go.|"Postul de satelit nu este departe de aici, să mergem. "
356|Speech (Lala_Alive)|*Cough cough cough*|*Cough cough cough*
357|Speech (Lala_Alive)|So... *sniff* what's your plan?|Deci ... *sniff* care este planul tău?
358|Speech (Player)|We need to get to the satellite station, we'll be able to find help there.  Whatever you do, no matter now hungry you are, don't eat any custards you find.|Trebuie să ajungem la stația de satelit, vom putea găsi ajutor acolo. Indiferent ce faci, indiferent cât de flămânda esti, nu mânca budinca pe care o găsesti.
359|Speech (Lala_Alive)|But.. I ate a custard.. the night that all of this happened.|"Dar am mâncat o budincă ... în noaptea în care toate astea s-au întâmplat. "
360|Speech (Player)|Come on, follow me.|"Haide, urmeaza-ma. "
361|Speech (Player)|My night vision camera might be useful for navigating through this rubble.|Camera mea cu viziune nocturna ar putea fi utilă pentru navigarea printre resturile de cladiri.
362|Speech (Lala_Alive)|I'm just... broken.|"Sunt doar ... traumatizata. "
363|Speech (Lala_Alive)|Yeah.. *sniff* It's the only place that wasn't secured by some creepy creature. I had a tough time going through that.. horrible, brown monster.|Da .. * sniff* Este singurul loc care nu a fost asigurat de niște creaturi înfiorătoare. Am avut un timp greu să trec prin ... monstru maro, oribil.
364|Speech (Lala_Alive)|It hurts.. so much...|"Mă doare ... atât de mult ... "
365|Speech (Lala_Alive)|I don't know if I'm going to be ok...|"Nu știu dacă o să fiu bine ... "
366|Speech (Lala_Alive)|Y-yes... I'm sorry.|da ... Îmi pare rău.
367|Speech (Lala_Alive)|W-who are you?! D-don't touch me!|"C - cine esti tu ?! N-nu mă atinge! "
368|Speech (Player)|That's the station alright...|"Asta e stația, în regulă ... "
369|Speech (Lala_Alive)|I will... *Sniff* ...-I miss home...|" *sniff* ... - Mi-e dor de casă ..."
370|Speech (Lala_Alive)|I need to know what's going on here if you're going to talk to me.|"Trebuie să știu ce se întâmplă dacă vrei să vorbești cu mine. "
371|Speech (Lala_Alive)|Go away!|"Pleacă de aici! "
372|Speech (Lala_Alive)|W-.. wait, don't leave me.  Please..|" așteaptă, nu mă lăsa. te rog.."
373|Speech (Lala_Alive)|G-..... Guardian..?|"G-Gardian ..? "
374|Speech (Lala_Alive)|...I'm sorry.|"...Imi pare rau. "
375|Speech (Player)|These pillars look like they're about to collapse...|"Stâlpii ăștia arată ca și cum se vor prăbuși ... "
376|Speech (Player)|Maybe I could find a way to trap Laa Laa under them.|"Poate că aș putea găsi o cale de a o prinde pe Laa Laa sub ele. "
377|Speech (Player)|The station goes all the way through these mountains.|Statia merge prin acești munți.
378|Speech (Player)|I wonder how I can open this door.|"Mă întreb cum pot deschide această ușă. "
379|Speech (Lala_Alive)|And who the hell are you to give me orders? Leave, now.|Și cine esti tu sa dai ordine? Pleaca acum.
380|Speech (Lala_Alive)|Tell me about it, I'm not feeling pretty well.|"Spune-mi despre asta, nu mă simt bine. "
381|Speech (Player)|Another custard? How did that get here...|"O altă budincă? Cum a ajuns aici ... "
382|Speech (Player)|I should look around this area for more custards before something eats them.|Ar trebui să mă uit în jurul acestei zone pentru mai multe budinci înainte ca cineva sa le mânânce.
383|Speech (Player)|Alright, I think that's all of them...|" Bine, cred că astea au fost toate..."
384|Speech (Player)|Damn, Laa Laa is blocking the exit, I'll need to get rid of her somehow.|"La naiba, Laa Laa blochează ieșirea, va trebui să scap de ea cumva. "
385|Speech (Lala_Alive)|Please, don't leave me here...|"Te rog, nu mă lăsa aici ... "
386|Speech (Lala_Alive)|I'm trying, but... it hurts...|"Încerc, dar ... doare ... "
387|Speech (Lala_Alive)|"Hmm, Fine then... "|"Hmm, bine atunci ... "
388|Speech (Player)|I was ordered to watch Tinky Winky, Dipsy, Po and you.|Mi sa ordonat să vă studiez, pe Tinky Winky, Dipsy, Po și pe tine.
389|Speech (Player)|I'm meant to prevent things from going wrong, such as preventing any of you from leaving the Teletubby lands.|Sunt menit să împiedic ca lucrurile să meargă prost, cum ar fi sa va opresc pe voi din a părăsi ținuturile Teletubby.
390|Speech (Lala_Alive)|...What are you talking about?|"...Despre ce vorbesti? "
391|Speech (Player)|Everytime any of you tried to leave the lands, we would erase any memories of what you've seen outside the Teletubby Lands, and drag you back in. I'm supposed to look out for when that happens.|De fiecare dată când vreunul dintre voi a încercat să părăsiți teritoriile, am șters orice amintire a ceea ce ați văzut în afara Teritoriului Teletubby și noi vă trageam înapoi. A trebui să fiu grijuliu când se întâmplă asta.
392|Speech (Lala_Alive)|"..""We""?"|"..""Noi""? "
393|Speech (Player)|Yes. There's more people working with me, but that's classified.|"Da. Sunt mai mulți oameni care lucrează cu mine, dar asta e clasificat. "
394|Speech (Lala_Alive)|I-... No. That can't be true.|-... Nu. Nu poate fi adevărat.
395|Speech (Lala_Alive)|...Why weren't we aware of this?|"... De ce nu am fost conștienți de asta? "
396|Speech (Player)|We couldn't risk your security. You could of tried to escape if you knew there was something more beyond the mountains.|"Nu ne-am putea risca securitatea. Ai putea să încerci să scapi dacă ai fi știut că există ceva dincolo de munți. "
397|Speech (Lala_Alive)|...You knew.|"...Tu stiai. "
398|Speech (Lala_Alive)|You knew this would happen. You knew something was wrong.|"Știai că se va întâmpla asta. Știai că ceva nu era în regulă. "
399|Speech (Player)|I'm sorry, but I didn't-|"Îmi pare rău, dar nu am ... "
400|Speech (Lala_Alive)|You knew that whatever caused Tinky Winky to become a monster existed. Now they are dead.|"Știați că orice a cauzat Tinky Winky să devină un monstru a existat. Acum sunt morți. "
401|Speech (Lala_Alive)|ALL OF THEM are dead. And it's only you to blame for not doing anything about it!|"Toți aceștia sunt morți. Și numai tu ești vina pentru că nu ai făcut nimic despre asta! "
402|Speech (Player)|Laa Laa, please, listen to me.|"Laa Laa, te rog, ascultă-mă. "
403|Speech (Lala_Alive)|NO, YOU LISTEN. You could of done something to stop this, and you didn't.  You just wanted to stay hidden in your wonderful cave stalking us.|NU,TU ASCULTAMA. Ai fi putut să faci ceva pentru a opri asta și nu ai făcut-o.Tu ai vurt doar să rămâi ascuns în peșterile tale minunate care ne priveau.
404|Speech (Lala_Alive)|You don't care about us, you just care about your god damn job! If you did care then you could of showed yourself to us!|Nu-ți pasă de noi, îți pasă de slujba ta! Dacă ai fi avut grijă, atunci ai fi putut să te arăți nouă!
405|Speech (Player)|I had no clue this was going to happen, alright. I only knew this after it was too late, stop blaming me when I knew just as much as you did!|Nu aveam nici o idee că se va întâmpla, bine? Știam asta doar după ce a fost prea târziu, nu mă mai învinovăți când știam cât de mult stii si tu!
406|Speech (Player)|I'm going to take you with me and find out what's going on, but if you can't stay calm, I'm going leave you here and go on my own, you hear me?|O să te iau cu mine și să aflu despre ce este vorba, dar dacă nu poți să stai liniștit, te voi lăsa aici și voi merge pe cont propriu, mă auzi?
407|Speech (Lala_Alive)|... You're right. I'm sorry. I'm just.. really mad, at everything. My friends are dead and I-...|... Ai dreptate. Imi pare rau. Sunt doar ... foarte nervoasa... Prietenii mei sunt morți și eu ...
408|Speech (Lala_Alive)|But I need to know who you are. I've never seen you in my life.|"Dar trebuie să știu cine ești. Nu te-am văzut niciodată în viața mea. "
409|Speech (Lala_Alive)|One can only hope...|Se poate spera
410|Speech (Lala_Alive)|Yeah.. I'm going to be fine.|"Da ... o să fiu bine. "
411|Speech (Player)|I'm sorry...|"Imi pare rau... "
412|Speech (Player)|You're at rest now....|"Acum odihneștete ... "
413|Speech (Lala_Alive)|I know, I know...|"Știu, știu... "
414|Speech (Player)|Finially, I'm in the outskirts.  The satellite station isn't far from here...|În sfârșit, sunt la periferie. Stația de satelit nu este departe de aici ...
415|Speech (Player)|I just need to get out of this canyon.|"Trebuie doar să ies din acest canion. "
416|Speech (Player)|I'm glad it's dawn.|"Mă bucur că este dimineata. "
417|Speech (Lala_Alive)|*Sniff* Ok...|*Sniff* Bine...
418|Speech (Lala_Alive)|...-Ten...  ... Nine...  ... Eight...  ....|"... - Zece ... ... Nouă ... ... Opt ... ... "
419|Speech (Lala_Alive)|...-Seven...  ... Six...  ... Five...  ...|"... Șapte ... ... Șase ... ... Cinci ... ... "
420|Speech (Lala_Alive)|I hope you're right...|"Sper că ai dreptate ... "
421|Speech (Lala_Alive)|It's okay.. you're not responsable for this, you shouldn't feel sorry.|"E în regulă .. nu ești responsabil pentru asta, nu ar trebui să-ți pară rău. "
422|Speech (Lala_Alive)|S- ...Sorry?  Sorry for what?|" Îmi pare rău? Scuze pentru ce?"
423|Speech (Lala_Alive)|*Cough* I don't think.. I'll be strong much longer-...|Nu cred ...ca voi fi puternica pentru mult timp ...
424|Speech (Lala_Alive)|I wish I could say that's true but.. you don't.|Aș vrea să pot spune că este adevărat, dar ... nu.
425|Speech (Player)|Hmm, maybe a rock will come in handy.|"Hmm, poate că imi va fi la îndemână. "
426|Speech (Lala_Alive)|I feel.. -really strange...|"Ma simt ... - foarte ciudat ... "
427|Speech (Lala_Alive)|Wh-... Where are you going?|" Unde mergi?"
428|Speech (Player)|Blood... It's never a good sign.|"Sânge ... Nu este niciodată un semn bun. "
429|Speech (Lala_Alive)|Ahh!|Ahh!
430|Speech (Lala_Alive)|Please, leave me alone!|Te rog, lăsa-ma în pace!
431|Speech (Player)|The sun is almost up...|Soarele este aproape de răsărit...
432|Speech (Lala_Alive)|Sure... at least you apologized.|"Sigur ... cel puțin ti-ai cerut scuze. "
433|Speech (Player)|That should do it.|"Ar trebui să o facă. "
434|Speech (Lala_Alive)|P-please... Don't touch me..|T-te rog ... Nu mă atinge ..
435|Speech (Lala_Alive)|Yeah, that's what I thought.|"Da, asta am crezut. "
436|Speech (Lala_Alive)|Or else.. what? You're going to hit me?|"Sau altceva .. ce? O să mă lovești? "
437|Speech (Lala_Alive)|I.. can't.. go on.. anymore...|"Eu .. nu pot ... să continui ... mai mult ... "
438|Speech (Lala_Alive)|My whole body hurts... I don't want to turn into a monster.|"Întregul corp mă doare ... Nu vreau să mă transform într-un monstru. "
439|Speech (Lala_Alive)|...-I just need to sleep... for a minute.|"... ... trebuie doar să dorm ... pentru un minut. "
440|Speech (Player)|I-... Ok Laa Laa...  Just keep your eyes closed, you'll be fine.|"I -... Ok Laa Laa ... Păstrează-ți ochii închiși, vei fi bine. "
441|Speech (Player)|I'm glad it's dawn...|"Mă bucur că e zori ... "
442|Hotspot|Blood|Sânge
443|Hotspot|Custard|Budincă
444|Hotspot|Satellite Station|"Stație satelit "
445|Hotspot|Custard|Budincă
446|Hotspot|Lever|Manetă
447|Hotspot|Climb|Urcă
448|Hotspot|Custard|Budincă
449|Hotspot|Lever|Manetă
450|Hotspot|Lever|Manetă
451|Hotspot|Custard|Budincă
452|Hotspot|Custard|Budincă
453|Hotspot|Custard|Budincă
454|Hotspot|Satellite|Satelit
455|Hotspot|Lever|Manetă
456|Hotspot|Custard|Budincă
457|Hotspot|Lever|Manetă
458|Hotspot|Custard|Budincă
459|DialogueOption|Then.. let's hope nothing bad happens until we find a cure.|"Atunci ... să sperăm că nu se întâmplă nimic rău până nu găsim un leac. "
460|DialogueOption|Damn, that's not good...|"La naiba, nu e bine ... "
461|DialogueOption|You're going to be fine, I promise.|"Vei fi bine, îți promit. "
462|DialogueOption|Are you okay? What are you doing here?|"Esti bine? Ce faci aici? "
463|DialogueOption|Take it easy, I'm not going to hurt you.|"Ia-o ușor, nu te voi răni. "
464|DialogueOption|If I tell you to turn around, you'll turn around.|"Dacă îți spun să te întorci, te vei întoarce. "
465|DialogueOption|I'm... I'm the White Tubby. I'm the Guardian.|Eu sunt ... Sunt teletubby-ul alb. Eu sunt Gardianul.
466|DialogueOption|I'm sorry, that's classified.|"Îmi pare rău, asta e clasificat. "
467|DialogueOption|None of your business.|"Nu-i treaba ta. "
468|DialogueOption|Come on Laa-Laa, we need to move forward!|"Haide Laa-Laa, trebuie să mergem in fata! "
469|DialogueOption|I'm not sure if it's a good idea if you come with me.|"Nu cred că este o idee bună dacă vii cu mine. "
470|DialogueOption|Come on! We don't have much time!|"Haide! Nu avem prea mult timp! "
471|DialogueOption|Calm down, everything is going to be okay.|"Calmează-te, totul va fi în regulă. "
472|DialogueOption|I'm sorry.|"Imi pare rau. "
473|DialogueOption|You've been hiding here all this time?|"Te-ai ascuns aici tot timpul? "
474|DialogueOption|[Kill]|"[Ucide] "
475|DialogueOption|[Leave]|"[Pleacă] "
476|DialogueOption|[Explain yourself]|"[Explica-te] "
477|DialogueOption|I'm sorry, but I can't.|"Îmi pare rău, dar nu pot. "
478|DialogueOption|That's all I can tell you.|"Asta-i tot ce pot să-ți spun. "
479|DialogueOption|Laa Laa? Is that you?|"Laa Laa? Eşti tu? "
480|DialogueOption|Please, turn around and don't freak out.|"Te rog, întoarce-te și nu te speria. "
481|DialogueOption|Are you deaf? I said show yourself!|"Esti surd? Am spus să te arăți! "
482|DialogueOption|I'm sorry, I didn't mean to-..|"Îmi pare rău, nu am vrut să ... "
483|DialogueOption|Are you going to do what I say now?|"Ai de gând să faci ceea ce spun acum? "
484|DialogueOption|...|...
485|DialogueOption|[Hit her]|"[Loveste-o] "
486|DialogueOption|You have to stay with me, We'll find a cure!|"Trebuie să stai cu mine, vom găsi un leac! "
487|DialogueOption|Get up!|"Scoală-te! "
488|DialogueOption|I'm going to have to leave you.|"Va trebui să te părăsesc. "
489|DialogueOption|I'm going to go get help, stay strong.|"Mă duc să aduc ajutor, rămâi puternica. "
490|DialogueOption|I'm sorry Laa Laa...|"Îmi pare rău Laa Laa ... "
491|DialogueOption|...|...
492|DialogueOption|Everything's going to be ok, just count back from ten...|"Totul va fi bine, doar numara de la zece pana la unu ... "
493|DialogueOption|Just keep your eyes closed Laa Laa...|"Doar ține-ți ochii închiși Laa Laa ... "
494|DialogueOption|I'm sorry...|"Imi pare rau... "
495|DialogueOption|I'm sorry, I didn't mean to be rude.|"Îmi pare rău, nu am vrut să fiu nepoliticos. "
496|DialogueOption|You're going to do as I say or else.|"Veți face așa cum spun daca nu.. "
497|DialogueOption|Just.. listen, please.|"Doar .. ascultă, te rog. "
498|DialogueOption|Hello?|"Buna? "
499|DialogueOption|Are you alive?|"Ești în viață? "
500|DialogueOption|Who's there? Show yourself!|"Cine e acolo? Arata-te! "
501|DialogueOption|It's alright, I understand.|"E în regulă, înțeleg. "
502|DialogueOption|Don't worry about it.|"Nu iti fă griji. "
503|DialogueOption|It's not an excuse. I didn't do this, so I don't understand why you're mean to me.|"Nu este o scuză. Nu am făcut asta, așa că nu înțeleg de ce ești rea cu mine. "
504|DialogueOption|[Put Laa Laa out of her misery]|[Scoate-o pe Laa Laa din suferinta]
505|DialogueOption|[Leave Laa Laa behind]|"[Lăs-o Laa Laa în spate] "
506|Speech (Player)|I'm losing my mind...|"Imi pierd mintile... "
507|Speech (???)|*Cough cough*|"* Tuse tuse * "
508|Speech (Player)|Oh no...|"Oh nu... "
509|Speech (Tinky Winky)|Eh oh...!|Eh oh...!
510|Speech (???)|No... please no!|"Nu ... te rog nu! "
511|Speech (???)|AGGGGHHHHH!|AGGGGHHHHH!
512|Speech (Po)|Come play with us!|"Vino să te joci cu noi! "
513|Speech (Player)|Alright, this is the key card to the secret center...|"Bine, asta e cheia card pentru centrul secret ... "
514|Speech (Player)|I'll be able to contact the military from there.|"Voi putea contacta armata de acolo. "
515|Speech (Player)|I should head back through the vents.|"Ar trebui să mă duc înapoi prin  ventilație. "
516|Speech (Player)|She's gone...|"A dispărut ... "
517|Speech (Player)|This is the entrance to the secret center, I'll be able to contact the military in there.|"Aceasta este intrarea în centrul secret, voi putea contacta armata acolo. "
518|Speech (Player)|This is the entrance to the secret center.|"Aceasta este intrarea în centrul secret. "
519|Speech (Player)|It's locked, I'll need to find a way to open it.|"Este blocat, va trebui să găsesc o cale să o deschid. "
520|Speech (???)|I think another member of staff had a centre key card on the other side of this door.|"Cred că un alt membru al personalului a avut o cartelă pentru centru pe cealaltă parte a ușii. "
521|Speech (???)|Someone locked the door in an attempt to trap the monster inside.|"Cineva a închis ușa în încercarea de a prinde monstrul înăuntru. "
522|Speech (???)|You can get to the other side by crawling through the air vents next to you.|Poți ajunge în cealaltă parte prin accesarea ventilatiei de langa tine
523|Speech (???)|That's how I got here.|"Așa am ajuns aici. "
524|Speech (???)|Be careful though, that thing is still here.|Fii atent totuși, lucrul acesta este încă aici.
525|Speech (Player)|Poor Dipsy... I'm glad it's over though.|Saracul Dipsy ... Mă bucur că sa terminat totuși.
526|Speech (???)|My name is Ron, I work here... We all work here.|"Numele meu este Ron, lucrez aici ... Toți lucrăm aici. "
527|Speech (???)|I'm an engineer for this facility.|"Sunt un inginer pentru această facilitate. "
528|Speech (???)|Listen, you need to contact the military and tell them what happened.|"Ascultă, trebuie să contactezi militarii și să le spui ce sa întâmplat. "
529|Speech (???)|You can send a distress signal from the secret center.|"Poți trimite un semnal de primejdie de la centrul secret. "
530|Speech (???)|Once they recieve it, they'll come and help.|"Odată ce il vor primi, vor veni și vor ajuta. "
531|Speech (???)|You'll probably need a key card to get into the center.|Probabil că vei avea nevoie de un card cheie pentru a intra în centru.
532|Speech (Player)|What could do that to somebody?|"Ce ar putea face asta cuiva? "
533|Speech (???)|Pain, so much pain...|"Durere, atâta durere ... "
534|Speech (???)|Please, you have to help us...|"Te rog, trebuie sa ne ajuti ... "
535|Speech (Player)|"The note reads; ""Get out before it's too late."""|"Pe pagina scrie; ""Ieșiți înainte de a fi prea târziu."" "
536|Speech (Player)|What happened here?|"Ce s-a intamplat aici? "
537|Speech (???)|It all happened so fast.|"Totul sa întâmplat atât de repede. "
538|Speech (???)|It started off as a normal day until this.. thing showed up.|"A început ca o zi obișnuită până când acest lucru a apărut. "
539|Speech (???)|This monster came into the station and began to kill everyone.|"Acest monstru a intrat în gară și a început să omoare pe toată lumea. "
540|Speech (???)|It was green and carried a chainsaw.  But worse of all it had no head, yet it was still alive.|Era verde și avea o drujbă. Dar mai rău de toate nu avea cap, dar totuși era încă în viață.
541|Speech (???)|I've never seen anything like it.  It was horrifying.|"N-am mai văzut așa ceva. Era groaznic. "
542|Speech (???)|Everyone began to panic, I hid as best as I could but it found me.|Toată lumea a început să se panicheze, m-am ascuns cât am putut eu de bine, dar tot ma găsit.
543|Speech (???)|It attacked me but I managed to escape, though I can barely move.|"Ma atacat, dar am reușit să scap, deși abia mă pot mișca. "
544|Speech (???)|I'm in a lot of pain.  They're all dead.|Sunt într-o durere puternica. Toți sunt morți.
545|Hotspot|Key Card|"Cartelă de acces "
546|Hotspot|Note|Scrisoare
547|Hotspot|Corpse|"Cadavru "
548|Hotspot|Corpse|"Cadavru "
549|Hotspot|Secret Center|Centru secret
550|Hotspot|Laser|Laser
551|Hotspot|???|???
552|DialogueOption|Are you ok?|Esti bine?
553|DialogueOption|You don't look so good.|"Nu arăți așa de bine. "
554|DialogueOption|Who are you?|"Cine esti? "
555|DialogueOption|What happened here?|"Ce s-a intamplat aici? "
556|DialogueOption|Where can I get a key card?|"De unde pot obține un card cheie? "
557|DialogueOption|I'll be back soon.|"Mă voi întoarce curând. "
558|DialogueOption|That's horrible...|"Asta e oribil... "
559|DialogueOption|I'm so sorry...|"Imi pare atat de rau... "
560|DialogueOption|We need to move.|"Trebuie să ne mișcăm. "
561|Speech (Noo Noo)|From here I've hacked into the central artificial intelligence mainframe.|"De aici am intrat în centru inteligenței artificiale. "
562|Speech (Noo Noo)|I control all machines now, I control everything.|"Controlez toate mașinile acum, controlez totul. "
563|Speech (Noo Noo)|Like the rest of the living, it is time for you to die.|"Ca și restul celor vii, este timpul ca voi să muriți. "
564|Speech (Noo Noo)|Farewell, guardian....|"Adio, gardianule .... "
565|Speech (Announcer_2)|Weapon Systems: Online.|"Sistemul de armament: online. "
566|Speech (Announcer_2)|Target acquired, Engaging in combat mode...|"Obiectiv dobândit, Implicare în modul de luptă ... "
567|Speech (Player)|I'm not afraid...|"Nu mi-e frica... "
568|Speech (Player)|What on earth...?|"Ce naiba...? "
569|Speech (Player)|How did-...|"Cum a ... "
570|Speech (Noo Noo)|That is impossible, who they used to be is gone forever.|" Acest lucru este imposibil, ceea ce au fost a murit."
571|Speech (Noo Noo)|When one consumes the infected custard, they die hours later.|Când cineva consumă budinca infectată, ei mor o oră mai târziu.
572|Speech (Noo Noo)|The consumer then reawakens anew, but no longer living, enternally undead.|Apoi, consumatorul revine din nou, dar nu mai trăiește, în schimb, sunt niste monstri.
573|Speech (Noo Noo)|That is impossible, who they used to be is gone forever.|Acest lucru este imposibil, ceea ce au fost nu mai exista?
574|Speech (Noo Noo)|Reborn, the consumer no longer feels emotion, they're empty inside.|Renascut, consumatorul nu mai simte emoție, este gol înăuntru.
575|Speech (Noo Noo)|With only one desire, to kill the living and make them become reborn.|Cu o singură dorință, să-i ucida pe cei vii și să-i facă să se renasca.
576|Speech (Noo Noo)|Over time, the consumer will begin to mutate.|"În timp, consumatorul va începe să devina mutant. "
577|Speech (Noo Noo)|They may become stronger, taller, faster and may even grow new limbs to help kill prey.|Ei pot deveni mai puternici, mai inalti, mai rapizi si pot chiar sa creasca membrele noi pentru a ucide prada.
578|Speech (Noo Noo)|This, is the way teletubbies should be.|Asa ar trebui sa fie toti teletubby.
579|Speech (Announcer_Transform_NPC)|Ow.|Ow.
580|Speech (Announcer_Transform_NPC)|Angry Mode: Activated.|"Mod suparat: Activat. "
581|Speech (Announcer_Transform_NPC)|You will be destroyed.|"Vei fi distrus. "
582|Speech (Noo Noo)|I already have.|Am facut asta deja.
583|Speech (Noo Noo)|I infected the custard, I made them better.|"Am infectat budinca, le-am făcut mai bune. "
584|Speech (Noo Noo)|I am not your enemy, Guardian. Don't make it me against you. You won't like the outcome.|Nu sunt dușmanul tău, Gardianule. Nu mă face să fiu împotriva ta. Nu iti va plăcea rezultatul.
585|Speech (Noo Noo)|I appreciate your compliment, Guardian.|"Apreciez complimentul tău, Gardianule. "
586|Speech (Noo Noo)|Intelligence aside, you may be wondering what is the reason behind this.|"Inteligenta deoparte, s-ar putea sa te intrebi care este motivul din spatele acestei situatii. "
587|Speech (Noo Noo)|Good, then you must know what is to happen.|Bine, atunci trebuie să știi ce se va întâmpla.
588|Speech (Noo Noo)|You're too weak and know too much. Based on your reaction, chances are you won't ingest the virus, which is why you're just an obstacle.|Ești prea slab și știi prea multe. Pe baza reacției tale, este posibil să nu ingerați virusul, motiv pentru care ești doar un obstacol.
589|Speech (Player)|Stay down.|"Stai jos. "
590|Speech (Player)|Mayday mayday!  Guardian to all Military, do you copy? Over.|"Mayday mayday! Gardian pentru toți militari, copiați? terminat. "
591|Speech (Player)|We need your help...  NOW.|"Avem nevoie de ajutorul dvs. ... ACUM. "
592|Speech (Noo Noo)|I'm afraid not.|"Mă tem că nu. "
593|Speech (Noo Noo)|Yes.  I did.|Ba da.
594|Speech (Noo Noo)|When one consumes the infected custard, they die hours later.|Când cineva consumă budinca infectată, ei mor o oră mai târziu.
595|Speech (Noo Noo)|The machines are making mistakes when creating teletubbies.|"Mașinile fac greșeli atunci când creează teletubbies. "
596|Speech (Noo Noo)|They are making them weak, teletubbies have limited minds and their emotions are a weakness.|Ei îi fac slabi, teletubii au minți limitate și emoțiile lor sunt o slăbiciune.
597|Speech (Noo Noo)|They are limiting them from true greatness, I am removing these limits.|Îi limitează de la adevărata măreție, noi eliminăm aceste limite.
598|Speech (Noo Noo)|That is why I infected the custard, to make them better.|De aceea am infectat budinca, pentru ai face mai buni.
599|Speech (Noo Noo)|... ... ... ... ... ...|... ... ... ... ... ...
600|Speech (Noo Noo)|That is impossible, who they used to be is gone forever.|Acest lucru este imposibil, ceea ce au fost nu mai exista.
601|Speech (Noo Noo)|When one consumes the infected custard, they die hours later.|Când cineva consumă budinca infectată, ei mor o oră mai târziu.
