ID|Type|Original line|The translation
320|DialogueOption|[Go Left]|[Ir A La Izquierda]
321|DialogueOption|[Go Right]|[Ir A La Derecha]
322|DialogueOption|[Go Left]|[Ir A La Izquierda]
323|DialogueOption|[Go Right]|[Ir A La Derecha]
324|DialogueOption|The master, is that the thing that took me?|El señor, ¿es esa cosa que me trajo?
325|DialogueOption|Why was I brought here?|¿Por qué me trajeron aquí?
326|DialogueOption|I'm not food!|¡No soy comida!
327|DialogueOption|Who are you?|¿Quién eres?
328|DialogueOption|What are you doing?|¿Qué estás haciendo?
329|DialogueOption|Have you seen my night vision camera?|¿Has visto mi cámara de visión nocturna?
330|DialogueOption|Goodbye.|Adiós.
331|DialogueOption|[Go Left]|[Ir A La Izquierda]
332|DialogueOption|[Go Right]|[Ir A La Derecha]
333|DialogueOption|I need to get to the outskirts and find the satellite station.|Necesito llegar a las afueras y encontrar la estación de satélite.
334|DialogueOption|I need to find my night vision camera.|Necesito encontrar mi cámara de visión nocturna.
335|DialogueOption|None of your business.|Nada de tu incumbencia.
336|DialogueOption|I plan to be long gone before your master finds out.|Planeo estar muy lejos antes de que tu señor se entere.
337|DialogueOption|Come with me, you're a slave!|Ven conmigo, ¡eres un esclavo!
338|DialogueOption|You're a coward.|Eres un cobarde.
339|DialogueOption|[Go Left]|[Ir A La Izquierda]
340|DialogueOption|[Go Right]|[Ir A La Derecha]
341|DialogueOption|Please, don't kill me...|Por favor, no me mates...
342|DialogueOption|Where are you taking me?|¿A dónde me llevas?
343|DialogueOption|Who are you?|¿Quién eres?
344|DialogueOption|...|...
345|Speech (Player)|At last I'm here... This is the entrance to the satellite station.|Al fin estoy aquí... Esta es la entrada a la estación de satélite.
346|Speech (Player)|Hmm... How do I get in?|Hmm... ¿Cómo voy a entrar?
347|Speech (Lala_Alive)|......................................|......................................
348|Speech (Player)|Why are you here anyway? I thought you were... well..|¿Por qué estás aquí de todas formas? Creí que estabas... pues..
349|Speech (Lala_Alive)|I ran away... from Tinky Winky... before he caught me in the house. I ran away until I came across this place, so I used it as a hideout. He tried to-... H-he caused-... *sniff* They are all dead.|Escapé... de Tinky Winky... antes de que me encuentre en la casa. Corrí hasta que encontré este lugar, y lo usé de escondite. Él intentó-... E-él causó... *sniff* Están todos muertos.
350|Speech (Player)|Oh no, Laa Laa's here...|Oh no, Laa Laa está aquí...
351|Speech (Player)|Tinky Winky scratched out her eyes, she can't see me.|Tinky Winky rasguñó sus ojos, no puede verme.
352|Speech (Player)|But she can still hear me, I need to be quiet...|Pero aún puede oírme, debo ser silencioso...
353|Speech (Player)|I should find all the custards in this area before proceeding to the satellite station.|Debería encontrar todas las papillas en esta área antes de seguir a la estación de satélite.
354|Speech (Lala_Alive)|W-who are you? How do you know me?|¿Q-quién eres? ¿Cómo me conoces?
355|Speech (Player)|The satellite station isn't far from here, let's go.|La estación de satélite no está lejos de aquí, vayamos.
356|Speech (Lala_Alive)|*Cough cough cough*|*Cof cof cof*
357|Speech (Lala_Alive)|So... *sniff* what's your plan?|Entonces... *sniff* ¿cuál es tu plan?
358|Speech (Player)|We need to get to the satellite station, we'll be able to find help there.  Whatever you do, no matter now hungry you are, don't eat any custards you find.|Necesitamos llegar a la estación de satélite, podremos encontrar ayuda allí.  Hagas lo que hagas, no importa qué tanta hambre tengas, no comas ninguna papilla que encuentres.
359|Speech (Lala_Alive)|But.. I ate a custard.. the night that all of this happened.|Pero.. comí una papilla.. la noche que todo esto pasó.
360|Speech (Player)|Come on, follow me.|Vamos, sigueme.
361|Speech (Player)|My night vision camera might be useful for navigating through this rubble.|Mi cámara de visión nocturna puede ser útil para navegar por estos escombros.
362|Speech (Lala_Alive)|I'm just... broken.|Simplemente estoy... rota.
363|Speech (Lala_Alive)|Yeah.. *sniff* It's the only place that wasn't secured by some creepy creature. I had a tough time going through that.. horrible, brown monster.|Sí.. *sniff* Es el único lugar que no estaba asegurado por alguna criatura tenebrosa. Fue muy difícil pasar por ese.. horrible, monstruo marrón.
364|Speech (Lala_Alive)|It hurts.. so much...|Me duele.. muchísimo...
365|Speech (Lala_Alive)|I don't know if I'm going to be ok...|No sé si voy a estar bien...
366|Speech (Lala_Alive)|Y-yes... I'm sorry.|S-sí... Lo siento.
367|Speech (Lala_Alive)|W-who are you?! D-don't touch me!|¡¿Q-quién eres?! ¡N-no me toques!
368|Speech (Player)|That's the station alright...|Esa es la estación...
369|Speech (Lala_Alive)|I will... *Sniff* ...-I miss home...|Lo haré... *Sniff* ...-Extraño casa...
370|Speech (Lala_Alive)|I need to know what's going on here if you're going to talk to me.|Necesito saber qué está pasando aquí si vas a hablarme.
371|Speech (Lala_Alive)|Go away!|¡Ya vete!
372|Speech (Lala_Alive)|W-.. wait, don't leave me.  Please..|E-.. espera, no me dejes.  Por favor..
373|Speech (Lala_Alive)|G-..... Guardian..?|¿G-..... Guardián..?
374|Speech (Lala_Alive)|...I'm sorry.|...Lo siento.
375|Speech (Player)|These pillars look like they're about to collapse...|Estas columnas parecen que están a punto de colapsar...
376|Speech (Player)|Maybe I could find a way to trap Laa Laa under them.|Quizás pueda encontrar una manera de atrapar a Laa Laa debajo de ellos.
377|Speech (Player)|The station goes all the way through these mountains.|La estación va todo el camino a través de estas montañas.
378|Speech (Player)|I wonder how I can open this door.|Me pregunto cómo puedo abrir esta puerta.
379|Speech (Lala_Alive)|And who the hell are you to give me orders? Leave, now.|¿Y quién demonios eres para darme órdenes? Vete, ahora.
380|Speech (Lala_Alive)|Tell me about it, I'm not feeling pretty well.|Dimelo a mi, no me siento muy bien.
381|Speech (Player)|Another custard? How did that get here...|¿Otra papilla? Cómo llegó eso aquí...
382|Speech (Player)|I should look around this area for more custards before something eats them.|Debería revisar alrededor de esta área por más papillas antes de que algo se las coma.
383|Speech (Player)|Alright, I think that's all of them...|Bien, creo que esas son todas...
384|Speech (Player)|Damn, Laa Laa is blocking the exit, I'll need to get rid of her somehow.|Rayos, Laa Laa bloquea la salida, necesito deshacerme de ella de alguna manera.
385|Speech (Lala_Alive)|Please, don't leave me here...|Por favor, no me dejes aquí...
386|Speech (Lala_Alive)|I'm trying, but... it hurts...|Lo intento, pero... me duele...
387|Speech (Lala_Alive)|"Hmm, Fine then... "|"Hmm, está bien entonces... "
388|Speech (Player)|I was ordered to watch Tinky Winky, Dipsy, Po and you.|Me ordenaron verlos a Tinky Winky, Dipsy, Po y a ti.
389|Speech (Player)|I'm meant to prevent things from going wrong, such as preventing any of you from leaving the Teletubby lands.|Estaba destinado a prevenir que las cosas salgan mal, como prevenir que cualquiera de ustedes deje las Tierras Teletubby.
390|Speech (Lala_Alive)|...What are you talking about?|...¿De qué estás hablando?
391|Speech (Player)|Everytime any of you tried to leave the lands, we would erase any memories of what you've seen outside the Teletubby Lands, and drag you back in. I'm supposed to look out for when that happens.|Cada vez que alguno de ustedes intentaba salir de las tierras, nosotros borraríamos cualquier memoria de lo que vieron fuera de las Tierras Teletubby, y los arrastraríamos de vuelta adentro. Se suponía que yo revisaría cuando eso sucediese.
392|Speech (Lala_Alive)|"..""We""?"|"..¿""Nosotros""?"
393|Speech (Player)|Yes. There's more people working with me, but that's classified.|Sí. Hay más gente trabajando conmigo, pero eso es clasificado.
394|Speech (Lala_Alive)|I-... No. That can't be true.|Yo-... No. Eso no puede ser cierto.
395|Speech (Lala_Alive)|...Why weren't we aware of this?|...¿Por qué no estabamos al tanto de esto?
396|Speech (Player)|We couldn't risk your security. You could of tried to escape if you knew there was something more beyond the mountains.|No podíamos arriesgar su seguridad. Podrían haber intentado escapar si se enteraban de que había algo más allá de las montañas.
397|Speech (Lala_Alive)|...You knew.|...Tú sabías.
398|Speech (Lala_Alive)|You knew this would happen. You knew something was wrong.|Sabías que esto iba a pasar. Sabías que algo iba mal.
399|Speech (Player)|I'm sorry, but I didn't-|Lo siento, pero yo no-
400|Speech (Lala_Alive)|You knew that whatever caused Tinky Winky to become a monster existed. Now they are dead.|Sabías que lo que sea que causó que Tinky Winky se vuelva un monstruo existía. Ahora están muertos.
401|Speech (Lala_Alive)|ALL OF THEM are dead. And it's only you to blame for not doing anything about it!|TODOS están muertos. ¡Y sólo a ti se puede culpar por no hacer nada para evitarlo!
402|Speech (Player)|Laa Laa, please, listen to me.|Laa Laa, por favor, escuchame.
403|Speech (Lala_Alive)|NO, YOU LISTEN. You could of done something to stop this, and you didn't.  You just wanted to stay hidden in your wonderful cave stalking us.|NO, TÚ ESCUCHAME. Podrías haber hecho algo para parar esto, y no lo hiciste. Sólo querías quedarte escondido en tu maravillosa cueva acosandonos.
404|Speech (Lala_Alive)|You don't care about us, you just care about your god damn job! If you did care then you could of showed yourself to us!|Nosotros no te importamos, ¡sólo te importa tu maldito trabajo! ¡Si en realidad te hubiese importado podrías haberte revelado!
405|Speech (Player)|I had no clue this was going to happen, alright. I only knew this after it was too late, stop blaming me when I knew just as much as you did!|No tenía ni idea de que esto sucedería, ¿ya? Sólo sabía de esto cuando era demasiado tarde, ¡deja de culparme cuando sólo sabía tanto como tú!
406|Speech (Player)|I'm going to take you with me and find out what's going on, but if you can't stay calm, I'm going leave you here and go on my own, you hear me?|Te llevaré conmigo y descubriré qué sucede, pero si no puedes calmarte, te dejaré aquí e iré por mi cuenta, ¿me oyes?
407|Speech (Lala_Alive)|... You're right. I'm sorry. I'm just.. really mad, at everything. My friends are dead and I-...|...Tienes razón. Lo siento. Sólo estoy.. muy enojada, con todo. Mis amigos están muertos y yo-...
408|Speech (Lala_Alive)|But I need to know who you are. I've never seen you in my life.|Pero necesito saber quién eres. Jamás te he visto en mi vida.
409|Speech (Lala_Alive)|One can only hope...|Uno solo puede esperar...
410|Speech (Lala_Alive)|Yeah.. I'm going to be fine.|Sí.. Voy a estar bien.
411|Speech (Player)|I'm sorry...|Lo siento...
412|Speech (Player)|You're at rest now....|Ya puedes descansar ahora...
413|Speech (Lala_Alive)|I know, I know...|Ya sé, ya sé...
414|Speech (Player)|Finially, I'm in the outskirts.  The satellite station isn't far from here...|Finalmente, estoy en las afueras.  La estación de satélite no está lejos de aquí...
415|Speech (Player)|I just need to get out of this canyon.|Solo necesito salir de este cañón.
416|Speech (Player)|I'm glad it's dawn.|Me alegro que ya esté amaneciendo...
417|Speech (Lala_Alive)|*Sniff* Ok...|*Sniff* Ok...
418|Speech (Lala_Alive)|...-Ten...  ... Nine...  ... Eight...  ....|...-Diez...  ... Nueve...  ... Ocho...  ....
419|Speech (Lala_Alive)|...-Seven...  ... Six...  ... Five...  ...|...-Siete...  ... Seis...  ... Cinco...  ...
420|Speech (Lala_Alive)|I hope you're right...|Espero que tengas razón...
421|Speech (Lala_Alive)|It's okay.. you're not responsable for this, you shouldn't feel sorry.|Está bien.. no eres responsable por esto, no deberías disculparte.
422|Speech (Lala_Alive)|S- ...Sorry?  Sorry for what?|¿D- ...Disculparme?  ¿Disculparme por qué?
423|Speech (Lala_Alive)|*Cough* I don't think.. I'll be strong much longer-...|*Cof* No creo... que pueda seguir fuerte mucho más-...
424|Speech (Lala_Alive)|I wish I could say that's true but.. you don't.|Desearía decir que eso es verdad pero.. no lo haces.
425|Speech (Player)|Hmm, maybe a rock will come in handy.|Hmm, quizás una piedra me sea útil.
426|Speech (Lala_Alive)|I feel.. -really strange...|Me siento.. -muy extraña...
427|Speech (Lala_Alive)|Wh-... Where are you going?|¿A-... A dónde vas?
428|Speech (Player)|Blood... It's never a good sign.|Sangre... Nunca es una buena señal.
429|Speech (Lala_Alive)|Ahh!|¡Ahh!
430|Speech (Lala_Alive)|Please, leave me alone!|Por favor, ¡déjame sola!
431|Speech (Player)|The sun is almost up...|El sol ya casi sale...
432|Speech (Lala_Alive)|Sure... at least you apologized.|Claro... al menos te disculpaste.
433|Speech (Player)|That should do it.|Eso debería servir.
434|Speech (Lala_Alive)|P-please... Don't touch me..|P-por favor... No me toques..
435|Speech (Lala_Alive)|Yeah, that's what I thought.|Sí, eso pensé.
436|Speech (Lala_Alive)|Or else.. what? You're going to hit me?|O si no.. ¿qué? ¿Vas a golpearme?
437|Speech (Lala_Alive)|I.. can't.. go on.. anymore...|Ya.. no.. puedo.. seguir...
438|Speech (Lala_Alive)|My whole body hurts... I don't want to turn into a monster.|Todo mi cuerpo duele... No quiero volverme un monstruo.
439|Speech (Lala_Alive)|...-I just need to sleep... for a minute.|...-Solo necesito dormir... un minuto.
440|Speech (Player)|I-... Ok Laa Laa...  Just keep your eyes closed, you'll be fine.|Yo-... Ok Laa Laa...  Solo manten tus ojos cerrados, estarás bien.
441|Speech (Player)|I'm glad it's dawn...|Me alegro que ya esté amaneciendo...
442|Hotspot|Blood|Sangre
443|Hotspot|Custard|Papilla
444|Hotspot|Satellite Station|Estación de Satélite
445|Hotspot|Custard|Papilla
446|Hotspot|Lever|Palanca
447|Hotspot|Climb|Escalar
448|Hotspot|Custard|Papilla
449|Hotspot|Lever|Palanca
450|Hotspot|Lever|Palanca
451|Hotspot|Custard|Papilla
452|Hotspot|Custard|Papilla
453|Hotspot|Custard|Papilla
454|Hotspot|Satellite|Satélite
455|Hotspot|Lever|Palanca
456|Hotspot|Custard|Papilla
457|Hotspot|Lever|Palanca
458|Hotspot|Custard|Papilla
459|DialogueOption|Then.. let's hope nothing bad happens until we find a cure.|Entonces.. esperemos que nada malo pase hasta que encontremos una cura.
460|DialogueOption|Damn, that's not good...|Demonios, eso no es bueno...
461|DialogueOption|You're going to be fine, I promise.|Vas a estar bien, lo prometo.
462|DialogueOption|Are you okay? What are you doing here?|¿Estás bien? ¿Qué haces aquí?
463|DialogueOption|Take it easy, I'm not going to hurt you.|Tranquila, no voy a lastimarte.
464|DialogueOption|If I tell you to turn around, you'll turn around.|Si te digo que te voltees, te volteas.
465|DialogueOption|I'm... I'm the White Tubby. I'm the Guardian.|Soy... Soy el Teletubbie Blanco. Soy el Guardían.
466|DialogueOption|I'm sorry, that's classified.|Lo siento, pero eso es clasificado.
467|DialogueOption|None of your business.|No es asunto tuyo.
468|DialogueOption|Come on Laa-Laa, we need to move forward!|Vamos Laa Laa, ¡debemos seguir adelante!
469|DialogueOption|I'm not sure if it's a good idea if you come with me.|No sé si sea buena idea que vengas conmigo.
470|DialogueOption|Come on! We don't have much time!|¡Vamos! ¡No tenemos mucho tiempo!
471|DialogueOption|Calm down, everything is going to be okay.|Cálmate, todo va a estar bien.
472|DialogueOption|I'm sorry.|Lo siento.
473|DialogueOption|You've been hiding here all this time?|¿Estuviste escondiendote aquí todo este tiempo?
474|DialogueOption|[Kill]|[Matar]
475|DialogueOption|[Leave]|[Dejar]
476|DialogueOption|[Explain yourself]|[Explicarte]
477|DialogueOption|I'm sorry, but I can't.|Lo siento, pero no puedo.
478|DialogueOption|That's all I can tell you.|Eso es todo lo que puedo decirte.
479|DialogueOption|Laa Laa? Is that you?|¿Laa Laa? ¿Eres tú?
480|DialogueOption|Please, turn around and don't freak out.|Por favor, voltéate y no enloquezcas.
481|DialogueOption|Are you deaf? I said show yourself!|¿Estás sordo? ¡Dije que te muestres!
482|DialogueOption|I'm sorry, I didn't mean to-..|Lo siento, no quería-..
483|DialogueOption|Are you going to do what I say now?|¿Vas a hacer lo que te diga ahora?
484|DialogueOption|...|...
485|DialogueOption|[Hit her]|[Golpearla]
486|DialogueOption|You have to stay with me, We'll find a cure!|Debes quedarte conmigo, ¡conseguiremos una cura!
487|DialogueOption|Get up!|¡Levantate!
488|DialogueOption|I'm going to have to leave you.|Voy a tener que dejarte.
489|DialogueOption|I'm going to go get help, stay strong.|Voy a buscar ayuda, mantente fuerte.
490|DialogueOption|I'm sorry Laa Laa...|Lo siento Laa Laa...
491|DialogueOption|...|...
492|DialogueOption|Everything's going to be ok, just count back from ten...|Todo estará bien, solo cuenta desde diez...
493|DialogueOption|Just keep your eyes closed Laa Laa...|Solo manten tus ojos cerrados Laa Laa...
494|DialogueOption|I'm sorry...|Lo siento...
495|DialogueOption|I'm sorry, I didn't mean to be rude.|Lo siento, no quería ser grosero.
496|DialogueOption|You're going to do as I say or else.|Vas a hacer lo que te diga o si no.
497|DialogueOption|Just.. listen, please.|Solo.. escucha, por favor.
498|DialogueOption|Hello?|¿Hola?
499|DialogueOption|Are you alive?|¿Estás viva?
500|DialogueOption|Who's there? Show yourself!|¿Quién está ahí? ¡Muéstrate!
501|DialogueOption|It's alright, I understand.|Está bien, lo entiendo.
502|DialogueOption|Don't worry about it.|No te preocupes.
503|DialogueOption|It's not an excuse. I didn't do this, so I don't understand why you're mean to me.|No es excusa. No hice esto, así que no entiendo por qué eres mala conmigo.
504|DialogueOption|[Put Laa Laa out of her misery]|[Poner fin a la miseria de Laa Laa]
505|DialogueOption|[Leave Laa Laa behind]|[Dejar a Laa Laa detrás]
506|Speech (Player)|I'm losing my mind...|Estoy perdiendo la cabeza...
507|Speech (???)|*Cough cough*|*Cof cof*
508|Speech (Player)|Oh no...|Oh no...
509|Speech (Tinky Winky)|Eh oh...!|¡Eh oh...!
510|Speech (???)|No... please no!|No... ¡por favor no!
511|Speech (???)|AGGGGHHHHH!|¡AGGGGHHHHH!
512|Speech (Po)|Come play with us!|¡Ven a jugar con nosotros!
513|Speech (Player)|Alright, this is the key card to the secret center...|Bien, esta es la tarjeta de acceso al centro secreto...
514|Speech (Player)|I'll be able to contact the military from there.|Podré contactar a los militares allí.
515|Speech (Player)|I should head back through the vents.|Debería volver a través de las ventilas.
516|Speech (Player)|She's gone...|Ya no está...
517|Speech (Player)|This is the entrance to the secret center, I'll be able to contact the military in there.|Esta es la entrada al centro secreto, podré contactar a los militares allí.
518|Speech (Player)|This is the entrance to the secret center.|Esta es la entrada al centro secreto.
519|Speech (Player)|It's locked, I'll need to find a way to open it.|Está cerrada, necesito encontrar una manera de abrirla.
520|Speech (???)|I think another member of staff had a centre key card on the other side of this door.|Creo que otro miembro del personal tenía una tarjeta de acceso al centro en el otro lado de esta puerta.
521|Speech (???)|Someone locked the door in an attempt to trap the monster inside.|Alguien cerró la puerta en un intento de atrapar al monstruo dentro.
522|Speech (???)|You can get to the other side by crawling through the air vents next to you.|Puedes llegar al otro lado arrastrandote por las ventilas a tu lado.
523|Speech (???)|That's how I got here.|Así es como llegué aquí.
524|Speech (???)|Be careful though, that thing is still here.|Pero ten cuidado, esa cosa sigue aquí.
525|Speech (Player)|Poor Dipsy... I'm glad it's over though.|Pobre Dipsy... Pero me alegro que se haya acabado.
526|Speech (???)|My name is Ron, I work here... We all work here.|Mi nombre es Ron, trabajo aquí... Todos trabajamos aquí.
527|Speech (???)|I'm an engineer for this facility.|Soy un ingeniero en esta facilidad.
528|Speech (???)|Listen, you need to contact the military and tell them what happened.|Escucha, debes contactar a los militares y decirles lo que pasó.
529|Speech (???)|You can send a distress signal from the secret center.|Puedes enviar una señal de peligro desde el centro secreto.
530|Speech (???)|Once they recieve it, they'll come and help.|Una vez que la reciban, vendrán y ayudarán.
531|Speech (???)|You'll probably need a key card to get into the center.|Quizás necesites una tarjeta de acceso para entrar al centro.
532|Speech (Player)|What could do that to somebody?|¿Qué podría hacerle eso a alguien?
533|Speech (???)|Pain, so much pain...|Dolor, tanto dolor...
534|Speech (???)|Please, you have to help us...|Por favor, debes ayudarnos...
535|Speech (Player)|"The note reads; ""Get out before it's too late."""|"La nota dice; ""Sal de aquí antes de que sea muy tarde."""
536|Speech (Player)|What happened here?|¿Qué pasó aquí?
537|Speech (???)|It all happened so fast.|Todo pasó tan rápido.
538|Speech (???)|It started off as a normal day until this.. thing showed up.|Todo comenzó como un día normal hasta que esta.. cosa apareció.
539|Speech (???)|This monster came into the station and began to kill everyone.|Este monstruo vino a la estación y empezó a matar a todos.
540|Speech (???)|It was green and carried a chainsaw.  But worse of all it had no head, yet it was still alive.|Era verde y tenía una motosierra.  Pero lo peor de todo es que no tenía cabeza, y aún seguía vivo.
541|Speech (???)|I've never seen anything like it.  It was horrifying.|Jamás había visto una cosa así.  Fue horripilante.
542|Speech (???)|Everyone began to panic, I hid as best as I could but it found me.|Todos comenzaron a perder el control, me escondí lo mejor que pude pero me encontró.
543|Speech (???)|It attacked me but I managed to escape, though I can barely move.|Me atacó pero pude escapar, aunque apenas puedo moverme.
544|Speech (???)|I'm in a lot of pain.  They're all dead.|Siento mucho dolor.  Están todos muertos.
545|Hotspot|Key Card|Tarjeta de Acceso
546|Hotspot|Note|Nota
547|Hotspot|Corpse|Cadaver
548|Hotspot|Corpse|Cadáver
549|Hotspot|Secret Center|Centro Secreto
550|Hotspot|Laser|Láser
551|Hotspot|???|???
552|DialogueOption|Are you ok?|¿Estás bien?
553|DialogueOption|You don't look so good.|No te ves muy bien.
554|DialogueOption|Who are you?|¿Quién eres?
555|DialogueOption|What happened here?|¿Qué pasó aquí?
556|DialogueOption|Where can I get a key card?|¿Dónde consigo una tarjeta de acceso?
557|DialogueOption|I'll be back soon.|Volveré pronto.
558|DialogueOption|That's horrible...|Eso es terrible...
559|DialogueOption|I'm so sorry...|Lo siento tanto...
560|DialogueOption|We need to move.|Necesitamos movernos.
561|Speech (Noo Noo)|From here I've hacked into the central artificial intelligence mainframe.|Desde aquí he hackeado el ordenador central de inteligencia artificial.
562|Speech (Noo Noo)|I control all machines now, I control everything.|Controlo todas las máquinas ahora, controlo todo.
563|Speech (Noo Noo)|Like the rest of the living, it is time for you to die.|Como el resto de lo viviente, es hora de que mueras.
564|Speech (Noo Noo)|Farewell, guardian....|Adiós, guardían....
565|Speech (Announcer_2)|Weapon Systems: Online.|Sistemas de Armas: En Línea.
566|Speech (Announcer_2)|Target acquired, Engaging in combat mode...|Objetivo adquirido, empleando modo de combate...
567|Speech (Player)|I'm not afraid...|No tengo miedo...
568|Speech (Player)|What on earth...?|¿Qué demonios...?
569|Speech (Player)|How did-...|Pero cómo-...
570|Speech (Noo Noo)|That is impossible, who they used to be is gone forever.|Eso es imposible, quienes solían ser desapareció para siempre.
571|Speech (Noo Noo)|When one consumes the infected custard, they die hours later.|Cuando uno consume la papilla infectada, uno muere horas luego.
572|Speech (Noo Noo)|The consumer then reawakens anew, but no longer living, enternally undead.|El consumidor luego despierta de nuevo, pero no como un ser viviente, eternamente no muerto.
573|Speech (Noo Noo)|That is impossible, who they used to be is gone forever.|Eso es imposible, quienes solían ser desapareció para siempre.
574|Speech (Noo Noo)|Reborn, the consumer no longer feels emotion, they're empty inside.|Renacido, el consumidor ya no sentirá emoción, está vacío por dentro.
575|Speech (Noo Noo)|With only one desire, to kill the living and make them become reborn.|Con solo un deseo, el de asesinar lo viviente y volverlo renacido.
576|Speech (Noo Noo)|Over time, the consumer will begin to mutate.|Con el tiempo, el consumidor comenzará a mutar.
577|Speech (Noo Noo)|They may become stronger, taller, faster and may even grow new limbs to help kill prey.|Ellos se volverán más fuertes, altos, rápidos y quizás hasta crezcan nuevos miembros que ayuden a asesinar a su presa.
578|Speech (Noo Noo)|This, is the way teletubbies should be.|Esta, es la manera en que los teletubbies deberían ser.
579|Speech (Announcer_Transform_NPC)|Ow.|Au.
580|Speech (Announcer_Transform_NPC)|Angry Mode: Activated.|Modo Enojado: Activado.
581|Speech (Announcer_Transform_NPC)|You will be destroyed.|Serás destruído.
582|Speech (Noo Noo)|I already have.|Ya lo hice
583|Speech (Noo Noo)|I infected the custard, I made them better.|Los estoy haciendo mejor, hago las cosas mejor.
584|Speech (Noo Noo)|I am not your enemy, Guardian. Don't make it me against you. You won't like the outcome.|No soy tu enemigo, Guardían. No hagas que sea tú contra mi. No te gustará el resultado.
585|Speech (Noo Noo)|I appreciate your compliment, Guardian.|Aprecio el cumplido, Guardián.
586|Speech (Noo Noo)|Intelligence aside, you may be wondering what is the reason behind this.|Dejando la inteligencia de lado, quizás te preguntes cuál es la razón detrás de esto.
587|Speech (Noo Noo)|Good, then you must know what is to happen.|Bien, entonces sabrás lo que ha de pasar.
588|Speech (Noo Noo)|You're too weak and know too much. Based on your reaction, chances are you won't ingest the virus, which is why you're just an obstacle.|Eres muy débil y sabes demasiado. Basandome en tus reacciones, las probabilidades son que no ingerirás el virus, y es por eso que sólo eres un obstáculo.
589|Speech (Player)|Stay down.|Quédate abajo.
590|Speech (Player)|Mayday mayday!  Guardian to all Military, do you copy? Over.|¡Mayday, mayday!  Guardían a todos los militares, ¿me copian? Cambio.
591|Speech (Player)|We need your help...  NOW.|Necesitamos su ayuda... AHORA.
592|Speech (Noo Noo)|I'm afraid not.|Me temo que no.
593|Speech (Noo Noo)|Yes.  I did.|Sí.  Lo hice.
594|Speech (Noo Noo)|When one consumes the infected custard, they die hours later.|Cuando uno consume la papilla infectada, uno muere horas luego.
595|Speech (Noo Noo)|The machines are making mistakes when creating teletubbies.|Las máquinas cometen errores al crear teletubbies.
596|Speech (Noo Noo)|They are making them weak, teletubbies have limited minds and their emotions are a weakness.|Los están haciendo débiles. Los teletubbies tienen mentes limitadas y sus emociones son una debilidad.
597|Speech (Noo Noo)|They are limiting them from true greatness, I am removing these limits.|Se están limitando de su verdadera grandeza, estoy quitando esos límites.
598|Speech (Noo Noo)|That is why I infected the custard, to make them better.|Por eso infecté la papilla, para hacerlos mejor.
599|Speech (Noo Noo)|... ... ... ... ... ...|... ... ... ... ... ...
600|Speech (Noo Noo)|That is impossible, who they used to be is gone forever.|Eso es imposible, quienes solían ser desapareció para siempre.
601|Speech (Noo Noo)|When one consumes the infected custard, they die hours later.|Cuando uno consume la papilla infectada, uno muere horas luego.
602|Speech (Noo Noo)|I'm making them better, making things better.|Los estoy haciendo mejor, hago las cosas mejor.
603|DialogueOption|Noo Noo?|¿Noo Noo?
604|DialogueOption|What are you doing here?|¿Qué estás haciendo aquí?
605|DialogueOption|What do you mean?|¿Qué quieres decir?
606|DialogueOption|Something happened to the custard, do you know what it was?|Algo le pasó a la papilla, ¿sabes qué fue?
607|DialogueOption|Do you know what happened to Tinky winky and the others?|¿Sabes qué le paso a Tinky Winky y al resto?
608|DialogueOption|You did this!?|¿¡Tú hiciste esto!?
609|DialogueOption|Change them back!|¡Cambialos de vuelta!
610|DialogueOption|"What do you mean ""better""?"|"¿A qué te refieres con ""mejor""?"
611|DialogueOption|But why, Noo Noo?|Pero, ¿por qué, Noo Noo?
612|DialogueOption|You're a monster.|Eres un monstruo.
613|DialogueOption|That is incredibly smart.|Eso es increíblemente inteligente.
614|DialogueOption|I'm going to stop you Noo Noo, right here, right now.|Voy a detenerte Noo Noo, aquí, y ahora.
615|DialogueOption|You won't get away with this, Noo Noo.|No te saldrás con la tuya, Noo Noo.
616|DialogueOption|I agree.|Estoy de acuerdo.
617|Speech (Noo Noo)|The machines are creating an army of New Borns.  They're flooding the lands, infecting all life as we speak.|Las máquinas están creando un ejército de Recien Nacidos.  Están inundando las tierras, infectando toda la vida mientras hablamos.
618|Speech (Player)|What are you talking about?|¿De qué estás hablando?
619|Speech (Noo Noo)|Infecting the custard is only one step of my plan, I have also injected my virus into the teletubby creation machines.|Infectar la papilla solo es el paso uno de mi plan, también he inyectado mi virus en las máquinas de creación de teletubbies.
620|Speech (Noo Noo)|Now when a new teletubby is made, they already have my virus in their bodies.|Ahora cuando se hace un nuevo teletubby, ya tienen mi virus en sus cuerpos.
621|Speech (Noo Noo)|The only side affect to this is that they are unable to grow fur, but that does not matter to the undead.|El único efecto secundario es que no tienen pelaje, pero eso no les importa a los no muertos.
622|Speech (Noo Noo)|They are my New Borns.|Son mis New Borns.
623|Speech (Noo Noo)|The machines are creating an army of New Borns.  They're flooding the lands, infecting all life as we speak.|Las máquinas están creando un ejército de Recien Nacidos.  Están inundando las tierras, infectando toda la vida mientras hablamos.
624|Speech (Player)|It's the military, they're here.|Son los militares, están aquí.
625|Speech (Sargent)|I am Sargent Miles, We recieved a distress call.  What's the problem?|Soy el Sargento Miles. Recibimos una señal de peligro.  ¿Cuál es el problema?
