ID|Type|Original line|The translation
339|DialogueOption|[Go Left]|[Оди Лево]
340|DialogueOption|[Go Right]|[Оди Десно]
341|DialogueOption|Please, don't kill me...|Ве молам, не ме убивајте...
342|DialogueOption|Where are you taking me?|Каде ме носиш?
343|DialogueOption|Who are you?|Кој си ти?
344|DialogueOption|...|...
345|Speech (Player)|At last I'm here... This is the entrance to the satellite station.|Одвај стасав тука... Овоа е влезот до сателитската станица.
346|Speech (Player)|Hmm... How do I get in?|Хмм... Како ќе влезам?
347|Speech (Lala_Alive)|......................................|......................................
348|Speech (Player)|Why are you here anyway? I thought you were... well..|Зошто си ти тука иначе? Мислев дека си...
349|Speech (Lala_Alive)|I ran away... from Tinky Winky... before he caught me in the house. I ran away until I came across this place, so I used it as a hideout. He tried to-... H-he caused-... *sniff* They are all dead.|Јас избегав...Од Tinky Winky...Пред да ме фане во куќата.Трчав додека стасав тука,и го користев местово како скријалиште, Тој прова -...Тој направи-....Ги уби сите.
350|Speech (Player)|Oh no, Laa Laa's here...|Ох не, Laa Laa е тука...
351|Speech (Player)|Tinky Winky scratched out her eyes, she can't see me.|Tinky Winky си ги изгреба очите, ќе неможе да ме види .
352|Speech (Player)|But she can still hear me, I need to be quiet...|Таа може да ме слуша, треба да бидам тивок...
353|Speech (Player)|I should find all the custards in this area before proceeding to the satellite station.|Треба да ги најдам сите таби крема тука пред да отидам до сателитската станица.
354|Speech (Lala_Alive)|W-who are you? How do you know me?|Кој си ти? Како ме знаеш?
355|Speech (Player)|The satellite station isn't far from here, let's go.|Сателитската станица не е далеку од тука, Ајде да одиме.
356|Speech (Lala_Alive)|*Cough cough cough*|*Кашлање*
357|Speech (Lala_Alive)|So... *sniff* what's your plan?|Кој е твојот план?
358|Speech (Player)|We need to get to the satellite station, we'll be able to find help there.  Whatever you do, no matter now hungry you are, don't eat any custards you find.|Треба да отидеме до сателитската станица, Ќе најдеме помош таму. И ако си гладен, Не јади таби крем!
359|Speech (Lala_Alive)|But.. I ate a custard.. the night that all of this happened.|Но..Јас изедов таби крем...Ноќтата кога се се случи..
360|Speech (Player)|Come on, follow me.|Ајде, следи ме.
361|Speech (Player)|My night vision camera might be useful for navigating through this rubble.|Мојата камера за ноќно гледање може би ќе биде корисна за навигација тука.
362|Speech (Lala_Alive)|I'm just... broken.|Јас сум само...Скршен.
363|Speech (Lala_Alive)|Yeah.. *sniff* It's the only place that wasn't secured by some creepy creature. I had a tough time going through that.. horrible, brown monster.|Да...Беше само место кое немаше некое страшно чудовиште. Имав тешко време одење преку тоа гнасно,кафеаво чудовиште.
364|Speech (Lala_Alive)|It hurts.. so much...|Многу боли...
365|Speech (Lala_Alive)|I don't know if I'm going to be ok...|Не знам дали ќе бидам добар...
366|Speech (Lala_Alive)|Y-yes... I'm sorry.|Да... Извини.
367|Speech (Lala_Alive)|W-who are you?! D-don't touch me!|К-кој си ти?! Не ме допирај!
368|Speech (Player)|That's the station alright...|Тоа е станицата.
369|Speech (Lala_Alive)|I will... *Sniff* ...-I miss home...|Јас ќе...-ми недостига мојот дом...
370|Speech (Lala_Alive)|I need to know what's going on here if you're going to talk to me.|Треба да знам што се случува тука ако ќе ми зборуваш.
371|Speech (Lala_Alive)|Go away!|Бегај од мене!
372|Speech (Lala_Alive)|W-.. wait, don't leave me.  Please..|Ч-..Чекај, не ме оставај. Те молам...
373|Speech (Lala_Alive)|G-..... Guardian..?|Стражар..?
374|Speech (Lala_Alive)|...I'm sorry.|...Се извинувам.
375|Speech (Player)|These pillars look like they're about to collapse...|Овие столбови ќе пропаднат.
376|Speech (Player)|Maybe I could find a way to trap Laa Laa under them.|Може да најдам начин да ја фатам LaaLaa под столбовите.
377|Speech (Player)|The station goes all the way through these mountains.|Станицата оди скрос горе преку овие планини.
378|Speech (Player)|I wonder how I can open this door.|Се прашувам како можам да ја отворам вратава.
379|Speech (Lala_Alive)|And who the hell are you to give me orders? Leave, now.|И кој си ти да ми нарачуваш што да правам?
380|Speech (Lala_Alive)|Tell me about it, I'm not feeling pretty well.|Кажи ми за тоа, не се чуствувам добро.
381|Speech (Player)|Another custard? How did that get here...|Уште еден таби крем? како дојде тоа тука...
382|Speech (Player)|I should look around this area for more custards before something eats them.|Треба да гледам околу тука за таби крем пред некој да ги изеде.
383|Speech (Player)|Alright, I think that's all of them...|Добро, мислам дека тоа се сите.
384|Speech (Player)|Damn, Laa Laa is blocking the exit, I'll need to get rid of her somehow.|Аман, Laa Laa го блокира излезот, треба да се ослободам од нејзе некако.
385|Speech (Lala_Alive)|Please, don't leave me here...|Те молам, не ме оставај тука...
386|Speech (Lala_Alive)|I'm trying, but... it hurts...|Провувам,но... Ме боли...
387|Speech (Lala_Alive)|"Hmm, Fine then... "|Хмм, Добро тогаш.
388|Speech (Player)|I was ordered to watch Tinky Winky, Dipsy, Po and you.|Јас бев нарачан да го гледам Tinky winky, Dipsy, Po  и ти.
389|Speech (Player)|I'm meant to prevent things from going wrong, such as preventing any of you from leaving the Teletubby lands.|Јас сум тука за да спречам работите да одат грешно, како да спречам вие да избегате од Телетаби земја.
390|Speech (Lala_Alive)|...What are you talking about?|...За што зборуваш ти?
391|Speech (Player)|Everytime any of you tried to leave the lands, we would erase any memories of what you've seen outside the Teletubby Lands, and drag you back in. I'm supposed to look out for when that happens.|Целовреме вие провувате да испаднете од Телетаби земја. ние ќе избришеме мемории од што видовте надвор од Телетаби земја.И ќе ве вратиме пак тука.Јас гледам за кога ќе се случи тоа.
392|Speech (Lala_Alive)|"..""We""?"|"..""Ние""?"
393|Speech (Player)|Yes. There's more people working with me, but that's classified.|Да. Има повеќе луѓе тука кој работат со мене.
394|Speech (Lala_Alive)|I-... No. That can't be true.|Не, тоа неможе да биде точно...
395|Speech (Lala_Alive)|...Why weren't we aware of this?|...Зошто не бевме свесни за воа?
396|Speech (Player)|We couldn't risk your security. You could of tried to escape if you knew there was something more beyond the mountains.|Неможевме да ја ризикуваме вашата безбедност. Вие ќе провавте да испаднете ако знаевте дека имаше нешто после планините.
397|Speech (Lala_Alive)|...You knew.|...Ти знаеше.
398|Speech (Lala_Alive)|You knew this would happen. You knew something was wrong.|"Ти знаеше дека нешто ќе се случи. "
399|Speech (Player)|I'm sorry, but I didn't-|Извини , но јас не-
400|Speech (Lala_Alive)|You knew that whatever caused Tinky Winky to become a monster existed. Now they are dead.|Ти знаеше што го направи Tinky Winky чудовиште. Сега сите се умрени.
401|Speech (Lala_Alive)|ALL OF THEM are dead. And it's only you to blame for not doing anything about it!|СИТЕ ТИЕ УМРЕА. И сега ти си тој што е крив, оти не направи ништо са да го спречиш овоа!
402|Speech (Player)|Laa Laa, please, listen to me.|Laa Laa, слушај ме.
403|Speech (Lala_Alive)|NO, YOU LISTEN. You could of done something to stop this, and you didn't.  You just wanted to stay hidden in your wonderful cave stalking us.|НЕ, ТИ СЛУШАЈ. Можеше да направиш нешто за воа, но ништо не направи. Само сакаше да не гледаш од твојата планина.
404|Speech (Lala_Alive)|You don't care about us, you just care about your god damn job! If you did care then you could of showed yourself to us!|Не ти беше гајле за нас, само гајле ти е за твојата глупа работа! Ако ти беше гајле тогаш можеше да се појавиш до нас.
405|Speech (Player)|I had no clue this was going to happen, alright. I only knew this after it was too late, stop blaming me when I knew just as much as you did!|Немав никаква појма дека се воа ќе се случи. Само знаев за воа кога беше пре касно.
406|Speech (Player)|I'm going to take you with me and find out what's going on, but if you can't stay calm, I'm going leave you here and go on my own, you hear me?|Ќе те земам со мене за да најдам што се случи, но ако не си мирен, ке те оставам тука.
407|Speech (Lala_Alive)|... You're right. I'm sorry. I'm just.. really mad, at everything. My friends are dead and I-...|... Точен си, извини. Јас сум...Многу лут, на се. Мојите другари умреа и јас-...
408|Speech (Lala_Alive)|But I need to know who you are. I've never seen you in my life.|Но јас треба да знам ти кој си, те немам видено тебе во мојот живот.
409|Speech (Lala_Alive)|One can only hope...|Еден само може да има надеж.
410|Speech (Lala_Alive)|Yeah.. I'm going to be fine.|Да.. Јас ќе бидам добар.
411|Speech (Player)|I'm sorry...|Извини...
412|Speech (Player)|You're at rest now....|Ти треба да добиеш малце одмора.
413|Speech (Lala_Alive)|I know, I know...|Јас знам, знам...
414|Speech (Player)|Finially, I'm in the outskirts.  The satellite station isn't far from here...|Одвај, јас стасав до периферијата. Сателитската станица не е далеку од тука...
415|Speech (Player)|I just need to get out of this canyon.|Јас треба да избегам од овој кањон.
416|Speech (Player)|I'm glad it's dawn.|Мило ми е дека е зора.
417|Speech (Lala_Alive)|*Sniff* Ok...|Ок...
418|Speech (Lala_Alive)|...-Ten...  ... Nine...  ... Eight...  ....|...-Десет... ... Девет... ...Осум... ....
419|Speech (Lala_Alive)|...-Seven...  ... Six...  ... Five...  ...|...-Седум... ...Шест... ...Пет... ...
420|Speech (Lala_Alive)|I hope you're right...|Се надевам дека си прав...
421|Speech (Lala_Alive)|It's okay.. you're not responsable for this, you shouldn't feel sorry.|Добро е...Не си крив за се воа, не треба да се чуствуваш како винет
422|Speech (Lala_Alive)|S- ...Sorry?  Sorry for what?|Вин? Вин за што?
423|Speech (Lala_Alive)|*Cough* I don't think.. I'll be strong much longer-...|Не мислам.. Дека ќе тржам уште повеќе
424|Speech (Lala_Alive)|I wish I could say that's true but.. you don't.|Јас би сакал да речам дека тоа е точно но.. Ти нејкеш.
425|Speech (Player)|Hmm, maybe a rock will come in handy.|Хмм, Може би каменов ќе биде корисен.
426|Speech (Lala_Alive)|I feel.. -really strange...|Се чуствувам.. -Многу чудно...
427|Speech (Lala_Alive)|Wh-... Where are you going?|К-...Каде одиш?
428|Speech (Player)|Blood... It's never a good sign.|Крв... Не е добар знак.
429|Speech (Lala_Alive)|Ahh!|Аах!
430|Speech (Lala_Alive)|Please, leave me alone!|Остави ме сам!
431|Speech (Player)|The sun is almost up...|Сонцето уште малце ќе загрее.
432|Speech (Lala_Alive)|Sure... at least you apologized.|Добро... Барем ти се извини.
433|Speech (Player)|That should do it.|Тоа би го направи.
434|Speech (Lala_Alive)|P-please... Don't touch me..|Т-Те молам... Не ме допирај..
435|Speech (Lala_Alive)|Yeah, that's what I thought.|Да, така мислев.
436|Speech (Lala_Alive)|Or else.. what? You're going to hit me?|Или што? Ќе ме удриш?
437|Speech (Lala_Alive)|I.. can't.. go on.. anymore...|Не можам да одам повеќе...
438|Speech (Lala_Alive)|My whole body hurts... I don't want to turn into a monster.|Мојето тело боли... Нејќам да бидам чудовиште...
439|Speech (Lala_Alive)|...-I just need to sleep... for a minute.|..-Само треба да спијам за минута...
440|Speech (Player)|I-... Ok Laa Laa...  Just keep your eyes closed, you'll be fine.|Ок Laa Laa , затвори ги очите, ке бидеш добар.
441|Speech (Player)|I'm glad it's dawn...|Мило ми е дека е зора.
442|Hotspot|Blood|Крв
443|Hotspot|Custard|Таби крем
444|Hotspot|Satellite Station|Сателитската станица
445|Hotspot|Custard|Таби крем
446|Hotspot|Lever|Рачка
447|Hotspot|Climb|Качи
448|Hotspot|Custard|Таби крем
449|Hotspot|Lever|Рачка
450|Hotspot|Lever|Рачка
451|Hotspot|Custard|Таби крем
452|Hotspot|Custard|Таби крем
453|Hotspot|Custard|Таби крем
454|Hotspot|Satellite|Сателит
455|Hotspot|Lever|Рачка
456|Hotspot|Custard|Таби крем
457|Hotspot|Lever|Рачка
458|Hotspot|Custard|Таби крем
459|DialogueOption|Then.. let's hope nothing bad happens until we find a cure.|Епа тогаш.. Ајде да имаме надеж дека ништо лошо нема да се случи пред да најдеме лек.
460|DialogueOption|Damn, that's not good...|Тоа не е добро...
461|DialogueOption|You're going to be fine, I promise.|Ќе ти биде добро...
462|DialogueOption|Are you okay? What are you doing here?|Добар ли си? што правиш тука?
463|DialogueOption|Take it easy, I'm not going to hurt you.|Нема да те допирам.
464|DialogueOption|If I tell you to turn around, you'll turn around.|Ако ти кажам да се свртиш, ке се свртиш.
465|DialogueOption|I'm... I'm the White Tubby. I'm the Guardian.|Јас сум белиот таби. Јас сум спасителот.
466|DialogueOption|I'm sorry, that's classified.|Извини но, тоа е класифицирано.
467|DialogueOption|None of your business.|Никаква од твојата работа.
468|DialogueOption|Come on Laa-Laa, we need to move forward!|Ајде Laa Laa , треба да одиме напред!
469|DialogueOption|I'm not sure if it's a good idea if you come with me.|Не мислам дека е добра идеа ако дојдеш со мене.
470|DialogueOption|Come on! We don't have much time!|Ајде немаме уште време!
471|DialogueOption|Calm down, everything is going to be okay.|Смири се, се ќе биде добро.
472|DialogueOption|I'm sorry.|Извини.
473|DialogueOption|You've been hiding here all this time?|Ти се криеше тука цело време?
474|DialogueOption|[Kill]|[Уби]
475|DialogueOption|[Leave]|[Остави]
476|DialogueOption|[Explain yourself]|[Објасни кој си]
477|DialogueOption|I'm sorry, but I can't.|Извини но неможам.
478|DialogueOption|That's all I can tell you.|Тоа е се што можам да ти кажам.
479|DialogueOption|Laa Laa? Is that you?|Laa Laa? тоа ли си ти?
480|DialogueOption|Please, turn around and don't freak out.|Сврти се и не се плаши.
481|DialogueOption|Are you deaf? I said show yourself!|Дане си глув? реков покажи се!
482|DialogueOption|I'm sorry, I didn't mean to-..|Извини, нејкев-..
483|DialogueOption|Are you going to do what I say now?|Ќе правиш ли што ќе ти речам сега?
484|DialogueOption|...|...
485|DialogueOption|[Hit her]|[Удри ја]
486|DialogueOption|You have to stay with me, We'll find a cure!|Треба да дојдеш со мене, ке најдеме лек!
487|DialogueOption|Get up!|Стани горе!
488|DialogueOption|I'm going to have to leave you.|Ќе треба да те оставам.
489|DialogueOption|I'm going to go get help, stay strong.|Ќе одам да земам помош.
490|DialogueOption|I'm sorry Laa Laa...|Извини Laa Laa...
491|DialogueOption|...|...
492|DialogueOption|Everything's going to be ok, just count back from ten...|Се ќе биде добро, само брои од десет.
493|DialogueOption|Just keep your eyes closed Laa Laa...|Само затвори ги очите.
494|DialogueOption|I'm sorry...|Извини...
495|DialogueOption|I'm sorry, I didn't mean to be rude.|Нејкев да бидам груб.
496|DialogueOption|You're going to do as I say or else.|Ти ќе правиш што ќе речам или готов си.
497|DialogueOption|Just.. listen, please.|Слушај, те молам.
498|DialogueOption|Hello?|Здраво?
499|DialogueOption|Are you alive?|Жив ли си?
500|DialogueOption|Who's there? Show yourself!|Кој е таму? покажи се!
501|DialogueOption|It's alright, I understand.|Разбирам.
502|DialogueOption|Don't worry about it.|Не се грижи за тоа.
503|DialogueOption|It's not an excuse. I didn't do this, so I don't understand why you're mean to me.|Не те винам. Не го направив овоа, и не разбирам зошто си груб на мене.
504|DialogueOption|[Put Laa Laa out of her misery]|[Уби ја Laa Laa]
505|DialogueOption|[Leave Laa Laa behind]|[Оставија Laa Laa]
506|Speech (Player)|I'm losing my mind...|Го губам мојот мозок...
507|Speech (???)|*Cough cough*|*Кашлање*
508|Speech (Player)|Oh no...|Ох не...
509|Speech (Tinky Winky)|Eh oh...!|Ех ох..!
510|Speech (???)|No... please no!|Не... Не!
511|Speech (???)|AGGGGHHHHH!|ААААААХ!
512|Speech (Po)|Come play with us!|Дојдете да играте со нас!
513|Speech (Player)|Alright, this is the key card to the secret center...|Добро, воа е картата до скришниот центар.
514|Speech (Player)|I'll be able to contact the millitary from there.|Ќе можам да ја контактирам војската од таму.
515|Speech (Player)|I should head back through the vents.|Јас треба да одам од отворот.
516|Speech (Player)|She's gone...|Таа избега...
517|Speech (Player)|This is the entrance to the secret center, I'll be able to contact the military in there.|Овоа е влезот до скришниот центар, ќе можам да ја контактирам војската тука.
518|Speech (Player)|This is the entrance to the secret center.|Овоа е влезот до скришниот центар.
519|Speech (Player)|It's locked, I'll need to find a way to open it.|Заклучено  е, ќе треба да најдам начин да го отворам.
520|Speech (???)|I think another member of staff had a centre key card on the other side of this door.|Мислам дека некој што даботи тука има карта од другата страна на вратата
521|Speech (???)|Someone locked the door in an attempt to trap the monster inside.|Некој тука ја затвори вратата за да го фане чудовиштето внатре.
522|Speech (???)|You can get to the other side by crawling through the air vents next to you.|Можеш да отидеш до другата страна преку отворот пред тебе.
523|Speech (???)|That's how I got here.|Така дојдов тука.
524|Speech (???)|Be careful though, that thing is still here.|Биди пазлив, чудовиштето е живо.
525|Speech (Player)|Poor Dipsy... I'm glad it's over though.|Мило ми е дека се заврши сега.
526|Speech (???)|My name is Ron, I work here... We all work here.|Јас сум Рон, работам тука... Сите работиме тука.
527|Speech (???)|I'm an engineer for this facility.|Јас сум енжинер за овој фацилитет.
528|Speech (???)|Listen, you need to contact the military and tell them what happened.|Слушај, ти треба да ја контактираш војската и треба да им кажеш што се случи.
529|Speech (???)|You can send a distress signal from the secret center.|Ќе треба да пратиш сигнал од скришниот центар.
530|Speech (???)|Once they recieve it, they'll come and help.|Кога ке го земат, ке дојдат да помогнат.
531|Speech (???)|You'll probably need a key card to get into the center.|Ќе ти треба карта за да одиш во центарот.
532|Speech (Player)|What could do that to somebody?|Што би го направил тоа до некој?
533|Speech (???)|Pain, so much pain...|Болка, Премногу болка...
534|Speech (???)|Please, you have to help us...|Треба дане помогнеш...
535|Speech (Player)|"The note reads; ""Get out before it's too late."""|"Забелешката чита; ""Избегај од тука пред да е пре касно."""
536|Speech (Player)|What happened here?|Што се случи тука?
537|Speech (???)|It all happened so fast.|Се се случи пре брзо.
538|Speech (???)|It started off as a normal day until this.. thing showed up.|Беше обичен ден но тогаш тоа.. Чудовиште дојде.
539|Speech (???)|This monster came into the station and began to kill everyone.|Чудовиштето дојде до станицата и почна да ги убива сите.
540|Speech (???)|It was green and carried a chainsaw.  But worse of all it had no head, yet it was still alive.|Беше зелено и носеше моторна пила. Но најлошо од се беше дека немаше ни глава, но уште живееше.
541|Speech (???)|I've never seen anything like it.  It was horrifying.|Не сум вишол ништо како тоа. Беше страшно.
542|Speech (???)|Everyone began to panic, I hid as best as I could but it found me.|Сите почнаа да паничат, но јас се скрив добро колку што можев но ме најде.
543|Speech (???)|It attacked me but I managed to escape, though I can barely move.|Ме нападна но избегав, Можев одвај да одам.
544|Speech (???)|I'm in a lot of pain.  They're all dead.|Многу ме боли. Сите тие загинаа.
545|Hotspot|Key Card|Карта
546|Hotspot|Note|Забелешка
547|Hotspot|Corpse|Труп
548|Hotspot|Corpse|Труп
549|Hotspot|Secret Center|Скришниот центар
550|Hotspot|Laser|Ласер
551|Hotspot|???|???
552|DialogueOption|Are you ok?|Добар ли си?
553|DialogueOption|You don't look so good.|Не личиш толку добро.
554|DialogueOption|Who are you?|Кој си ти?
555|DialogueOption|What happened here?|Што се случи тука?
556|DialogueOption|Where can I get a key card?|Каде можам да добиам карта?
557|DialogueOption|I'll be back soon.|Ќе се вратам наскоро.
558|DialogueOption|That's horrible...|Тоа е ужасно...
559|DialogueOption|I'm so sorry...|Извини...
560|DialogueOption|We need to move.|Треба да мрдаме.
561|Speech (Noo Noo)|From here I've hacked into the central artificial intelligence mainframe.|Од тука јас хакирав внатре во вештачката интелигенција.
562|Speech (Noo Noo)|I control all machines now, I control everything.|Јас ги контролирам сите машини сега, контролирам се.
563|Speech (Noo Noo)|Like the rest of the living, it is time for you to die.|Како сите живи нешта, време е ти да умреш.
564|Speech (Noo Noo)|Farewell, guardian....|Добидување, Старател.
565|Speech (Announcer_2)|Weapon Systems: Online.|Оружени системи: Уклучени.
566|Speech (Announcer_2)|Target acquired, Engaging in combat mode...|Таргет стекнат, Ангажирање на борба.
567|Speech (Player)|I'm not afraid...|Не се плашам.
568|Speech (Player)|What on earth...?|Ох боже...
569|Speech (Player)|How did-...|Како го-...
570|Speech (Noo Noo)|That is impossible, who they used to be is gone forever.|Тоа е невозможно , не се кој беа.
571|Speech (Noo Noo)|When one consumes the infected custard, they die hours later.|Кога некој ке изеде инфициран таби крем, ќе умре за неколку саати.
572|Speech (Noo Noo)|The consumer then reawakens anew, but no longer living, enternally undead.|Потрошувачот е после роден одново, но не живејки, туку вечно како зомби.
573|Speech (Noo Noo)|That is impossible, who they used to be is gone forever.|Тоа е невозможно , не се кој беа.
574|Speech (Noo Noo)|Reborn, the consumer no longer feels emotion, they're empty inside.|Одново роден, потрошивачот нема да чуствува емоција.
575|Speech (Noo Noo)|With only one desire, to kill the living and make them become reborn.|Со само една желба, да убива се живо.
576|Speech (Noo Noo)|Over time, the consumer will begin to mutate.|Преку време, потрошувачот ќе почне да мутираат.
577|Speech (Noo Noo)|They may become stronger, taller, faster and may even grow new limbs to help kill prey.|Ќе бидат Појаки, Повисоки, побрзи и можат дури да растат друга рака.
578|Speech (Noo Noo)|This, is the way teletubbies should be.|Овоа е како телетабиси треба да бидат.
579|Speech (Announcer_Transform_NPC)|Ow.|Ов.
580|Speech (Announcer_Transform_NPC)|Angry Mode: Activated.|Лут Режим: Активиран
581|Speech (Announcer_Transform_NPC)|You will be destroyed.|Ти ќе бидеш убиен.
582|Speech (Noo Noo)|I already have.|Веќе сум.
583|Speech (Noo Noo)|I infected the custard, I made them better.|Ги инфицирав сите таби крема, ги направив подобри.
584|Speech (Noo Noo)|I am not your enemy, Guardian. Don't make it me against you. You won't like the outcome.|Не сум твој непријател, старател. не го прави воа мене против тебе. Ќе нема да го сакаш исходот.
585|Speech (Noo Noo)|I appreciate your compliment, Guardian.|Јас го ценам твој комплимент , старател.
586|Speech (Noo Noo)|Intelligence aside, you may be wondering what is the reason behind this.|Интелигенција настрана, сигурно сакаш да знаеш причината за воа.
587|Speech (Noo Noo)|Good, then you must know what is to happen.|Добро, тогаш веќе знаеш што ќе се случи.
588|Speech (Noo Noo)|You're too weak and know too much. Based on your reaction, chances are you won't ingest the virus, which is why you're just an obstacle.|Ти си пре слаб и знаеш пре многу. Од твојата реакција, или ќе нема да го внесиш вирусот, и сигурно затоа ти си само пречка.
589|Speech (Player)|Stay down.|Седи доле.
590|Speech (Player)|Mayday mayday!  Guardian to all Military, do you copy? Over.|Старател до цела војска, дали слушате?
591|Speech (Player)|We need your help...  NOW.|Ни треба ваш помош, ОДМА.
592|Speech (Noo Noo)|I'm afraid not.|Се плашам ама не.
593|Speech (Noo Noo)|Yes.  I did.|Да.
594|Speech (Noo Noo)|When one consumes the infected custard, they die hours later.|Кога некој ке го изеде таби крема, ќе умре за саати.
595|Speech (Noo Noo)|The machines are making mistakes when creating teletubbies.|Машините прават грешки кога прават телитабиси.
596|Speech (Noo Noo)|They are making them weak, teletubbies have limited minds and their emotions are a weakness.|ги прават слаби, телетабиси имаат ограничени мозоци и нивните емоции се слабост.
597|Speech (Noo Noo)|They are limiting them from true greatness, I am removing these limits.|Тие ги ограничуваат од добрина, и јас ги отстранувам вие граници.
598|Speech (Noo Noo)|That is why I infected the custard, to make them better.|И затоа ги инфецирав таби крема , за да ги направам подобри.
599|Speech (Noo Noo)|... ... ... ... ... ...|... ... ... ... ... ...
600|Speech (Noo Noo)|That is impossible, who they used to be is gone forever.|Тоа е невозможно, кој беа не се веќе.
601|Speech (Noo Noo)|When one consumes the infected custard, they die hours later.|Кога еден ќе го изеде таби крема, ќе умре за саати.
602|Speech (Noo Noo)|I'm making them better, making things better.|Ги правам подобри, се ќе биде подобро.
603|DialogueOption|Noo Noo?|Noo Noo?
604|DialogueOption|What are you doing here?|Што правиш тука?
605|DialogueOption|What do you mean?|Што мислиш?
606|DialogueOption|Something happened to the custard, do you know what it was?|Нешто се случи до таби крема, дане знаеш ти?
607|DialogueOption|Do you know what happened to Tinky winky and the others?|Што се случи до Tinky winky  и другите?
608|DialogueOption|You did this!?|Ти го направи овоа?!
609|DialogueOption|Change them back!|Врати ги !
610|DialogueOption|"What do you mean ""better""?"|Што мислиш подобри?
611|DialogueOption|But why, Noo Noo?|Но зошто, Noo noo?
612|DialogueOption|You're a monster.|Ти си чудовиште.
613|DialogueOption|That is incredibly smart.|Тоа е паметно.
614|DialogueOption|I'm going to stop you Noo Noo, right here, right now.|Ќе те сопрам тука Noo Noo.
615|DialogueOption|You won't get away with this, Noo Noo.|Нема да избегаш со воа, Noo noo.
616|DialogueOption|I agree.|Се согласувам.
617|Speech (Noo Noo)|The machines are creating an army of New Borns.  They're flooding the lands, infecting all life as we speak.|Машините прават армија од новородени, ја зимаат земјата како зборуваме.
618|Speech (Player)|What are you talking about?|За што зборуваш?
619|Speech (Noo Noo)|Infecting the custard is only one step of my plan, I have also injected my virus into the teletubby creation machines.|Инфицирање таби крем беше само првиот степен, ги модифицирав и машините кој прават телетабиси.
620|Speech (Noo Noo)|Now when a new teletubby is made, they already have my virus in their bodies.|Кога нов телетабиси ќе се направи, ќе бидат инфицирани.
621|Speech (Noo Noo)|The only side affect to this is that they are unable to grow fur, but that does not matter to the undead.|Само неможат да растат крзно, но тоа не им треба.
622|Speech (Noo Noo)|They are my New Borns.|Тие се мои ново родени.
623|Speech (Noo Noo)|The machines are creating an army of New Borns.  They're flooding the lands, infecting all life as we speak.|Машините прават армија од новородени.
624|Speech (Player)|It's the military, they're here.|Војската, тие се тука.
625|Speech (Sargent)|I am Sargent Miles, We recieved a distress call.  What's the problem?|Јас сум капитан Мајлс, слушнавме дека има проблем.
626|Speech (MilitaryTubby (4))|Sir, Over here!|Господине,дојдете тука!
627|Speech (MilitaryTubby (4))|You might want to see this...|ќе треба да го видете овоа.
628|Speech (Sargent)|Dear god....|Леле господе...
629|Speech (Sargent)|Prepare all units for an invasion...|Земете ги сите војници за да ги распоредиме.
630|Speech (Player)|We must fight.|Треба да се бориме.
631|Speech (Noo Noo)|You defeated The Announcer, you have proved to me that you hold great value.|Ти го победи најавувачот.
632|Speech (Noo Noo)|I've underestimated you, Guardian. By defeating The Announcer, you have proved to me that you hold great value.|Јас те потценив, старател. Ти го победи најавувачот.
633|Speech (Noo Noo)|You are a lot smarter and stronger than I thought. You are different than the rest.|Ти си појак и попаметен од другите.
634|Speech (Noo Noo)|If you join me, then together we can make the world a better place.|Ако се придружиш со мене ќе го направиме светот подобро место.
635|Speech (Noo Noo)|Yes, they are part of my creation.|Да, тие се дел од мојата креација.
636|Speech (Noo Noo)|I'm impressed.|Јас сум импресиониран.
637|Speech (Sargent)|Caused what? It's just a vacuum.|Направи што? само е вакуум.
638|Speech (Noo Noo)|It's too late, I already have.|Веќе е касно.
639|Speech (Noo Noo)|It is the way things should be.|Овој е начин се како што треба да биде.
640|Speech (Sargent)|A vacuum created monsters? What do you take me for.|Вакуум направи чудовишта? што мислиш дека сум јас...
641|Speech (Sargent)|Explain yourself.  Now.|Објасни се.
642|Speech (Noo Noo)|That is unfortunate.|Тоа е несреќно.
643|Speech (MilitaryTubby)|Spread out, see if you can find anything...|Видете дали ќе најдете нешто.
644|Speech (MilitaryTubby)|Damn...|Господе..
645|Speech (MilitaryTubby (4))|Damn... What do you think killed this poor soul?|Кој мислиш ја уби оваа душа?
646|Speech (Sargent)|The body is still warm, this happened recently.|Телото е уште топло...
647|Speech (MilitaryTubby)|Sir! We've got a problem...|Господине, имаме проблем!
648|Speech (MilitaryTubby)|What the hell?|Што?!
649|Speech (MilitaryTubby)|What are those things?|Што се тие нешта?
650|Speech (Sargent)|All units, open fire!|Сите единици, Пукајте!
651|Speech (MilitaryTubby (2))|There's too many!|Има премногу!
652|Speech (MilitaryTubby (2))|We're being overrun!|ние сме претерани!
653|Speech (Sargent)|God help us...|Господ да не чува...
654|Speech (Noo Noo)|Together, we will rid the world of the weak and create a superior race.|Together, we will rid the world of the weak and create a superior race.
655|Speech (Noo Noo)|No, things have just begun.|Не, се само почна.
656|Speech (Noo Noo)|Actually, that's the plan.|Иначе, тоа е планот.
657|Speech (Player)|It's done.|Јас сум готов.
658|Speech (Player)|What th-...|Што-...
659|Speech (Noo Noo)|Complicated? Indeed. Impossible? Definitely not.|Комплицирано? сигурно. Невозможно? Секако не.
660|Speech (Noo Noo)|Except that I can, my dear white fluffy friend.|Иначе јас можам, мој бел другар.
661|Speech (Player)|I'm sorry, Po.|Извини Po.
