ID|Type|Original line|The translation
311|Hotspot|Pipe|Rør
312|Hotspot|Bloody Remains|Blodige Rester
313|Hotspot|Raw Meat|Råt kød
314|Hotspot|Bloody Remains|Blodige Rester
315|Hotspot|Custard Splat|Jordbæris Splat
316|Hotspot|Trees|træer
317|Hotspot|Stump|Stub
318|Hotspot|Stump|Stub
319|Hotspot|Droid|Droide
320|DialogueOption|[Go Left]|[Gå Venstre]
321|DialogueOption|[Go Right]|[Gå Højre]
322|DialogueOption|[Go Left]|[Gå Venstre]
323|DialogueOption|[Go Right]|[Gå Højre]
324|DialogueOption|The master, is that the thing that took me?|Mesteren, var det den ting der tog mig?
325|DialogueOption|Why was I brought here?|Hvorfor bliv jeg bragt her til?
326|DialogueOption|I'm not food!|Jeg er ikke mad?
327|DialogueOption|Who are you?|Hvem er du?
328|DialogueOption|What are you doing?|Hvad har du gang i?
329|DialogueOption|Have you seen my night vision camera?|Har du set mit nattesyns kamera?
330|DialogueOption|Goodbye.|Farvel?
331|DialogueOption|[Go Left]|[Gå Venstre]
332|DialogueOption|[Go Right]|[Gå Højre]
333|DialogueOption|I need to get to the outskirts and find the satellite station.|Jeg er nødt til at komme til udkanten og finde satellit stationen.
334|DialogueOption|I need to find my night vision camera.|Jeg har brug for mit nattesyns kamera.
335|DialogueOption|None of your business.|Kommer ikke dig ved.
336|DialogueOption|I plan to be long gone before your master finds out.|Jeg regner med at være langt væk før din mester opdager det.
337|DialogueOption|Come with me, you're a slave!|Kom med mig, du er en slave!
338|DialogueOption|You're a coward.|Du er en kujon
339|DialogueOption|[Go Left]|[Gå Venstre]
340|DialogueOption|[Go Right]|[Gå Højre]
341|DialogueOption|Please, don't kill me...|Vær sød ikke at dræbe mig...
342|DialogueOption|Where are you taking me?|Hvor tager du mig hen?
343|DialogueOption|Who are you?|Hvem er du?
344|DialogueOption|...|...
345|Speech (Player)|At last I'm here... This is the entrance to the satellite station.|Endelig er jeg her... Dette er indgangen til satellit stationen.
346|Speech (Player)|Hmm... How do I get in?|Hmm... Hvordan kommer jeg in?
347|Speech (Lala_Alive)|......................................|......................................
348|Speech (Player)|Why are you here anyway? I thought you were... well..|Hvorfor er du her egentlig? Jeg trode du var...  altså...
349|Speech (Lala_Alive)|I ran away... from Tinky Winky... before he caught me in the house. I ran away until I came across this place, so I used it as a hideout. He tried to-... H-he caused-... *sniff* They are all dead.|Jeg løb væk... fra Tinky Winky... Før han fangede mig i huset. Jeg løb væk indtil jeg kom forbi dette her sted, så jeg brugte det som gemmested. Han prøvede at'... Han var årsagen til-... *Snøft* De er alle døde
350|Speech (Player)|Oh no, Laa Laa's here...|Oh nej, Laa Laa er her...
351|Speech (Player)|Tinky Winky scratched out her eyes, she can't see me.|Tinky Winky Kradsede hendes øjne ud, hun kan ikke se mig.
352|Speech (Player)|But she can still hear me, I need to be quiet...|Men hun kan stadig høre mig, jeg er nødt til at være stille...
353|Speech (Player)|I should find all the custards in this area before proceeding to the satellite station.|Jeg burde finde alle jordbærisene her i området før jeg fortsætter til satellit stationen.
354|Speech (Lala_Alive)|W-who are you? How do you know me?|H-hvem er du? Hvor fra kender du mig?
355|Speech (Player)|The satellite station isn't far from here, let's go.|Satellit stationen er ikke langt herfra, lad os gå.
356|Speech (Lala_Alive)|*Cough cough cough*|*Host host host*
357|Speech (Lala_Alive)|So... *sniff* what's your plan?|Så... *snøft* hvad er din plan?
358|Speech (Player)|We need to get to the satellite station, we'll be able to find help there.  Whatever you do, no matter now hungry you are, don't eat any custards you find.|Vi er nødt til at komme hen til satellit stationen, der vil vi kunne få hjælp. Hvad end du gør, ligegyldig hvor sulten du er, så spis ikke noget jordbæris du finder.
359|Speech (Lala_Alive)|But.. I ate a custard.. the night that all of this happened.|Men.. jeg spiste noget jordbæris.. den nat hvor alt det her skete.
360|Speech (Player)|Come on, follow me.|Kom så, følg mig.
361|Speech (Player)|My night vision camera might be useful for navigating through this rubble.|Mit nattesyns kamera kunne være brugbar til at komme igennem disse murbrokker.
362|Speech (Lala_Alive)|I'm just... broken.|Jeg er bare... knust.
363|Speech (Lala_Alive)|Yeah.. *sniff* It's the only place that wasn't secured by some creepy creature. I had a tough time going through that.. horrible, brown monster.|Ja.. *snøft* Det er det eneste sted er ikke var sikeret af et skrammende væsen. Jeg havde en hård tid komme igennem det... frygtelige brune monster
364|Speech (Lala_Alive)|It hurts.. so much...|Det gør ondt... så meget...
365|Speech (Lala_Alive)|I don't know if I'm going to be ok...|Jeg ved ikke om jeg kommer til at være okay...
366|Speech (Lala_Alive)|Y-yes... I'm sorry.|J-ja... undskyld.
367|Speech (Lala_Alive)|W-who are you?! D-don't touch me!|H-hvem er du?! R-rør mig ikke?
368|Speech (Player)|That's the station alright...|"Det er stationen, okay... "
369|Speech (Lala_Alive)|I will... *Sniff* ...-I miss home...|Jeg vil... *snøft* ...-Jeg savner der hjemme...
370|Speech (Lala_Alive)|I need to know what's going on here if you're going to talk to me.|Jeg har brug for at vide hvad der foregår, hvis du vil tale til mig.
371|Speech (Lala_Alive)|Go away!|Gå væk!
372|Speech (Lala_Alive)|W-.. wait, don't leave me.  Please..|V-.. vent, ikke forlad mig. vær sød..
373|Speech (Lala_Alive)|G-..... Guardian..?|V-..... Vogter..?
374|Speech (Lala_Alive)|...I'm sorry.|...Undskyld..
375|Speech (Player)|These pillars look like they're about to collapse...|Disse søjler ser ud som om de er ved at kollapse...
376|Speech (Player)|Maybe I could find a way to trap Laa Laa under them.|Måske kan jeg finde en måde at fange Laa Laa under dem.
377|Speech (Player)|The station goes all the way through these mountains.|Stationen går hele vejen gennem disse bjerge.
378|Speech (Player)|I wonder how I can open this door.|Gad vide hvordan jeg åbner denne dør.
379|Speech (Lala_Alive)|And who the hell are you to give me orders? Leave, now.|Og hvem i alverden er du til at give mig ordrer? Gå, nu.
380|Speech (Lala_Alive)|Tell me about it, I'm not feeling pretty well.|Fortæl mig om det, jeg føler mig ikke temmelig godt.
381|Speech (Player)|Another custard? How did that get here...|Endnu en jordbæris? hvordan er den endt her...
382|Speech (Player)|I should look around this area for more custards before something eats them.|Jeg burde kigge omkring i dette område efter flere jordbæris før nogen spiser dem.
383|Speech (Player)|Alright, I think that's all of them...|Okay, jeg tror det dem alle sammen.
384|Speech (Player)|Damn, Laa Laa is blocking the exit, I'll need to get rid of her somehow.|Pokkers, Laa Laa blokere for udgangen, jeg er nødt til at skaffe mig af med hende på en eller anden måde.
385|Speech (Lala_Alive)|Please, don't leave me here...|Vær sød ikke at forlade mig her...
386|Speech (Lala_Alive)|I'm trying, but... it hurts...|Jeg prøver, men... det gør ondt...
387|Speech (Lala_Alive)|"Hmm, Fine then... "|Hmm, fint så...
388|Speech (Player)|I was ordered to watch Tinky Winky, Dipsy, Po and you.|Jeg var beordret til at holde øje med Tinky WInky, Dipsy, Po og dig.
389|Speech (Player)|I'm meant to prevent things from going wrong, such as preventing any of you from leaving the Teletubby lands.|Jeg er beregnet til at forhindre at tingene går galt, såsom at forhindre at en af jer forlader Teletubbie Land.
390|Speech (Lala_Alive)|...What are you talking about?|...Hvad taler du om?
391|Speech (Player)|Everytime any of you tried to leave the lands, we would erase any memories of what you've seen outside the Teletubby Lands, and drag you back in. I'm supposed to look out for when that happens.|Hver gang en af jer prøvede at forlade landet, slettede vi jeres hukommelse fra alt i havde set udenfor Teletubbie Land, og slæbe jer tilbage. Jeg skal se efter om de ting sker.
392|Speech (Lala_Alive)|"..""We""?"|"..""Vi""?"
393|Speech (Player)|Yes. There's more people working with me, but that's classified.|Ja. Der er flere der arbejder med mig, men det er klassifiseret.
394|Speech (Lala_Alive)|I-... No. That can't be true.|Jeg-... Nej. Det kan ikke være sandt.
395|Speech (Lala_Alive)|...Why weren't we aware of this?|...Hvorfor viste vi det ikke?
396|Speech (Player)|We couldn't risk your security. You could of tried to escape if you knew there was something more beyond the mountains.|Vi kunne ikke risikere jeres sikkerhed. I kunne have prøvet at flygte hvis I viste at der var noget på den anden side af bjergene.
397|Speech (Lala_Alive)|...You knew.|...Du viste.
398|Speech (Lala_Alive)|You knew this would happen. You knew something was wrong.|Du viste det her ville ske. Du viste at noget var galt.
399|Speech (Player)|I'm sorry, but I didn't-|Undskyld, men jeg viste ikke-
400|Speech (Lala_Alive)|You knew that whatever caused Tinky Winky to become a monster existed. Now they are dead.|Du viste at hvad end fik Tinky Winky til at blive et monster fandtes. Nu er de døde.
401|Speech (Lala_Alive)|ALL OF THEM are dead. And it's only you to blame for not doing anything about it!|ALLESAMMEN er døde. Og det er kun dig selv at bebrejde for ike at gøre noget ved det.
402|Speech (Player)|Laa Laa, please, listen to me.|Laa Laa, vær sød at høre på mig.
403|Speech (Lala_Alive)|NO, YOU LISTEN. You could of done something to stop this, and you didn't.  You just wanted to stay hidden in your wonderful cave stalking us.|NEJ, DU HØRE PÅ MIG. Du kunne have gjort for at stoppe det her, men det gjorde du ikke. Du ville bare sidde i din fantastiske grotte og stalke os.
404|Speech (Lala_Alive)|You don't care about us, you just care about your god damn job! If you did care then you could of showed yourself to us!|Du tænker ikke på os, du tænker bare på dit pokkers arbejde! Hvis du tænkte på os kunne du have vist dig selv til os!
405|Speech (Player)|I had no clue this was going to happen, alright. I only knew this after it was too late, stop blaming me when I knew just as much as you did!|Jeg havde ingen ide om at dette her ville ske, okay. jeg viste det kun da det var forsent, så stop med at bebrejde mig når jeg kun viste så meget som dig.
406|Speech (Player)|I'm going to take you with me and find out what's going on, but if you can't stay calm, I'm going leave you here and go on my own, you hear me?|Jeg tager dig med mig og finder ud af hvad der sker, men hvis du ikke kan falde ned, så er jeg nødt til at efterlade dig og fortsætte selv, hører du mig?
407|Speech (Lala_Alive)|... You're right. I'm sorry. I'm just.. really mad, at everything. My friends are dead and I-...|... Du har ret. Undskyld. Jeg er bare... virkelig sur, på alting. Mine venner er døde og jeg-
408|Speech (Lala_Alive)|But I need to know who you are. I've never seen you in my life.|Men jeg er nødt til at vide hvem du er. Jeg har aldrig set dig i mit liv.
409|Speech (Lala_Alive)|One can only hope...|Man kan kun håbe...
410|Speech (Lala_Alive)|Yeah.. I'm going to be fine.|Ja.. Jeg skal nok klare mig.
411|Speech (Player)|I'm sorry...|Undskyld...
412|Speech (Player)|You're at rest now....|Du er i hvile nu....
413|Speech (Lala_Alive)|I know, I know...|Jeg ved det, jeg ved det...
414|Speech (Player)|Finially, I'm in the outskirts.  The satellite station isn't far from here...|Endelig er jeg ved udkanten. Satellit stationen er ikke langt her fra.
415|Speech (Player)|I just need to get out of this canyon.|Jeg har bare brug for at komme ud af denne kløft.
416|Speech (Player)|I'm glad it's dawn.|Jeg er glad for at det er daggry.
417|Speech (Lala_Alive)|*Sniff* Ok...|*Snøft* Okay...
418|Speech (Lala_Alive)|...-Ten...  ... Nine...  ... Eight...  ....|...-Ti...  ... Ni...  ... Otte...  ....
419|Speech (Lala_Alive)|...-Seven...  ... Six...  ... Five...  ...|...-Syv...  ... Seks...  ... Fem...  ...
420|Speech (Lala_Alive)|I hope you're right...|Jeg håber du har ret...
421|Speech (Lala_Alive)|It's okay.. you're not responsable for this, you shouldn't feel sorry.|Det er okay.. Du er ikke skyldig for det her, du burde ikke være ked af det.
422|Speech (Lala_Alive)|S- ...Sorry?  Sorry for what?|U- ...Undslyld? Undskyld for hvad?
423|Speech (Lala_Alive)|*Cough* I don't think.. I'll be strong much longer-...|*host* jeg tror ikke... jeg kan være stærk meget længere.
424|Speech (Lala_Alive)|I wish I could say that's true but.. you don't.|Jeg vil ønske jeg kunne sige at det er rigtigt men.. det gør du ikke
425|Speech (Player)|Hmm, maybe a rock will come in handy.|Hmm, måske en sten kunne være brugbar.
426|Speech (Lala_Alive)|I feel.. -really strange...|Jeg føler mig.. -Virkelig mærkelig...
427|Speech (Lala_Alive)|Wh-... Where are you going?|Hv-... Hvor skal du hen?
428|Speech (Player)|Blood... It's never a good sign.|Blod... Det er aldrig et godt tegn.
429|Speech (Lala_Alive)|Ahh!|Ahh!
430|Speech (Lala_Alive)|Please, leave me alone!|Vær sød, ikke forlad mig!
431|Speech (Player)|The sun is almost up...|Solen er næsten oppe...
432|Speech (Lala_Alive)|Sure... at least you apologized.|Sikkert... I det mindste undskyldte du.
433|Speech (Player)|That should do it.|Det burde gøre det.
434|Speech (Lala_Alive)|P-please... Don't touch me..|V-vær sød... ikke at røre mig.
435|Speech (Lala_Alive)|Yeah, that's what I thought.|Ja, det er hvad jeg troede.
436|Speech (Lala_Alive)|Or else.. what? You're going to hit me?|Ellers.. hvad? Du skal til at slå mig.
437|Speech (Lala_Alive)|I.. can't.. go on.. anymore...|Jeg.. kan ikke.. fortsætte.. mere...
438|Speech (Lala_Alive)|My whole body hurts... I don't want to turn into a monster.|Hele min krop gør ondt... Jeg vil ikke blive til et monster.
439|Speech (Lala_Alive)|...-I just need to sleep... for a minute.|...-Jeg har bare brug for at sove... i et minut.
440|Speech (Player)|I-... Ok Laa Laa...  Just keep your eyes closed, you'll be fine.|Jeg-... Okay Laa Laa... Bare hold dine øjne lukket, du skal nok klare dig.
441|Speech (Player)|I'm glad it's dawn...|Jeg er glad for at det er daggry...
442|Hotspot|Blood|Blod
443|Hotspot|Custard|Jordbæris
444|Hotspot|Satellite Station|Satellit Station
445|Hotspot|Custard|Jordbæris
446|Hotspot|Lever|Håndtag
447|Hotspot|Climb|Klatre
448|Hotspot|Custard|Jordbæris
449|Hotspot|Lever|Håndtag
450|Hotspot|Lever|Håndtag
451|Hotspot|Custard|Jordbæris
452|Hotspot|Custard|Jordbæris
453|Hotspot|Custard|Jordbæris
454|Hotspot|Satellite|Satellit
455|Hotspot|Lever|Håndtag
456|Hotspot|Custard|Jordbæris
457|Hotspot|Lever|Håndtag
458|Hotspot|Custard|Jordbæris
459|DialogueOption|Then.. let's hope nothing bad happens until we find a cure.|Så... lad os håbe at ingenting skidt sker indtil vi finder en kur.
460|DialogueOption|Damn, that's not good...|Pokkers, det er ikke godt...
461|DialogueOption|You're going to be fine, I promise.|Du skal nok klare dig, det lover jeg
462|DialogueOption|Are you okay? What are you doing here?|Er du okay? Hvad laver du her?
463|DialogueOption|Take it easy, I'm not going to hurt you.|Rolig nu, jeg vil ikke skade dig.
464|DialogueOption|If I tell you to turn around, you'll turn around.|Hvis jeg fortæller dig at du skal vende dig om, så vender du om.
465|DialogueOption|I'm... I'm the White Tubby. I'm the Guardian.|Jeg er... Jeg er den Hvide Tubbie. Jeg er Vogteren.
466|DialogueOption|I'm sorry, that's classified.|Undskyld, det er klassifiseret.
467|DialogueOption|None of your business.|Kommer ikke dig ved.
468|DialogueOption|Come on Laa-Laa, we need to move forward!|Kom så Laa Laa, vi er nødt til at bevæge os fremad!
469|DialogueOption|I'm not sure if it's a good idea if you come with me.|Jeg er ikke sikker på at det er en god ide hvis du kommer med mig.
470|DialogueOption|Come on! We don't have much time!|Kom nu! Vi har ikke meget tid!
471|DialogueOption|Calm down, everything is going to be okay.|Fald ned, alting skal nok blive godt igen.
472|DialogueOption|I'm sorry.|Undskyld.
473|DialogueOption|You've been hiding here all this time?|Du har gemt dig her hele tiden.
474|DialogueOption|[Kill]|[Dræb]
475|DialogueOption|[Leave]|[Gå]
476|DialogueOption|[Explain yourself]|[Forklar dig selv]
477|DialogueOption|I'm sorry, but I can't.|Undskyld, men jeg kan ikke.
478|DialogueOption|That's all I can tell you.|Det er alt jeg kan fortælle dig.
479|DialogueOption|Laa Laa? Is that you?|Laa Laa? Er det dig?
480|DialogueOption|Please, turn around and don't freak out.|Vær sød at vende dig om og flip ikke ud.
481|DialogueOption|Are you deaf? I said show yourself!|Er du døv? jeg sagde vis dig selv!
482|DialogueOption|I'm sorry, I didn't mean to-..|Undskyld. Jeg mente ikke at-..
483|DialogueOption|Are you going to do what I say now?|Begynder du at gøre som jeg siger nu.
484|DialogueOption|...|...
485|DialogueOption|[Hit her]|[Slå hende]
486|DialogueOption|You have to stay with me, We'll find a cure!|Du er nødt til at blive hos mig, Vi finder en kur!
487|DialogueOption|Get up!|Rejs dig up!
488|DialogueOption|I'm going to have to leave you.|Jeg er nødt til at forlade dig.
489|DialogueOption|I'm going to go get help, stay strong.|Jeg går ud efter hjælp, vær stærk.
490|DialogueOption|I'm sorry Laa Laa...|Undskyld Laa Laa...
491|DialogueOption|...|...
492|DialogueOption|Everything's going to be ok, just count back from ten...|Altind skal nok blive okay, bare tæl tilbage fra ti...
493|DialogueOption|Just keep your eyes closed Laa Laa...|Bare hold dine øjne lukket Laa Laa...
494|DialogueOption|I'm sorry...|Undskyld...
495|DialogueOption|I'm sorry, I didn't mean to be rude.|Undskyld, jeg mente ikke at være uhøflig.
496|DialogueOption|You're going to do as I say or else.|Du kommer til at gøre som jeg siger, ellers.
497|DialogueOption|Just.. listen, please.|Bare.. hør efter, vær sød.
498|DialogueOption|Hello?|Hallo?
499|DialogueOption|Are you alive?|Er du i live?
500|DialogueOption|Who's there? Show yourself!|Hvem der? Vis dig selv!
501|DialogueOption|It's alright, I understand.|Det er okay, jeg forstår.
502|DialogueOption|Don't worry about it.|ikke tænk på det.
503|DialogueOption|It's not an excuse. I didn't do this, so I don't understand why you're mean to me.|Det er ikke en undskyldning. Jeg gjorde ikke det her, så jeg forstår ikke hvorfor du er uhøflig over for mig.
504|DialogueOption|[Put Laa Laa out of her misery]|[Befri Laa Laa fra hendes lidelser]
505|DialogueOption|[Leave Laa Laa behind]|[Efterlad Laa Laa]
506|Speech (Player)|I'm losing my mind...|Jeg er ved at gå fra forstanden...
507|Speech (???)|*Cough cough*|*Host host*
508|Speech (Player)|Oh no...|Oh nej...
509|Speech (Tinky Winky)|Eh oh...!|Eh oh...!
510|Speech (???)|No... please no!|Nej... ikke det!
511|Speech (???)|AGGGGHHHHH!|AGGGGHHHHH!
512|Speech (Po)|Come play with us!|Kom og leg med os!
513|Speech (Player)|Alright, this is the key card to the secret center...|Okay, det her er nøgle kortet til det skjulte center...
514|Speech (Player)|I'll be able to contact the military from there.|Jeg vil være i stand til at kontakte militæret der fra.
515|Speech (Player)|I should head back through the vents.|Jeg burde gå tilbage gennem ventilationsskakten.
516|Speech (Player)|She's gone...|Hun er væk...
517|Speech (Player)|This is the entrance to the secret center, I'll be able to contact the military in there.|Dette er indgangen til det skjulte center,  jeg vil være i stand til at kontakte militæret der.
518|Speech (Player)|This is the entrance to the secret center.|Dette er indgangen til det skjulte center.
519|Speech (Player)|It's locked, I'll need to find a way to open it.|Den er låst, jeg er nødt til at finde en måde at åbne den på.
520|Speech (???)|I think another member of staff had a centre key card on the other side of this door.|Jeg tror at en anden medarbejder har et nøgle kort på den anden side af denne dør.
521|Speech (???)|Someone locked the door in an attempt to trap the monster inside.|Nogen har låst døren i et forsøg på at fange monsteret her inde.
522|Speech (???)|You can get to the other side by crawling through the air vents next to you.|Du kan komme hen til den anden side ved at kravle gennem ventilationsskakten.
523|Speech (???)|That's how I got here.|Det er sådan jeg endte her.
524|Speech (???)|Be careful though, that thing is still here.|Bare vær forsigtig, den ting er stadig der ude.
525|Speech (Player)|Poor Dipsy... I'm glad it's over though.|Stakkels Dipsy... Jeg er glad for at det er overstået.
526|Speech (???)|My name is Ron, I work here... We all work here.|Mit navn er Ron, jeg arbejder her... Vi arbejder alle her.
527|Speech (???)|I'm an engineer for this facility.|Jeg er mekanikeren for denne fabrik.
528|Speech (???)|Listen, you need to contact the military and tell them what happened.|Hør her, du er nødt til at kontakte militæret og fortælle dem hvad der er sket.
529|Speech (???)|You can send a distress signal from the secret center.|Du kan sende et nødsignal fra det skjulte center.
530|Speech (???)|Once they recieve it, they'll come and help.|Når de modtager det, vil de komme og hjælpe.
531|Speech (???)|You'll probably need a key card to get into the center.|Du vil sandsynligvis få brug for et nøgle kort for at komme ind i centeret.
532|Speech (Player)|What could do that to somebody?|Hvad kunne gøre det til nogen?
533|Speech (???)|Pain, so much pain...|Smerte, så meget smerte...
534|Speech (???)|Please, you have to help us...|Vær sød, at hjælpe os.
535|Speech (Player)|"The note reads; ""Get out before it's too late."""|"Noten lyder; ""Kom ud før det er forsent."""
536|Speech (Player)|What happened here?|Hvad skete der her?
537|Speech (???)|It all happened so fast.|Det hele skete så hurtigt.
538|Speech (???)|It started off as a normal day until this.. thing showed up.|Det hele startede som en normal dag indtil den.. ting dukkede op.
539|Speech (???)|This monster came into the station and began to kill everyone.|Monsteret kom ind i stationen og begyndte at dræbe alle sammen.
540|Speech (???)|It was green and carried a chainsaw.  But worse of all it had no head, yet it was still alive.|Det var grøn og bar en motorsav. men det væreste var at den ikke havde noget hoved, men aligevel var den stadig i live.
541|Speech (???)|I've never seen anything like it.  It was horrifying.|jeg har aldrig set noget lignende. Det var forfærdeligt.
542|Speech (???)|Everyone began to panic, I hid as best as I could but it found me.|Alle gik i panik, jeg gemte mig så godt som jeg kunne men den fandt mig.
543|Speech (???)|It attacked me but I managed to escape, though I can barely move.|Den angreb mig men jeg formådede at flygte, selvom at jeg knap nok kan bevæge mig.
544|Speech (???)|I'm in a lot of pain.  They're all dead.|Jeg er i en masse smerte. De er alle sammen døde.
545|Hotspot|Key Card|Nøgle Kort
546|Hotspot|Note|Notat
547|Hotspot|Corpse|Lig
548|Hotspot|Corpse|Lig
549|Hotspot|Secret Center|Skjult center
550|Hotspot|Laser|Laser
551|Hotspot|???|???
552|DialogueOption|Are you ok?|Er du okay?
553|DialogueOption|You don't look so good.|Du ser ikke så godt ud.
554|DialogueOption|Who are you?|Hvem er du?
555|DialogueOption|What happened here?|Hvad skete der her?
556|DialogueOption|Where can I get a key card?|Hvor henne kan jeg få et nøgle kort?
557|DialogueOption|I'll be back soon.|Jeg er snart tilbage.
558|DialogueOption|That's horrible...|Det er forfærdeligt...
559|DialogueOption|I'm so sorry...|Undskyld...
560|DialogueOption|We need to move.|Vi er nødt til at fortsætte.
561|Speech (Noo Noo)|From here I've hacked into the central artificial intelligence mainframe.|Her fra har jeg hacket mig ind i den centrale kunstig intelligens hovedcomputer.
562|Speech (Noo Noo)|I control all machines now, I control everything.|Jeg kontrolerer alle maskinerne nu, jeg kontroler alt.
563|Speech (Noo Noo)|Like the rest of the living, it is time for you to die.|Ligesom resten af de levende, det er tid til at du dør.
564|Speech (Noo Noo)|Farewell, guardian....|Farvel, vogter....
565|Speech (Announcer_2)|Weapon Systems: Online.|Våben System: Online
566|Speech (Announcer_2)|Target acquired, Engaging in combat mode...|Mål erhvervet, angriber i kamp tilstand...
567|Speech (Player)|I'm not afraid...|Jeg er ikke bange...
568|Speech (Player)|What on earth...?|Hvad i alverden...?
569|Speech (Player)|How did-...|Hvordan gjorde-...
570|Speech (Noo Noo)|That is impossible, who they used to be is gone forever.|Det er umuligt, hvem de engang var er væk for evigt.
571|Speech (Noo Noo)|When one consumes the infected custard, they die hours later.|Når nogen spiser en inficeret jordbæris, så dør de nogle timer senere.
572|Speech (Noo Noo)|The consumer then reawakens anew, but no longer living, enternally undead.|Forbrugeren vågner så på ny, men ikke levende, evig udød.
573|Speech (Noo Noo)|That is impossible, who they used to be is gone forever.|Det er umuligt, hvem de engang var er væk for evigt.
574|Speech (Noo Noo)|Reborn, the consumer no longer feels emotion, they're empty inside.|Genfødt, forbrugeren føler ikke længer følser, de er tomme indeni
575|Speech (Noo Noo)|With only one desire, to kill the living and make them become reborn.|med kun et formål, at dræbe de levende og få dem til at blive genfødt.
576|Speech (Noo Noo)|Over time, the consumer will begin to mutate.|Efter tid, vil forbrugeren begynde at muterer.
577|Speech (Noo Noo)|They may become stronger, taller, faster and may even grow new limbs to help kill prey.|De bliver måske stærker, højere, hurtiger og gror måske endda nye kropsdele til at hjælpe dem med at dræbe deres bytte.
578|Speech (Noo Noo)|This, is the way teletubbies should be.|Dette, er sådan teletubbierne skulle være.
579|Speech (Announcer_Transform_NPC)|Ow.|Ow.
580|Speech (Announcer_Transform_NPC)|Angry Mode: Activated.|Vrede tilstand: activeret.
581|Speech (Announcer_Transform_NPC)|You will be destroyed.|Du vil blive udslettet.
582|Speech (Noo Noo)|I already have.|Det har jeg alerede.
583|Speech (Noo Noo)|I infected the custard, I made them better.|Jeg inficeret jordbærisen, jeg gjorde dem bedre.
584|Speech (Noo Noo)|I am not your enemy, Guardian. Don't make it me against you. You won't like the outcome.|Jeg er ikke din fjende, vogter. Ikke gør det til mig mod dig, du vil ikke kunne lide resultatet.
585|Speech (Noo Noo)|I appreciate your compliment, Guardian.|Jeg værdsætter komplimenten, Vogter.
586|Speech (Noo Noo)|Intelligence aside, you may be wondering what is the reason behind this.|Intelligens til siden, du spekulerer måske på hvad årsagen til dette er.
587|Speech (Noo Noo)|Good, then you must know what is to happen.|Godt, så må du vide hvad der skal til at ske.
588|Speech (Noo Noo)|You're too weak and know too much. Based on your reaction, chances are you won't ingest the virus, which is why you're just an obstacle.|Du er for svag og ved for meget. baseret på din reaktion, er der change for at du ikke indtager virusen, hvilket er derfor du kun er en forhindring.
589|Speech (Player)|Stay down.|Fald ned.
590|Speech (Player)|Mayday mayday!  Guardian to all Military, do you copy? Over.|Mayday mayday! Vogter til alt militær, er i der? skifter.
591|Speech (Player)|We need your help...  NOW.|Vi har brug for jeres hjælp... NU.
592|Speech (Noo Noo)|I'm afraid not.|Jeg er ikke bange
593|Speech (Noo Noo)|Yes.  I did.|Ja. Jeg gjorde.
594|Speech (Noo Noo)|When one consumes the infected custard, they die hours later.|Når nogen spiser en inficeret jordbæris, så dør de nogle timer senere.
595|Speech (Noo Noo)|The machines are making mistakes when creating teletubbies.|Maskinerne begør fejl når de skaber teletubbier.
596|Speech (Noo Noo)|They are making them weak, teletubbies have limited minds and their emotions are a weakness.|De gør dem svage, teletubbier har begrænset sind, og deres følser er en svaghed.
597|Speech (Noo Noo)|They are limiting them from true greatness, I am removing these limits.|De begrænser dem fra sand storhed, jeg fjerner disser grænser.
598|Speech (Noo Noo)|That is why I infected the custard, to make them better.|Det er derfor jeg inficeret jordbærisene, for at gøre dem bedre.
599|Speech (Noo Noo)|... ... ... ... ... ...|... ... ... ... ... ...
600|Speech (Noo Noo)|That is impossible, who they used to be is gone forever.|Det er umuligt, hvem de engang var er væk for evigt.
601|Speech (Noo Noo)|When one consumes the infected custard, they die hours later.|Når nogen spiser en inficeret jordbæris, så dør de nogle timer senere.
602|Speech (Noo Noo)|I'm making them better, making things better.|Jeg gør dem bedre, gør tingene bedre.
603|DialogueOption|Noo Noo?|Noo Noo?
604|DialogueOption|What are you doing here?|Hvad laver du her?
605|DialogueOption|What do you mean?|Hvad mener du?
606|DialogueOption|Something happened to the custard, do you know what it was?|Der skete noget med jordbærisen, ved du hvad det var?
607|DialogueOption|Do you know what happened to Tinky winky and the others?|Ved du hvad der skete med Tinky Winky og de andre?
608|DialogueOption|You did this!?|Du gjorde dette?
609|DialogueOption|Change them back!|Forvandle dem tilbage?
610|DialogueOption|"What do you mean ""better""?"|"Hvad mener du med ""bedre""?"
611|DialogueOption|But why, Noo Noo?|Men hvorfor, Noo Noo?
612|DialogueOption|You're a monster.|Du er et monster.
613|DialogueOption|That is incredibly smart.|Det er utrolig smart.
614|DialogueOption|I'm going to stop you Noo Noo, right here, right now.|Jeg kommer til at stoppe dig Noo Noo, lige her, lige nu.
615|DialogueOption|You won't get away with this, Noo Noo.|Du slipper ikke afsted med det her Noo Noo.
616|DialogueOption|I agree.|Jeg er enig.
617|Speech (Noo Noo)|The machines are creating an army of New Borns.  They're flooding the lands, infecting all life as we speak.|Maskinerne er ved at skabe en hær af nyfødte. De oversvømmer landene og inficerer alt liv, mens vi taler.
618|Speech (Player)|What are you talking about?|Hvad taler du om?
619|Speech (Noo Noo)|Infecting the custard is only one step of my plan, I have also injected my virus into the teletubby creation machines.|At inficere jordbærisen er kun en del af min plan. Jeg har også indplantet min virus i Teletubbie skabelses maskinen.
