ID|Type|Original line|The translation
306|Speech (Player)|Oh no, it looks like the lens cracked when I dropped it.|Oh non, on dirait que l'objectif s'est fissuré quand je l'ai laissé tomber.
307|Speech (???)|...............|...............
308|Hotspot|Gate|Porte
309|Hotspot|Fire|Feu
310|Hotspot|Eyeball|Globe Oculaire
311|Hotspot|Pipe|Tuyau
312|Hotspot|Bloody Remains|Restes Ensanglantés
313|Hotspot|Raw Meat|Viande Crue
314|Hotspot|Bloody Remains|Restes Ensanglantés
315|Hotspot|Custard Splat|Tubby-Délice Écrasé
316|Hotspot|Trees|Arbres
317|Hotspot|Stump|Souche
318|Hotspot|Stump|Souche
319|Hotspot|Droid|Droïde
320|DialogueOption|[Go Left]|[Aller à Gauche]
321|DialogueOption|[Go Right]|[Aller à Droite]
322|DialogueOption|[Go Left]|[Aller à Gauche]
323|DialogueOption|[Go Right]|[Aller à Droite]
324|DialogueOption|The master, is that the thing that took me?|Le maître, est-ce que c'est ce qui m'a emmené?
325|DialogueOption|Why was I brought here?|Pourquoi ai-je été amené ici??
326|DialogueOption|I'm not food!|Je ne suis pas de la nourriture!
327|DialogueOption|Who are you?|Qui êtes-vous?
328|DialogueOption|What are you doing?|Que faites-vous?
329|DialogueOption|Have you seen my night vision camera?|Avez-vous vu ma caméra?
330|DialogueOption|Goodbye.|Aurevoir.
331|DialogueOption|[Go Left]|[Aller à Gauche]
332|DialogueOption|[Go Right]|[Aller à Droite]
333|DialogueOption|I need to get to the outskirts and find the satellite station.|Je dois me rendre à la périphérie et trouver la station de satellite.
334|DialogueOption|I need to find my night vision camera.|Je dois retrouver ma caméra.
335|DialogueOption|None of your business.|Ça ne vous concerne pas.
336|DialogueOption|I plan to be long gone before your master finds out.|J'ai l'intention de partir bien avant que votre maître ne le découvre.
337|DialogueOption|Come with me, you're a slave!|Venez avec moi, vous êtes un esclave!
338|DialogueOption|You're a coward.|Vous êtes un froussard.
339|DialogueOption|[Go Left]|[Aller à Gauche]
340|DialogueOption|[Go Right]|[Aller à Droite]
341|DialogueOption|Please, don't kill me...|Je vous en prie, ne me tuez pas...
342|DialogueOption|Where are you taking me?|Où m'emmenez-vous?
343|DialogueOption|Who are you?|Qui êtes-vous?
344|DialogueOption|...|...
345|Speech (Player)|At last I'm here... This is the entrance to the satellite station.|Enfin... Voilà l'entrée de la station de satellite.
346|Speech (Player)|Hmm... How do I get in?|Hmm... Comment suis-je censé entrer?
347|Speech (Lala_Alive)|......................................|......................................
348|Speech (Player)|Why are you here anyway? I thought you were... well..|Pourquoi es-tu là? Je pensais que tu étais... eh bien..
349|Speech (Lala_Alive)|I ran away... from Tinky Winky... before he caught me in the house. I ran away until I came across this place, so I used it as a hideout. He tried to-... H-he caused-... *sniff* They are all dead.|Je me suis enfui ... de Tinky Winky ... avant qu'il ne m'attrape dans la maison. Je me suis enfui jusqu'ici, alors je m'en suis servi comme cachette. Il a essayé de-... Il a causé-... *sniff* Ils sont tous morts.
350|Speech (Player)|Oh no, Laa Laa's here...|Oh non, Laa-Laa est ici...
351|Speech (Player)|Tinky Winky scratched out her eyes, she can't see me.|Tinky Winky a crevé ses yeux, elle ne peut pas me voir.
352|Speech (Player)|But she can still hear me, I need to be quiet...|Mais elle peut toujours m'entendre, Je dois être discret...
353|Speech (Player)|I should find all the custards in this area before proceeding to the satellite station.|Je dois trouver tous les tubby-délices de ce lieu avant d'accéder à la station.
354|Speech (Lala_Alive)|W-who are you? How do you know me?|Q-qui es-tu? Comment me connais-tu?
355|Speech (Player)|The satellite station isn't far from here, let's go.|Aller, la station n'est pas très loin.
356|Speech (Lala_Alive)|*Cough cough cough*|*Tousse tousse tousse*
357|Speech (Lala_Alive)|So... *sniff* what's your plan?|Donc... *sniff* quel est ton plan?
358|Speech (Player)|We need to get to the satellite station, we'll be able to find help there.  Whatever you do, no matter now hungry you are, don't eat any custards you find.|Nous devons nous rendre dans la station de satellite, pour recevoir de l'aide. Quoi qu'il en soit, peu importe la faim que tu éprouves, ne mange pas les tubby-délices que tu trouve.
359|Speech (Lala_Alive)|But.. I ate a custard.. the night that all of this happened.|Mais.. J'en ai mangé un.. La nuit où tout s'est passé.
360|Speech (Player)|Come on, follow me.|Allez, suis-moi.
361|Speech (Player)|My night vision camera might be useful for navigating through this rubble.|La vision nocturne de ma caméra pourrait être utile pour naviguer à travers ces décombres.
362|Speech (Lala_Alive)|I'm just... broken.|Je suis juste... fatiguée.
363|Speech (Lala_Alive)|Yeah.. *sniff* It's the only place that wasn't secured by some creepy creature. I had a tough time going through that.. horrible, brown monster.|Ouais.. *sniff*  C'est le seul endroit qui n'était pas gardé par une créature effrayante. J'ai eu un moment difficile avec cet ... horrible monstre brun.
364|Speech (Lala_Alive)|It hurts.. so much...|Ça fait mal.. tellement mal...
365|Speech (Lala_Alive)|I don't know if I'm going to be ok...|Je ne sais pas si je serai en bonne forme...
366|Speech (Lala_Alive)|Y-yes... I'm sorry.|O-oui... Je suis désolée.
367|Speech (Lala_Alive)|W-who are you?! D-don't touch me!|Q-qui es-tu?! N-ne me touche pas!
368|Speech (Player)|That's the station alright...|C'est bien la station...
369|Speech (Lala_Alive)|I will... *Sniff* ...-I miss home...|Je vais... *Sniff* ...-La maison me manque...
370|Speech (Lala_Alive)|I need to know what's going on here if you're going to talk to me.|Je voudrais savoir ce qui se passe ici, si tu viens me parlez.
371|Speech (Lala_Alive)|Go away!|Va t'en!
372|Speech (Lala_Alive)|W-.. wait, don't leave me.  Please..|A-.. attends, ne me laisse pas.  Je t'en prie..
373|Speech (Lala_Alive)|G-..... Guardian..?|G-..... Gardien..?
374|Speech (Lala_Alive)|...I'm sorry.|...Je suis désolée.
375|Speech (Player)|These pillars look like they're about to collapse...|On dirait que ces piliers ne vont pas tarder à s'effondrer...
376|Speech (Player)|Maybe I could find a way to trap Laa Laa under them.|Peut-être que je pourrais trouver un moyen de piéger Laa-Laa en-dessous.
377|Speech (Player)|The station goes all the way through these mountains.|La station passe tout au long de ces montagnes.
378|Speech (Player)|I wonder how I can open this door.|Je me demande comment je peux ouvrir cette porte.
379|Speech (Lala_Alive)|And who the hell are you to give me orders? Leave, now.|Et qui es-tu pour me donner des ordres? Va t'en.
380|Speech (Lala_Alive)|Tell me about it, I'm not feeling pretty well.|Parles en, Je ne me sens pas très bien.
381|Speech (Player)|Another custard? How did that get here...|Un autre tubby-délice? Comment est-ce arrivé ici...
382|Speech (Player)|I should look around this area for more custards before something eats them.|Je dois vérifier les parages pour en trouver d'autres, avant que quelque chose ne les mange.
383|Speech (Player)|Alright, I think that's all of them...|Bien, Je pense que c'est bon...
384|Speech (Player)|Damn, Laa Laa is blocking the exit, I'll need to get rid of her somehow.|Zut, Laa-Laa bloque la sortie, Je vais devoir me débarrasser d'elle.
385|Speech (Lala_Alive)|Please, don't leave me here...|Je t'en prie, ne me laisse pas ici...
386|Speech (Lala_Alive)|I'm trying, but... it hurts...|J'essaye, mais... ça fait mal...
387|Speech (Lala_Alive)|"Hmm, Fine then... "|"Hmm, Bon d'accord... "
388|Speech (Player)|I was ordered to watch Tinky Winky, Dipsy, Po and you.|On m'a ordonné de vous surveiller, toi, Tinky Winky, Dipsy et Po.
389|Speech (Player)|I'm meant to prevent things from going wrong, such as preventing any of you from leaving the Teletubby lands.|Mon rôle est de faire en sorte que rien de mal ne se passe, et que vous ne quittiez pas votre pays.
390|Speech (Lala_Alive)|...What are you talking about?|...De quoi tu parles?
391|Speech (Player)|Everytime any of you tried to leave the lands, we would erase any memories of what you've seen outside the Teletubby Lands, and drag you back in. I'm supposed to look out for when that happens.|Chaque fois que l'un d'entre essaye de quitter les terres, nous effacons tous les souvenirs de ce que vous avez vu en dehors de ces terres, et nous vous y ramenons. Je dois vous surveiller lorsque cela se produit.
392|Speech (Lala_Alive)|"..""We""?"|"..""Nous""?"
393|Speech (Player)|Yes. There's more people working with me, but that's classified.|Oui. Il y a d'autres personnes qui travaillent avec moi, mais c'est classé.
394|Speech (Lala_Alive)|I-... No. That can't be true.|Je-... Non. Ça ne peux pas être vrai.
395|Speech (Lala_Alive)|...Why weren't we aware of this?|...Pourquoi n'étions-nous pas au courant de cela?
396|Speech (Player)|We couldn't risk your security. You could of tried to escape if you knew there was something more beyond the mountains.|Nous ne pouvions pas risquer votre sécurité. Vous auriez pu essayer de vous échapper si vous saviez qu'il y avait quelque chose de plus au-delà des montagnes.
397|Speech (Lala_Alive)|...You knew.|...Tu le savais.
398|Speech (Lala_Alive)|You knew this would happen. You knew something was wrong.|Tu savais que cela allait se produire. Tu savais que quelque chose clochait.
399|Speech (Player)|I'm sorry, but I didn't-|Je suis désolé, mais je ne voulais-
400|Speech (Lala_Alive)|You knew that whatever caused Tinky Winky to become a monster existed. Now they are dead.|Tu savais que ce qui a amené Tinky Winky à devenir un monstre existait. Maintenant, ils sont morts.
401|Speech (Lala_Alive)|ALL OF THEM are dead. And it's only you to blame for not doing anything about it!|ILS SONT TOUS morts. Et c'est seulement à toi de t'en vouloir pour n'avoir rien fait à ce sujet!
402|Speech (Player)|Laa Laa, please, listen to me.|Laa-Laa, je t'en prie, écoute moi.
403|Speech (Lala_Alive)|NO, YOU LISTEN. You could of done something to stop this, and you didn't.  You just wanted to stay hidden in your wonderful cave stalking us.|NON, TU M'ÉCOUTES. Tu aurai pu faire quelque chose, mais non. Tu voulais juste rester dans ta jolie petite grotte, à nous observer.
404|Speech (Lala_Alive)|You don't care about us, you just care about your god damn job! If you did care then you could of showed yourself to us!|Tu te fiches de nous, tu ne t'intéresses qu'à ton fichu travail! Si tu faisais vraiment attention à nous, alors tu te serais montré à nous.
405|Speech (Player)|I had no clue this was going to happen, alright. I only knew this after it was too late, stop blaming me when I knew just as much as you did!|Je n'avais aucune idée que cela se passerait, d'accord. Je l'ai su alors qu'il était trop tard, donc ne t'énerve pas alors que j'en savais autant que vous!
406|Speech (Player)|I'm going to take you with me and find out what's going on, but if you can't stay calm, I'm going leave you here and go on my own, you hear me?|Tu vas venir avec moi et savoir ce qui se passe, mais si tu ne peux pas rester calme, je te laisserai ici, compris?
407|Speech (Lala_Alive)|... You're right. I'm sorry. I'm just.. really mad, at everything. My friends are dead and I-...|... Tu as raison. Je suis désolée. Je suis juste.. vraiment énervée, envers tout. Mes amis sont morts et je-...
408|Speech (Lala_Alive)|But I need to know who you are. I've never seen you in my life.|Mais je dois savoir qui tu es. Je ne t'ai jamais vu dans ma vie.
409|Speech (Lala_Alive)|One can only hope...|On peut seulement espérer...
410|Speech (Lala_Alive)|Yeah.. I'm going to be fine.|Ouais.. Je vais bien.
411|Speech (Player)|I'm sorry...|Je suis désolé...
412|Speech (Player)|You're at rest now....|Tu es en repos maintenant....
413|Speech (Lala_Alive)|I know, I know...|Je sais, Je sais...
414|Speech (Player)|Finially, I'm in the outskirts.  The satellite station isn't far from here...|Enfin, Je suis à la périphérie. La station n'est plus très loin...
415|Speech (Player)|I just need to get out of this canyon.|Je dois juste sortir de ce canyon.
416|Speech (Player)|I'm glad it's dawn.|Je suis heureux que ce soit l'aube.
417|Speech (Lala_Alive)|*Sniff* Ok...|*Sniff* Ok...
418|Speech (Lala_Alive)|...-Ten...  ... Nine...  ... Eight...  ....|...-Dix...  ... Neuf...  ... Huit...  ....
419|Speech (Lala_Alive)|...-Seven...  ... Six...  ... Five...  ...|...-Sept...  ... Six...  ... Cinq...  ...
420|Speech (Lala_Alive)|I hope you're right...|J'espère que tu as raison...
421|Speech (Lala_Alive)|It's okay.. you're not responsable for this, you shouldn't feel sorry.|Tout va bien.. tu n'es pas responsable, tu ne devrais pas te sentir désolé.
422|Speech (Lala_Alive)|S- ...Sorry?  Sorry for what?|D- ...Désolé?  Pourquoi?
423|Speech (Lala_Alive)|*Cough* I don't think.. I'll be strong much longer-...|*Tousse* Je ne pense pas.. Que je vais résister encore longtemps-...
424|Speech (Lala_Alive)|I wish I could say that's true but.. you don't.|J'aimerais pouvoir dire que c'est vrai, mais ... tu ne le fais pas.
425|Speech (Player)|Hmm, maybe a rock will come in handy.|Hmm, peut-être qu'un rocher sera utile.
426|Speech (Lala_Alive)|I feel.. -really strange...|Je me sens.. -vraiment bizarre...
427|Speech (Lala_Alive)|Wh-... Where are you going?|O-... Où vas-tu?
428|Speech (Player)|Blood... It's never a good sign.|Du sang... Ce n'est jamais bon signe.
429|Speech (Lala_Alive)|Ahh!|Ahh!
430|Speech (Lala_Alive)|Please, leave me alone!|Je t'en prie, laisse moi tranquille!
431|Speech (Player)|The sun is almost up...|Le soleil s'est presque levé...
432|Speech (Lala_Alive)|Sure... at least you apologized.|Sûr... tu t'es excusé au moins.
433|Speech (Player)|That should do it.|Ça devrait le faire.
434|Speech (Lala_Alive)|P-please... Don't touch me..|J-Je t'en prie... Ne me touche pas..
435|Speech (Lala_Alive)|Yeah, that's what I thought.|Ouais, c'est bien ce que je pensais.
436|Speech (Lala_Alive)|Or else.. what? You're going to hit me?|Ou sinon.. quoi? Tu vas me frapper?
437|Speech (Lala_Alive)|I.. can't.. go on.. anymore...|Je ne.. peux pas.. avancer.. plus loin...
438|Speech (Lala_Alive)|My whole body hurts... I don't want to turn into a monster.|Mon corps entier me fait mal... Je ne veux pas devenir un monstre.
439|Speech (Lala_Alive)|...-I just need to sleep... for a minute.|...-J'ai juste besoin de dormir... une petite minute.
440|Speech (Player)|I-... Ok Laa Laa...  Just keep your eyes closed, you'll be fine.|I-... Ok Laa-Laa...  Ferme bien tes yeux, ça ira.
441|Speech (Player)|I'm glad it's dawn...|Je suis content que ce soit l'aube...
442|Hotspot|Blood|Sang
443|Hotspot|Custard|Tubby-Délice
444|Hotspot|Satellite Station|Station de Satellite
445|Hotspot|Custard|Tubby-Délice
446|Hotspot|Lever|Levier
447|Hotspot|Climb|Montée
448|Hotspot|Custard|Tubby-Délice
449|Hotspot|Lever|Levier
450|Hotspot|Lever|Levier
451|Hotspot|Custard|Tubby-Délice
452|Hotspot|Custard|Tubby-Délice
453|Hotspot|Custard|Tubby-Délice
454|Hotspot|Satellite|Satellite
455|Hotspot|Lever|Levier
456|Hotspot|Custard|Tubby-Délice
457|Hotspot|Lever|Levier
458|Hotspot|Custard|Tubby-Délice
459|DialogueOption|Then.. let's hope nothing bad happens until we find a cure.|Alors.. espérons que rien de mal ne se produira jusqu'à ce qu'on trouve un remède.
460|DialogueOption|Damn, that's not good...|Zut, c'est mauvais...
461|DialogueOption|You're going to be fine, I promise.|Ça ira, Je te le promets.
462|DialogueOption|Are you okay? What are you doing here?|Ça va? Que fais-tu ici?
463|DialogueOption|Take it easy, I'm not going to hurt you.|Relax, je ne vais pas te faire de mal.
464|DialogueOption|If I tell you to turn around, you'll turn around.|Si je te demande de te retourner, tu te retourne.
465|DialogueOption|I'm... I'm the White Tubby. I'm the Guardian.|Je suis... Le Télétubbie Blanc. Je suis le Gardien.
466|DialogueOption|I'm sorry, that's classified.|Je suis désolé, c'est classé.
467|DialogueOption|None of your business.|Ça ne te concerne pas.
468|DialogueOption|Come on Laa-Laa, we need to move forward!|Allez Laa-Laa, nous devons avancer!
469|DialogueOption|I'm not sure if it's a good idea if you come with me.|Je ne sais pas si c'est une bonne idée que tu viennes avec moi.
470|DialogueOption|Come on! We don't have much time!|Allez! Nous n'avons pas beaucoup de temps!
471|DialogueOption|Calm down, everything is going to be okay.|Calme toi, tout va bien se passer.
472|DialogueOption|I'm sorry.|Je suis désolé.
473|DialogueOption|You've been hiding here all this time?|Tu t'es cachée ici depuis tout ce temps?
474|DialogueOption|[Kill]|[Tuer]
475|DialogueOption|[Leave]|[Partir]
476|DialogueOption|[Explain yourself]|[S'expliquer]
477|DialogueOption|I'm sorry, but I can't.|Je suis désolé, mais je ne peux pas.
478|DialogueOption|That's all I can tell you.|C'est tout ce que je peux te dire.
479|DialogueOption|Laa Laa? Is that you?|Laa-Laa? C'est toi?
480|DialogueOption|Please, turn around and don't freak out.|S'il te plaît, tourne-toi et ne sois pas effrayée.
481|DialogueOption|Are you deaf? I said show yourself!|Tu es sourde? Je t'ai dit de te montrer!
482|DialogueOption|I'm sorry, I didn't mean to-..|Je suis désolé, Je ne voulais-..
483|DialogueOption|Are you going to do what I say now?|Vas-tu faire ce que je te dis?
484|DialogueOption|...|...
485|DialogueOption|[Hit her]|[Frapper]
486|DialogueOption|You have to stay with me, We'll find a cure!|Reste avec moi, Nous allons trouver un remède!
487|DialogueOption|Get up!|Lève-toi!
488|DialogueOption|I'm going to have to leave you.|Je vais devoir te laisser.
489|DialogueOption|I'm going to go get help, stay strong.|Je vais chercher de l'aide, reste forte.
490|DialogueOption|I'm sorry Laa Laa...|Je suis désolé Laa-Laa...
491|DialogueOption|...|...
492|DialogueOption|Everything's going to be ok, just count back from ten...|Tout va bien se passer, compte à partir de dix...
493|DialogueOption|Just keep your eyes closed Laa Laa...|Continue de fermer tes yeux Laa-Laa...
494|DialogueOption|I'm sorry...|Je suis désolé...
495|DialogueOption|I'm sorry, I didn't mean to be rude.|Je suis désolé, Je ne voulais pas être impoli.
496|DialogueOption|You're going to do as I say or else.|Tu vas faire ce que je te dis de faire, ou sinon.
497|DialogueOption|Just.. listen, please.|Écoute moi... Je t'en prie.
498|DialogueOption|Hello?|Bonjour?
499|DialogueOption|Are you alive?|Êtes-vous vivant?
500|DialogueOption|Who's there? Show yourself!|Qui est là? Montrez-vous!
501|DialogueOption|It's alright, I understand.|Ça va, Je comprends.
502|DialogueOption|Don't worry about it.|Ne t'inquiètes pas.
503|DialogueOption|It's not an excuse. I didn't do this, so I don't understand why you're mean to me.|Ce n'est pas une excuse. Je n'ai rien fais, alors je ne comprends pas pourquoi tu es si méchante.
504|DialogueOption|[Put Laa Laa out of her misery]|[Libérer Laa-Laa de ses souffrances]
505|DialogueOption|[Leave Laa Laa behind]|[Laisser Laa-Laa]
506|Speech (Player)|I'm losing my mind...|Je perds la tête...
507|Speech (???)|*Cough cough*|*Tousse Tousse*
508|Speech (Player)|Oh no...|Oh non...
509|Speech (Tinky Winky)|Eh oh...!|Eh oh...!
510|Speech (???)|No... please no!|Non... je vous en prie!
511|Speech (???)|AGGGGHHHHH!|AGGGGHHHHH!
512|Speech (Po)|Come play with us!|Viens jouer avec nous!
513|Speech (Player)|Alright, this is the key card to the secret center...|Bien, c'est la carte-clé du centre secret...
514|Speech (Player)|I'll be able to contact the military from there.|Je pourrais contacter les militaires à partir de là.
515|Speech (Player)|I should head back through the vents.|Je devrais revenir en empruntant les conduits.
516|Speech (Player)|She's gone...|Elle a disparu...
517|Speech (Player)|This is the entrance to the secret center, I'll be able to contact the military in there.|C'est l'entrée du centre secret, Je vais pouvoir contacter les militaires ici.
518|Speech (Player)|This is the entrance to the secret center.|C'est l'entrée du centre secret.
519|Speech (Player)|It's locked, I'll need to find a way to open it.|C'est bloqué, Je dois trouver un moyen de l'ouvrir.
520|Speech (???)|I think another member of staff had a centre key card on the other side of this door.|Je pense qu'un autre membre du personnel avait une carte-clé centrale de l'autre côté de cette porte.
521|Speech (???)|Someone locked the door in an attempt to trap the monster inside.|Quelqu'un a  bloqué la porte pour tenter d'enfermer le monstre.
522|Speech (???)|You can get to the other side by crawling through the air vents next to you.|Tu peux aller de l'autre côté en utilisant les conduits d'aération qui sont à côté de toi.
523|Speech (???)|That's how I got here.|C'est comme ça que je suis arrivé ici.
524|Speech (???)|Be careful though, that thing is still here.|Sois prudent, cette chose est encore là.
525|Speech (Player)|Poor Dipsy... I'm glad it's over though.|Pauvre Dipsy... Je suis content que ce soit terminé cependant.
526|Speech (???)|My name is Ron, I work here... We all work here.|Je m'appelle Ron, Je travaille ici... Nous travaillons tous ici.
527|Speech (???)|I'm an engineer for this facility.|Je suis ingénieur dans cette installation.
528|Speech (???)|Listen, you need to contact the military and tell them what happened.|Écoute, tu dois contacter les militaires et les mettre au courant de ce qui s'est passé.
529|Speech (???)|You can send a distress signal from the secret center.|Tu peux envoyer un signal de détresse depuis le centre secret.
530|Speech (???)|Once they recieve it, they'll come and help.|Une fois reçu, ils viendront en aide.
531|Speech (???)|You'll probably need a key card to get into the center.|Tu dois probablement avoir besoin d'une carte-clé pour accéder au centre.
532|Speech (Player)|What could do that to somebody?|Qu'est-ce qui pourrais faire ça à quelqu'un?
533|Speech (???)|Pain, so much pain...|De la douleur, beaucoup de douleur...
534|Speech (???)|Please, you have to help us...|Je t'en prie, tu dois nous venir en aide...
535|Speech (Player)|"The note reads; ""Get out before it's too late."""|"Il est écrit; ""Partez avant qu'il ne soit trop tard."""
536|Speech (Player)|What happened here?|Que s'est-il passé ici?
537|Speech (???)|It all happened so fast.|Tout cela s'est passé si vite.
538|Speech (???)|It started off as a normal day until this.. thing showed up.|C'était un jour normal jusqu'à ce que cette.. chose soit apparue.
539|Speech (???)|This monster came into the station and began to kill everyone.|Le monstre est rentré dans la station et a commencé à tuer tout le monde.
540|Speech (???)|It was green and carried a chainsaw.  But worse of all it had no head, yet it was still alive.|C'était vert et ça portait une tronçonneuse. Mais le pire c'est que ça n'avait pas de tête, mais c'était quand même vivant.
541|Speech (???)|I've never seen anything like it.  It was horrifying.|Je n'ai jamais vu chose pareil. C'était terrifiant.
542|Speech (???)|Everyone began to panic, I hid as best as I could but it found me.|Tout le monde a commencé à paniquer, je me suis caché le mieux possible, mais il m'a trouvé.
543|Speech (???)|It attacked me but I managed to escape, though I can barely move.|Il m'a attaqué mais j'ai réussi à m'échapper, bien que je ne puisse à peine bouger.
544|Speech (???)|I'm in a lot of pain.  They're all dead.|Je souffre. Ils sont tous morts.
545|Hotspot|Key Card|Carte-Clé
546|Hotspot|Note|Note
547|Hotspot|Corpse|Cadavre
548|Hotspot|Corpse|Cadavre
549|Hotspot|Secret Center|Centre Secret
550|Hotspot|Laser|Laser
551|Hotspot|???|???
552|DialogueOption|Are you ok?|Ça va?
553|DialogueOption|You don't look so good.|Tu n'as pas l'air en forme.
554|DialogueOption|Who are you?|Qui es-tu?
555|DialogueOption|What happened here?|Que s'est-il passé?
556|DialogueOption|Where can I get a key card?|Où puis-je trouver cette carte-clé?
557|DialogueOption|I'll be back soon.|Je serais bien de retour.
558|DialogueOption|That's horrible...|C'est horrible...
559|DialogueOption|I'm so sorry...|Je suis si désolé...
560|DialogueOption|We need to move.|Nous devons bouger.
561|Speech (Noo Noo)|From here I've hacked into the central artificial intelligence mainframe.|D'ici j'ai piraté l'intelligence artificielle centrale.
562|Speech (Noo Noo)|I control all machines now, I control everything.|Je contrôle toutes les machines maintenant, Je contrôle tout.
563|Speech (Noo Noo)|Like the rest of the living, it is time for you to die.|Tout comme le reste des vivants, il est temps pour vous de mourir.
564|Speech (Noo Noo)|Farewell, guardian....|Adieu, gardien....
565|Speech (Announcer_2)|Weapon Systems: Online.|Système d'arme: En ligne.
566|Speech (Announcer_2)|Target acquired, Engaging in combat mode...|Cible acquise, Paré au mode combat...
567|Speech (Player)|I'm not afraid...|Je n'ai pas peur...
568|Speech (Player)|What on earth...?|Mais qu'est-ce que...?
569|Speech (Player)|How did-...|Comment-...
570|Speech (Noo Noo)|That is impossible, who they used to be is gone forever.|C'est impossible, ce qu'ils étaient a disparu pour toujours.
571|Speech (Noo Noo)|When one consumes the infected custard, they die hours later.|Lorsqu'ils mangent un tubby-délice infecté, ils meurts quelques heures après.
572|Speech (Noo Noo)|The consumer then reawakens anew, but no longer living, enternally undead.|Mais ils se réveillent ensuite, en tant que mort-vivants pour l'éternité.
573|Speech (Noo Noo)|That is impossible, who they used to be is gone forever.|C'est impossible, ce qu'ils étaient a disparu pour toujours.
574|Speech (Noo Noo)|Reborn, the consumer no longer feels emotion, they're empty inside.|Ressuscités, les consommateurs n'éprouvent plus aucune émotions, ils sont vides intérieurement.
575|Speech (Noo Noo)|With only one desire, to kill the living and make them become reborn.|Avec le seul désir de tuer les vivants pour les faire renaître.
576|Speech (Noo Noo)|Over time, the consumer will begin to mutate.|Avec le temps, les consommateurs vont subir des mutations.
577|Speech (Noo Noo)|They may become stronger, taller, faster and may even grow new limbs to help kill prey.|Ils peuvent devenir plus puissants , plus grands, plus rapides et peuvent même obtenir de nouveaux membres pour tuer leurs proies.
578|Speech (Noo Noo)|This, is the way teletubbies should be.|C'est ainsi que les Télétubbies doivent êtres.
579|Speech (Announcer_Transform_NPC)|Ow.|Ow.
580|Speech (Announcer_Transform_NPC)|Angry Mode: Activated.|Mode Colère: Activé.
581|Speech (Announcer_Transform_NPC)|You will be destroyed.|Tu vas être détruit.
582|Speech (Noo Noo)|I already have.|Je l'ai déjà fait.
583|Speech (Noo Noo)|I infected the custard, I made them better.|J'ai infecté les tubby-délices, Je les ai rendus meilleurs.
584|Speech (Noo Noo)|I am not your enemy, Guardian. Don't make it me against you. You won't like the outcome.|Je ne suis pas ton ennemi, Gardien. Ne me le fait pas devenir. Tu n'aimerai pas les conséquences.
585|Speech (Noo Noo)|I appreciate your compliment, Guardian.|J'apprécie ton compliment, Gardien.
586|Speech (Noo Noo)|Intelligence aside, you may be wondering what is the reason behind this.|Tu te demande peut-être quelle est la raison derrière cela.
587|Speech (Noo Noo)|Good, then you must know what is to happen.|Bien, alors tu devrais savoir ce qui se passe.
588|Speech (Noo Noo)|You're too weak and know too much. Based on your reaction, chances are you won't ingest the virus, which is why you're just an obstacle.|Tu es trop faible et tu en sais trop. À voir ta réaction, il est probable que tu ne veule pas ingérer le virus, c'est pourquoi tu n'es qu'un obstacle.
589|Speech (Player)|Stay down.|Reste en bas.
590|Speech (Player)|Mayday mayday!  Guardian to all Military, do you copy? Over.|Sos sos!  Gardien à tous les militaires, vous m'entendez? Terminé.
591|Speech (Player)|We need your help...  NOW.|Nous avons besoin de votre aide... MAINTENANT.
592|Speech (Noo Noo)|I'm afraid not.|J'ai bien peur que non.
593|Speech (Noo Noo)|Yes.  I did.|Oui. Je l'ai fait.
594|Speech (Noo Noo)|When one consumes the infected custard, they die hours later.|Lorsqu'ils mangent un tubby-délice infecté, ils meurts quelques heures après.
595|Speech (Noo Noo)|The machines are making mistakes when creating teletubbies.|Les machines font des erreurs en créant les Télétubbies.
596|Speech (Noo Noo)|They are making them weak, teletubbies have limited minds and their emotions are a weakness.|Ils les rendent faibles, les télétubbies ont des esprits limités et leurs émotions sont d'une faiblesse.
597|Speech (Noo Noo)|They are limiting them from true greatness, I am removing these limits.|Ils les limitent de leur vrai potentiel, Je retire ces limites.
598|Speech (Noo Noo)|That is why I infected the custard, to make them better.|C'est pourquoi j'ai infecté les tubby-délices, pour les rendre meilleurs.
599|Speech (Noo Noo)|... ... ... ... ... ...|... ... ... ... ... ...
600|Speech (Noo Noo)|That is impossible, who they used to be is gone forever.|C'est impossible, ce qu'ils étaient a disparu pour toujours.
601|Speech (Noo Noo)|When one consumes the infected custard, they die hours later.|Lorsqu'ils mangent un tubby-délice infecté, ils meurts quelques heures après.
602|Speech (Noo Noo)|I'm making them better, making things better.|Je les rends meilleurs, Je rends les choses meilleures.
603|DialogueOption|Noo Noo?|Noo Noo?
604|DialogueOption|What are you doing here?|Qu'est-ce que tu fais là?
605|DialogueOption|What do you mean?|Que veux-tu dire?
606|DialogueOption|Something happened to the custard, do you know what it was?|Quelque chose s'est produit avec les tubby-délices, sais-tu ce que c'était?
607|DialogueOption|Do you know what happened to Tinky winky and the others?|Sais-tu ce qui est arrivé à Tinky Winky et les autres?
608|DialogueOption|You did this!?|Tu as fait ça!?
609|DialogueOption|Change them back!|Annule tout ça!
610|DialogueOption|"What do you mean ""better""?"|"Que veux-tu dire par ""meilleur""?"
611|DialogueOption|But why, Noo Noo?|Mais pourquoi, Noo Noo?
612|DialogueOption|You're a monster.|Tu es un monstre.
613|DialogueOption|That is incredibly smart.|C'est incroyablement intelligent.
614|DialogueOption|I'm going to stop you Noo Noo, right here, right now.|Je vais t'arrêter Noo Noo, juste ici, maintenant.
