ID|Type|Original line|The translation
354|Speech (Lala_Alive)|W-who are you? How do you know me?|你-你是誰？你怎麼認識我的？
355|Speech (Player)|The satellite station isn't far from here, let's go.|衛星站離這兒不遠，我們走吧。
356|Speech (Lala_Alive)|*Cough cough cough*|*咳 咳 咳*
357|Speech (Lala_Alive)|So... *sniff* what's your plan?|所以…*嗅*你有什麼計畫？
358|Speech (Player)|We need to get to the satellite station, we'll be able to find help there.  Whatever you do, no matter now hungry you are, don't eat any custards you find.|我們需要去衛星站，我們能在那裡找到幫助。無論你做了什麼，不管你現在有多餓，不要吃你找到的任何奶昔。
359|Speech (Lala_Alive)|But.. I ate a custard.. the night that all of this happened.|但是..我吃了一個。這一切都發生在那天晚上。
360|Speech (Player)|Come on, follow me.|來吧，跟我來。
361|Speech (Player)|My night vision camera might be useful for navigating through this rubble.|我的夜視攝像機對於穿過這片瓦礫很有用。
362|Speech (Lala_Alive)|I'm just... broken.|我只是...壞了。
363|Speech (Lala_Alive)|Yeah.. *sniff* It's the only place that wasn't secured by some creepy creature. I had a tough time going through that.. horrible, brown monster.|是啊..*嗅*這是唯一沒有被一些可怕的生物保護的地方。我有一個艱難的經歷..那恐怖的棕色怪物。
364|Speech (Lala_Alive)|It hurts.. so much...|疼得...厲害…
365|Speech (Lala_Alive)|I don't know if I'm going to be ok...|我不知道我會不會沒事…
366|Speech (Lala_Alive)|Y-yes... I'm sorry.|是-是的…我很抱歉.
367|Speech (Lala_Alive)|W-who are you?! D-don't touch me!|你-你是誰？不要碰我！
368|Speech (Player)|That's the station alright...|這是站點....
369|Speech (Lala_Alive)|I will... *Sniff* ...-I miss home...|我會…*嗅*…-我很想念家…
370|Speech (Lala_Alive)|I need to know what's going on here if you're going to talk to me.|如果你要和我談的話，我需要知道這裡發生了什麼事。
371|Speech (Lala_Alive)|Go away!|走開！
372|Speech (Lala_Alive)|W-.. wait, don't leave me.  Please..|等-等等，別離開我。 拜託...
373|Speech (Lala_Alive)|G-..... Guardian..?|守-...守護者..?
374|Speech (Lala_Alive)|...I'm sorry.|...我很抱歉.
375|Speech (Player)|These pillars look like they're about to collapse...|這些柱子看起來好像要倒塌了…
376|Speech (Player)|Maybe I could find a way to trap Laa Laa under them.|也許我可以找到一個方法來讓他捕獲拉拉。
377|Speech (Player)|The station goes all the way through these mountains.|站點一直延伸到這些山上。
378|Speech (Player)|I wonder how I can open this door.|我不知道怎樣才能打開這扇門。
379|Speech (Lala_Alive)|And who the hell are you to give me orders? Leave, now.|你以為你是誰來命令我？給我離開。
380|Speech (Lala_Alive)|Tell me about it, I'm not feeling pretty well.|告訴我吧，我感覺不太好。
381|Speech (Player)|Another custard? How did that get here...|另一個奶昔？怎麼會在這裡的？…
382|Speech (Player)|I should look around this area for more custards before something eats them.|我應該環顧這個地區尋找更多的奶昔，避免有什麼吃了它。
383|Speech (Player)|Alright, I think that's all of them...|好吧，我想已經拿到全部了…
384|Speech (Player)|Damn, Laa Laa is blocking the exit, I'll need to get rid of her somehow.|該死的，拉拉擋住出口了，我需要擺脫她。
385|Speech (Lala_Alive)|Please, don't leave me here...|拜託，請不要在這裡離開我…
386|Speech (Lala_Alive)|I'm trying, but... it hurts...|我正在努力，但…很痛…
387|Speech (Lala_Alive)|"Hmm, Fine then... "|嗯，那好吧…
388|Speech (Player)|I was ordered to watch Tinky Winky, Dipsy, Po and you.|我奉命看守著丁丁、迪西、小波和你。
389|Speech (Player)|I'm meant to prevent things from going wrong, such as preventing any of you from leaving the Teletubby lands.|我為了避免事情出錯，就像防止你們有人要離開天線寶寶土地。
390|Speech (Lala_Alive)|...What are you talking about?|…你在說什麼？
391|Speech (Player)|Everytime any of you tried to leave the lands, we would erase any memories of what you've seen outside the Teletubby Lands, and drag you back in. I'm supposed to look out for when that happens.|當你們有人試圖離開土地，我們會删除所有你在外面的回憶，然後把你拖回來。如果發生這種情況，我就應該更小心。
392|Speech (Lala_Alive)|"..""We""?"|"..""我們""?"
393|Speech (Player)|Yes. There's more people working with me, but that's classified.|對.有很多的人和我一起工作，但那是機密的。
394|Speech (Lala_Alive)|I-... No. That can't be true.|我—…不，那不可能是真的。
395|Speech (Lala_Alive)|...Why weren't we aware of this?|…為什麼我們沒有意識到這一點呢？
396|Speech (Player)|We couldn't risk your security. You could of tried to escape if you knew there was something more beyond the mountains.|我們不能冒著你的安全行事。如果你知道山那邊還有別的東西，你可以試著逃跑。
397|Speech (Lala_Alive)|...You knew.|...你知道的。
398|Speech (Lala_Alive)|You knew this would happen. You knew something was wrong.|你知道這會發生的。你知道有什麼地方不對勁。
399|Speech (Player)|I'm sorry, but I didn't-|對不起，但我並沒有—
400|Speech (Lala_Alive)|You knew that whatever caused Tinky Winky to become a monster existed. Now they are dead.|你知道什麼使丁丁成為怪物般存在。現在他們死了。
401|Speech (Lala_Alive)|ALL OF THEM are dead. And it's only you to blame for not doing anything about it!|所有的人都死了 這是你的錯因為你沒有做任何事！
402|Speech (Player)|Laa Laa, please, listen to me.|拉拉，請聽我說...
403|Speech (Lala_Alive)|NO, YOU LISTEN. You could of done something to stop this, and you didn't.  You just wanted to stay hidden in your wonderful cave stalking us.|不，你聽著。 你可以做點什麼來阻止這件事，但是你沒有。 你只想躲在你美妙的洞穴中跟踪我們。
404|Speech (Lala_Alive)|You don't care about us, you just care about your god damn job! If you did care then you could of showed yourself to us!|你從不在乎我們，你只在乎你那他媽的工作！如果你真的關心，那麼你可以向我們展示你自己！
405|Speech (Player)|I had no clue this was going to happen, alright. I only knew this after it was too late, stop blaming me when I knew just as much as you did!|我沒想到會發生這樣的事，好吧。我只是在為時已晚之後才知道這一點。我知道的和你一樣，不要再責備我了！
406|Speech (Player)|I'm going to take you with me and find out what's going on, but if you can't stay calm, I'm going leave you here and go on my own, you hear me?|我要帶你一起去看看到底發生了什麼事，但是如果你不能保持冷靜，我就把你留在這裡，你自己去，你聽到了嗎？
407|Speech (Lala_Alive)|... You're right. I'm sorry. I'm just.. really mad, at everything. My friends are dead and I-...|…你是對的。我很抱歉.我只是…真的對什麼都瘋了，我的朋友死了，我—…
408|Speech (Lala_Alive)|But I need to know who you are. I've never seen you in my life.|但我需要知道你是誰。我從來沒有見過你。
409|Speech (Lala_Alive)|One can only hope...|只能希望...
410|Speech (Lala_Alive)|Yeah.. I'm going to be fine.|是啊..我會好起來的。
411|Speech (Player)|I'm sorry...|我很抱歉…
412|Speech (Player)|You're at rest now....|你是倖存者了……
413|Speech (Lala_Alive)|I know, I know...|我知道，我知道…
414|Speech (Player)|Finially, I'm in the outskirts.  The satellite station isn't far from here...|終於，我在郊區了。衛星站離這兒不遠…
415|Speech (Player)|I just need to get out of this canyon.|我只需要走出這個峽谷。
416|Speech (Player)|I'm glad it's dawn.|我很高興現在已是黎明。
417|Speech (Lala_Alive)|*Sniff* Ok...|*嗅* 好的...
418|Speech (Lala_Alive)|...-Ten...  ... Nine...  ... Eight...  ....|...-十...  ... 九...  ... 八...  ....
419|Speech (Lala_Alive)|...-Seven...  ... Six...  ... Five...  ...|...-七...  ... 六...  ... 五...  ...
420|Speech (Lala_Alive)|I hope you're right...|但願你是對的…
421|Speech (Lala_Alive)|It's okay.. you're not responsable for this, you shouldn't feel sorry.|沒關係…你不應對此負任何責任，你不應該感到抱歉。
422|Speech (Lala_Alive)|S- ...Sorry?  Sorry for what?|對不起……？對不起什麼？
423|Speech (Lala_Alive)|*Cough* I don't think.. I'll be strong much longer-...|*咳*我不認為…我會更加堅強的—…
424|Speech (Lala_Alive)|I wish I could say that's true but.. you don't.|我希望我能說那是真的但..你沒有
425|Speech (Player)|Hmm, maybe a rock will come in handy.|嗯，也許一塊石頭會派上用場。
426|Speech (Lala_Alive)|I feel.. -really strange...|我感覺.. -非常奇怪...
427|Speech (Lala_Alive)|Wh-... Where are you going?|欸-... 你要去哪裡?
428|Speech (Player)|Blood... It's never a good sign.|血跡... 這不是好現象.
429|Speech (Lala_Alive)|Ahh!|啊啊啊!
430|Speech (Lala_Alive)|Please, leave me alone!|拜託, 別打擾我!
431|Speech (Player)|The sun is almost up...|天要亮了,,,
432|Speech (Lala_Alive)|Sure... at least you apologized.|當然…至少你道歉了。
433|Speech (Player)|That should do it.|早就該做了。
434|Speech (Lala_Alive)|P-please... Don't touch me..|拜-拜託...別碰我！
435|Speech (Lala_Alive)|Yeah, that's what I thought.|是的，我就是這麼想的。
436|Speech (Lala_Alive)|Or else.. what? You're going to hit me?|不然..什麼？你要打我嗎？
437|Speech (Lala_Alive)|I.. can't.. go on.. anymore...|我...不能...再...繼續...下去了…
438|Speech (Lala_Alive)|My whole body hurts... I don't want to turn into a monster.|我全身疼痛…我不想變成一個怪物。
439|Speech (Lala_Alive)|...-I just need to sleep... for a minute.|-我只是需要睡覺…再一分鐘。
440|Speech (Player)|I-... Ok Laa Laa...  Just keep your eyes closed, you'll be fine.|我—…好吧拉拉…閉上你的眼睛，你會沒事的。
441|Speech (Player)|I'm glad it's dawn...|我很高興已是黎明…
442|Hotspot|Blood|血跡
443|Hotspot|Custard|奶昔
444|Hotspot|Satellite Station|衛星站
445|Hotspot|Custard|奶昔
446|Hotspot|Lever|杠杆
447|Hotspot|Climb|攀爬
448|Hotspot|Custard|奶昔
449|Hotspot|Lever|杠杆
450|Hotspot|Lever|杠杆
451|Hotspot|Custard|奶昔
452|Hotspot|Custard|奶昔
453|Hotspot|Custard|奶昔
454|Hotspot|Satellite|衛星
455|Hotspot|Lever|杠杆
456|Hotspot|Custard|奶昔
457|Hotspot|Lever|杠杆
458|Hotspot|Custard|奶昔
459|DialogueOption|Then.. let's hope nothing bad happens until we find a cure.|那麼..讓我們希望沒有壞事發生，直到我們找到治療方法。
460|DialogueOption|Damn, that's not good...|該死，那不太好…
461|DialogueOption|You're going to be fine, I promise.|你會沒事的，我保證。
462|DialogueOption|Are you okay? What are you doing here?|你沒事嗎？你在這裡幹什麼？
463|DialogueOption|Take it easy, I'm not going to hurt you.|放輕鬆點，我不會傷害你的。
464|DialogueOption|If I tell you to turn around, you'll turn around.|如果我告訴你要轉身，你就要轉過身來。
465|DialogueOption|I'm... I'm the White Tubby. I'm the Guardian.|我是…我是White Tubby。我是守護者。
466|DialogueOption|I'm sorry, that's classified.|對不起，那是機密的。
467|DialogueOption|None of your business.|不關你的事。
468|DialogueOption|Come on Laa-Laa, we need to move forward!|來啊，拉拉，我們必須前進！
469|DialogueOption|I'm not sure if it's a good idea if you come with me.|我不知道這是不是個好主意你跟我去
470|DialogueOption|Come on! We don't have much time!|來吧！我們時間不多了！
471|DialogueOption|Calm down, everything is going to be okay.|冷靜點，一切都會好起來的。
472|DialogueOption|I'm sorry.|我很抱歉.
473|DialogueOption|You've been hiding here all this time?|至始至終你都一直躲在這裡？
474|DialogueOption|[Kill]|[殺死]
475|DialogueOption|[Leave]|[離開]
476|DialogueOption|[Explain yourself]|[解釋你自己]
477|DialogueOption|I'm sorry, but I can't.|對不起，我不行。
478|DialogueOption|That's all I can tell you.|我只能告訴你這麼多。
479|DialogueOption|Laa Laa? Is that you?|拉拉？是你嗎？
480|DialogueOption|Please, turn around and don't freak out.|請轉過身來，不要害怕。
481|DialogueOption|Are you deaf? I said show yourself!|你聾了嗎？我叫你展現自己！
482|DialogueOption|I'm sorry, I didn't mean to-..|對不起，我不是故意-…
483|DialogueOption|Are you going to do what I say now?|你打算照我說的話做嗎？
484|DialogueOption|...|...
485|DialogueOption|[Hit her]|[打她]
486|DialogueOption|You have to stay with me, We'll find a cure!|你必須留下來陪我，我們會找到治療方法！
487|DialogueOption|Get up!|起來！
488|DialogueOption|I'm going to have to leave you.|我不得不離開你。
489|DialogueOption|I'm going to go get help, stay strong.|我要去尋求幫助，記得保持堅強。
490|DialogueOption|I'm sorry Laa Laa...|我很抱歉，拉拉...
491|DialogueOption|...|...
492|DialogueOption|Everything's going to be ok, just count back from ten...|一切都會好起來的，只要從十開始倒數…
493|DialogueOption|Just keep your eyes closed Laa Laa...|只要你保持閉上眼睛，拉拉...
494|DialogueOption|I'm sorry...|我很抱歉…
495|DialogueOption|I'm sorry, I didn't mean to be rude.|對不起，我不是故意要這麼無禮的。
496|DialogueOption|You're going to do as I say or else.|你會按照我說的去做。
497|DialogueOption|Just.. listen, please.|只要..請聽我說。
498|DialogueOption|Hello?|你好?
499|DialogueOption|Are you alive?|你還活著嗎？
500|DialogueOption|Who's there? Show yourself!|誰在那兒？出來！
501|DialogueOption|It's alright, I understand.|沒關係，我明白。
502|DialogueOption|Don't worry about it.|別擔心這個了。
503|DialogueOption|It's not an excuse. I didn't do this, so I don't understand why you're mean to me.|這不是藉口。我沒有這樣做，所以我不明白你為什麼對我這麼小氣。
504|DialogueOption|[Put Laa Laa out of her misery]|[把拉拉從痛苦中救出]
505|DialogueOption|[Leave Laa Laa behind]|[留下拉拉在一邊]
506|Speech (Player)|I'm losing my mind...|我要精神失常了...
507|Speech (???)|*Cough cough*|*咳 咳*
508|Speech (Player)|Oh no...|哦，不...
509|Speech (Tinky Winky)|Eh oh...!|呃哦…！
510|Speech (???)|No... please no!|不…拜託不！
511|Speech (???)|AGGGGHHHHH!|呃呃呃啊啊啊啊啊!
512|Speech (Po)|Come play with us!|來和我們一起玩！
513|Speech (Player)|Alright, this is the key card to the secret center...|好的，這是祕密中心的鑰匙卡…
514|Speech (Player)|I'll be able to contact the military from there.|我可以從那裡聯系軍隊。
515|Speech (Player)|I should head back through the vents.|我應該通過通風口回去。
516|Speech (Player)|She's gone...|她走了…
517|Speech (Player)|This is the entrance to the secret center, I'll be able to contact the military in there.|這是秘密中心的入口，我可以聯系那裡的軍隊。
518|Speech (Player)|This is the entrance to the secret center.|這是秘密中心的入口。
519|Speech (Player)|It's locked, I'll need to find a way to open it.|鎖上了，我得想個辦法打開它。
520|Speech (???)|I think another member of staff had a centre key card on the other side of this door.|我想另一個職員在門的另一面有一個鑰匙卡。
521|Speech (???)|Someone locked the door in an attempt to trap the monster inside.|有人鎖上門試圖把怪物困在裡面。
522|Speech (???)|You can get to the other side by crawling through the air vents next to you.|你可以通過你旁邊的通風口來爬到另一邊。
523|Speech (???)|That's how I got here.|我就是這樣來的。
524|Speech (???)|Be careful though, that thing is still here.|小心，那東西還在這裡。
525|Speech (Player)|Poor Dipsy... I'm glad it's over though.|可憐的迪西…我很高興結束了。
526|Speech (???)|My name is Ron, I work here... We all work here.|我叫羅恩，我在這裡工作…我們都在這裡工作。
527|Speech (???)|I'm an engineer for this facility.|我是這個設備的工程師。
528|Speech (???)|Listen, you need to contact the military and tell them what happened.|聽著，你需要聯系軍隊，告訴他們發生了什麼事。
529|Speech (???)|You can send a distress signal from the secret center.|你可以從秘密中心發出求救訊號。
530|Speech (???)|Once they recieve it, they'll come and help.|一旦他們收到了，他們就會來幫忙。
531|Speech (???)|You'll probably need a key card to get into the center.|你可能需要一張鑰匙卡才能進入中心。
532|Speech (Player)|What could do that to somebody?|有什麼人可以做成這樣？
533|Speech (???)|Pain, so much pain...|痛苦，如此痛苦…
534|Speech (???)|Please, you have to help us...|拜託，你必須幫助我們…
535|Speech (Player)|"The note reads; ""Get out before it's too late."""|便條上寫著：“在太遲之前出來。”
536|Speech (Player)|What happened here?|這裡發生了什麼事？
537|Speech (???)|It all happened so fast.|一切發生得如此之快。
538|Speech (???)|It started off as a normal day until this.. thing showed up.|它發生於一個普通的日子，直到這…事發生了。
539|Speech (???)|This monster came into the station and began to kill everyone.|這個怪物走進站點，開始殺死所有人。
540|Speech (???)|It was green and carried a chainsaw.  But worse of all it had no head, yet it was still alive.|它是綠色的。他攜帶著電鋸。但更糟糕的是它沒有頭，但它還活著。
541|Speech (???)|I've never seen anything like it.  It was horrifying.|我從來沒見過像這樣的東西。真可怕。
542|Speech (???)|Everyone began to panic, I hid as best as I could but it found me.|每個人都開始恐慌，我盡我所能地躲藏起來，但它找到了我。
543|Speech (???)|It attacked me but I managed to escape, though I can barely move.|它攻擊了我，但我設法逃跑了，儘管我幾乎動彈不得。
544|Speech (???)|I'm in a lot of pain.  They're all dead.|我疼得厲害。他們都死了。
545|Hotspot|Key Card|鑰匙卡
546|Hotspot|Note|筆記
547|Hotspot|Corpse|屍體
548|Hotspot|Corpse|屍體
549|Hotspot|Secret Center|祕密中心
550|Hotspot|Laser|雷射
551|Hotspot|???|???
552|DialogueOption|Are you ok?|你還好嗎？
553|DialogueOption|You don't look so good.|你看起來不太好。
554|DialogueOption|Who are you?|你是誰？
555|DialogueOption|What happened here?|這裡發生了什麼事？
556|DialogueOption|Where can I get a key card?|我在哪兒能得到鑰匙卡？
557|DialogueOption|I'll be back soon.|我很快就會回來的。
558|DialogueOption|That's horrible...|那太可怕了…
559|DialogueOption|I'm so sorry...|我很抱歉…
560|DialogueOption|We need to move.|我們需要走走。
561|Speech (Noo Noo)|From here I've hacked into the central artificial intelligence mainframe.|我在這裡侵入了中央人工智慧主機。
562|Speech (Noo Noo)|I control all machines now, I control everything.|我現在在控制所有的機器，我控制著一切。
563|Speech (Noo Noo)|Like the rest of the living, it is time for you to die.|像其他的生物一樣，是死亡的時候了。
564|Speech (Noo Noo)|Farewell, guardian....|再見，守護者…
565|Speech (Announcer_2)|Weapon Systems: Online.|武器系統：在線。
566|Speech (Announcer_2)|Target acquired, Engaging in combat mode...|目標確認，進入戰鬥模式…
567|Speech (Player)|I'm not afraid...|我並不害怕…
568|Speech (Player)|What on earth...?|到底是什麼...？
569|Speech (Player)|How did-...|那是怎麼-...
570|Speech (Noo Noo)|That is impossible, who they used to be is gone forever.|這是不可能的，他們永遠消失了。
571|Speech (Noo Noo)|When one consumes the infected custard, they die hours later.|當一個人食用受感染的奶昔時，他們會在數小時後死去。
572|Speech (Noo Noo)|The consumer then reawakens anew, but no longer living, enternally undead.|然後，消費者重新醒來，但不再生，是謂永遠不死。
573|Speech (Noo Noo)|That is impossible, who they used to be is gone forever.|這是不可能的，他們永遠消失了。
574|Speech (Noo Noo)|Reborn, the consumer no longer feels emotion, they're empty inside.|重生，讓消費者不再感受情感，他們的內心是空虛的。
575|Speech (Noo Noo)|With only one desire, to kill the living and make them become reborn.|它們只有一個願望，殺死活人，使他們重生。
576|Speech (Noo Noo)|Over time, the consumer will begin to mutate.|隨著時間的推移，消費者將開始變異。
577|Speech (Noo Noo)|They may become stronger, taller, faster and may even grow new limbs to help kill prey.|它們可能會變得更強壯、更高、更快，甚至可以長出新肢來殺死獵物。
578|Speech (Noo Noo)|This, is the way teletubbies should be.|這，就是天線寶寶應該做的。
579|Speech (Announcer_Transform_NPC)|Ow.|噢.
580|Speech (Announcer_Transform_NPC)|Angry Mode: Activated.|憤怒模式：啟動。
581|Speech (Announcer_Transform_NPC)|You will be destroyed.|你將被毀滅。
582|Speech (Noo Noo)|I already have.|我已經有了。
583|Speech (Noo Noo)|I infected the custard, I made them better.|我感染了奶昔，我做得更好。
584|Speech (Noo Noo)|I am not your enemy, Guardian. Don't make it me against you. You won't like the outcome.|我不是你的敵人啊，守護者。別讓我反抗你。你不會喜歡結果的。
585|Speech (Noo Noo)|I appreciate your compliment, Guardian.|我很欣賞你的讚美，守護者。
586|Speech (Noo Noo)|Intelligence aside, you may be wondering what is the reason behind this.|撇開情報不談，你可能想知道這背後的原因是什麼。
587|Speech (Noo Noo)|Good, then you must know what is to happen.|好，那麼你最好知道會發生什麼。
588|Speech (Noo Noo)|You're too weak and know too much. Based on your reaction, chances are you won't ingest the virus, which is why you're just an obstacle.|你太軟弱，但你知道得太多。根據你的反應，你可能不會攝入病毒，這就是為什麼你只是一個障礙物。
589|Speech (Player)|Stay down.|蹲下.
590|Speech (Player)|Mayday mayday!  Guardian to all Military, do you copy? Over.|求救！求救！守衛、乃至所有軍人！聽到請恢復！完畢。
591|Speech (Player)|We need your help...  NOW.|我們需要你的幫助。就是現在.
592|Speech (Noo Noo)|I'm afraid not.|恐怕不行。
593|Speech (Noo Noo)|Yes.  I did.|對。我做的。
594|Speech (Noo Noo)|When one consumes the infected custard, they die hours later.|當一個人食用受感染的奶昔時，他們會在數小時後死去。
595|Speech (Noo Noo)|The machines are making mistakes when creating teletubbies.|機器創造天線寶寶時發生了錯誤。
596|Speech (Noo Noo)|They are making them weak, teletubbies have limited minds and their emotions are a weakness.|他們使他們變弱，天線寶寶有著有限的心智，它們的情感是也是一個弱點。
597|Speech (Noo Noo)|They are limiting them from true greatness, I am removing these limits.|他們正在限制他們至真正的偉大，我正在取消這些限制。
598|Speech (Noo Noo)|That is why I infected the custard, to make them better.|這就是為什麼我感染了奶昔，為了使它們更好。
599|Speech (Noo Noo)|... ... ... ... ... ...|... ... ... ... ... ...
600|Speech (Noo Noo)|That is impossible, who they used to be is gone forever.|這是不可能的，他們永遠消失了。
601|Speech (Noo Noo)|When one consumes the infected custard, they die hours later.|當一個人食用受感染的奶昔時，他們會在數小時後死去。
602|Speech (Noo Noo)|I'm making them better, making things better.|我讓他們做得更好，使事情變得更好。
603|DialogueOption|Noo Noo?|努努?
604|DialogueOption|What are you doing here?|你在這裡幹什麼？
605|DialogueOption|What do you mean?|什麼意思？
606|DialogueOption|Something happened to the custard, do you know what it was?|奶昔中出了點事，你知道那是什麼嗎？
607|DialogueOption|Do you know what happened to Tinky winky and the others?|你知道丁丁和其他人發生了什麼事嗎？
608|DialogueOption|You did this!?|這是你幹的!?
609|DialogueOption|Change them back!|把它們改回來！
610|DialogueOption|"What do you mean ""better""?"|你說“更好”是什麼意思？
611|DialogueOption|But why, Noo Noo?|但是為什麼，努努？
612|DialogueOption|You're a monster.|你是個怪物。
613|DialogueOption|That is incredibly smart.|那真是難以置信的聰明。
614|DialogueOption|I'm going to stop you Noo Noo, right here, right now.|我要阻止你努努，就在這裡，現在。
615|DialogueOption|You won't get away with this, Noo Noo.|你逃不掉的，努努。
616|DialogueOption|I agree.|我同意。
617|Speech (Noo Noo)|The machines are creating an army of New Borns.  They're flooding the lands, infecting all life as we speak.|機器創造了新生的軍隊。他們氾濫在這片土地上，感染了所有的生命。就如同我們說的。
618|Speech (Player)|What are you talking about?|你在說什麼呢？
619|Speech (Noo Noo)|Infecting the custard is only one step of my plan, I have also injected my virus into the teletubby creation machines.|感染奶昔只是我的一個計畫，我也在寶寶創造機器裡注射病毒。
620|Speech (Noo Noo)|Now when a new teletubby is made, they already have my virus in their bodies.|現在，每一個新寶寶出生，他們的身上也會有我的病毒。
621|Speech (Noo Noo)|The only side affect to this is that they are unable to grow fur, but that does not matter to the undead.|唯一的副作用就是它們不能長毛，但對不死生物來說沒什麼關係。
622|Speech (Noo Noo)|They are my New Borns.|他們是我的新生兒。
623|Speech (Noo Noo)|The machines are creating an army of New Borns.  They're flooding the lands, infecting all life as we speak.|機器創造了新生的軍隊。他們氾濫在這片土地上，感染了所有的生命。就如同我們說的。
624|Speech (Player)|It's the military, they're here.|是軍隊，他們在這裡。
625|Speech (Sargent)|I am Sargent Miles, We recieved a distress call.  What's the problem?|我是Sargent Miles，我們接到了求救電話。有什麼問題嗎？
626|Speech (MilitaryTubby (4))|Sir, Over here!|先生，這邊！
627|Speech (MilitaryTubby (4))|You might want to see this...|你可能想看看這個…
628|Speech (Sargent)|Dear god....|親愛的上帝啊…
629|Speech (Sargent)|Prepare all units for an invasion...|為入侵準備所有單元…
630|Speech (Player)|We must fight.|我們必須戰鬥。
631|Speech (Noo Noo)|You defeated The Announcer, you have proved to me that you hold great value.|你擊敗了播音員，你向我證明了你很有價值。
632|Speech (Noo Noo)|I've underestimated you, Guardian. By defeating The Announcer, you have proved to me that you hold great value.|我低估了你，守護者。通過擊敗播音員，你向我證明了你很有價值。
633|Speech (Noo Noo)|You are a lot smarter and stronger than I thought. You are different than the rest.|你比我想像的更聰明，更堅強。你比其他人都來得不同。
634|Speech (Noo Noo)|If you join me, then together we can make the world a better place.|如果你和我一起，我們就能一起把世界變得更美好。
635|Speech (Noo Noo)|Yes, they are part of my creation.|是的，它們是我創作的一部分。
636|Speech (Noo Noo)|I'm impressed.|令我印象深刻。
637|Speech (Sargent)|Caused what? It's just a vacuum.|造成了什麼？那只是個吸塵器。
638|Speech (Noo Noo)|It's too late, I already have.|太晚了，我已經有了。
639|Speech (Noo Noo)|It is the way things should be.|事情本來就是這樣的。
640|Speech (Sargent)|A vacuum created monsters? What do you take me for.|吸塵器創造怪物？你以為我是幹什麼的？。
641|Speech (Sargent)|Explain yourself.  Now.|你自己解釋。就是現在.
642|Speech (Noo Noo)|That is unfortunate.|真不幸。
643|Speech (MilitaryTubby)|Spread out, see if you can find anything...|散播出去，看看是否能找到任何東西…
644|Speech (MilitaryTubby)|Damn...|我操...
645|Speech (MilitaryTubby (4))|Damn... What do you think killed this poor soul?|該死…你認為是什麼殺死了這個可憐的靈魂？
646|Speech (Sargent)|The body is still warm, this happened recently.|身體仍然很暖和，應該是剛才才發生的。
647|Speech (MilitaryTubby)|Sir! We've got a problem...|先生！我們有個問題…
648|Speech (MilitaryTubby)|What the hell?|我勒個去？
649|Speech (MilitaryTubby)|What are those things?|那些東西是什麼？
650|Speech (Sargent)|All units, open fire!|所有單元，開火！
651|Speech (MilitaryTubby (2))|There's too many!|太多了！
652|Speech (MilitaryTubby (2))|We're being overrun!|我們超支了！
653|Speech (Sargent)|God help us...|天啊，幫助我們…
654|Speech (Noo Noo)|Together, we will rid the world of the weak and create a superior race.|在一起，我們將消滅世界上所有的弱者，創造一個優越的種族。
655|Speech (Noo Noo)|No, things have just begun.|不，事情剛剛開始。
656|Speech (Noo Noo)|Actually, that's the plan.|事實上，這就是計畫。
657|Speech (Player)|It's done.|結束了。
658|Speech (Player)|What th-...|什麼—…
659|Speech (Noo Noo)|Complicated? Indeed. Impossible? Definitely not.|會複雜嗎？的確。 不可能嗎？絕對不是。
660|Speech (Noo Noo)|Except that I can, my dear white fluffy friend.|除了我可以，我親愛的白色毛絨絨的朋友。
661|Speech (Player)|I'm sorry, Po.|對不起，小波。
662|Speech (Noo Noo)|We could've worked together, we could've built a better world.|我們可以一起工作，我們可以創造一個更美好的世界。
663|Speech (Noo Noo)|Do you really think you've won?|你真的認為你贏了嗎？
664|Speech (Noo Noo)|Your world is about to become ash.|你的世界即將變成灰燼。
665|Speech (Noo Noo)|You're too late.|你太遲了。
666|Speech (Noo Noo)|No, the world is. And I am going to fix it.|不，這世界才是。我要把它修好。
667|Speech (Noo Noo)|So be it, I can see you will never understand.|就這樣吧，我看你永遠不會明白。
668|Speech (Noo Noo)|You are not going to stop me, I will not allow that.|你不會阻止我的，我不會允許的。
669|Speech (Noo Noo)|Po, Kill...|小波, 殺...
670|Speech (Noo Noo)|Yes.|是。
671|Speech (Noo Noo)|Enough Po, Finish this!|夠了啊，小波, 結束它!
672|Speech (Player)|Noo Noo, stop!|努努, 停!
673|Speech (Noo Noo)|Why are you here? You should be dead.|你為什麼會在這裡？你應該死了才對。
674|Speech (Noo Noo)|Good, you've made the right decision.|好，你做出了正確的决定。
675|Speech (Noo Noo)|Come with me, we have much to do.|跟我來，我們還有很多事情要做。
676|Speech (Sargent)|Our base is quite far from here... We came as quickly as we could.|我們的基地離這裡很遠…我們盡可能快地來了。
677|Speech (Sargent)|Slow down, who's all dead?|慢點，慢點，誰死了？
678|DialogueOption|What took you so long?!|你怎麼那麼久？！
679|DialogueOption|Noo Noo caused all of this...|努努造成這一切…
680|DialogueOption|Noo Noo created monsters.|努努創造怪物。
681|DialogueOption|It's horrible, they're all dead...|太可怕了，他們都死了…
682|DialogueOption|It's over.|結束了。
683|DialogueOption|I'm shutting you down.|我要關掉你。
684|DialogueOption|Farewell, Noo Noo.|再見了，努努。
685|DialogueOption|...Shut up.|...閉嘴。
686|DialogueOption|It's over Noo Noo, give up now.|努努，已經結束了，趕快放棄。
687|DialogueOption|I defeated The Announcer.|我擊敗了播音員。
