ID|Type|Original line|The translation
324|DialogueOption|The master, is that the thing that took me?|O mestre, é aquela coisa que me levou?
325|DialogueOption|Why was I brought here?|Por que eu fui trazido aqui?
326|DialogueOption|I'm not food!|Eu não sou comida!
327|DialogueOption|Who are you?|Quem é você?
328|DialogueOption|What are you doing?|O que você está fazendo?
329|DialogueOption|Have you seen my night vision camera?|Você viu minha câmera de visão noturna?
330|DialogueOption|Goodbye.|Adeus.
331|DialogueOption|[Go Left]|[Ir para Esquerda]
332|DialogueOption|[Go Right]|[Ir para Direita]
333|DialogueOption|I need to get to the outskirts and find the satellite station.|Eu preciso chegar aos arredores e encontrar a estação do satélite.
334|DialogueOption|I need to find my night vision camera.|Preciso encontrar minha câmera de visão noturna.
335|DialogueOption|None of your business.|Não é da sua conta.
336|DialogueOption|I plan to be long gone before your master finds out.|Eu pretendo estar muito longe quando seu mestre descobrir.
337|DialogueOption|Come with me, you're a slave!|Venha comigo, você é um escravo!
338|DialogueOption|You're a coward.|Você é um covarde.
339|DialogueOption|[Go Left]|[Ir para Esquerda]
340|DialogueOption|[Go Right]|[Ir para Direita]
341|DialogueOption|Please, don't kill me...|Por favor, não me mate...
342|DialogueOption|Where are you taking me?|Onde você está me levando?
343|DialogueOption|Who are you?|Quem é você?
344|DialogueOption|...|...
345|Speech (Player)|At last I'm here... This is the entrance to the satellite station.|Até que enfim, estou aqui... Esta é a entrada da estação de satélite.
346|Speech (Player)|Hmm... How do I get in?|Humm... Como faço pra entrar?
347|Speech (Lala_Alive)|......................................|......................................
348|Speech (Player)|Why are you here anyway? I thought you were... well..|Por que você está aqui? Eu pensei que você estava... bem...
349|Speech (Lala_Alive)|I ran away... from Tinky Winky... before he caught me in the house. I ran away until I came across this place, so I used it as a hideout. He tried to-... H-he caused-... *sniff* They are all dead.|Eu fugi... de Tinky Winky... antes que ele me pegasse na casa. Fui longe até encontrar esse lugar, então o usei como esconderijo. Ele tentou-... E-ele causou-... *sniff* Eles estão todos mortos.
350|Speech (Player)|Oh no, Laa Laa's here...|Ah não, Laa Laa está aqui...
351|Speech (Player)|Tinky Winky scratched out her eyes, she can't see me.|Tinky Winky arranhou os olhos dela, ela não pode me ver.
352|Speech (Player)|But she can still hear me, I need to be quiet...|Mas ela ainda pode me ouvir, eu preciso ficar quieto...
353|Speech (Player)|I should find all the custards in this area before proceeding to the satellite station.|Eu deveria encontrar todos os cremes nesta área antes de prosseguir para a estação do satélite.
354|Speech (Lala_Alive)|W-who are you? How do you know me?|Q-quem é você? Como você me conhece?
355|Speech (Player)|The satellite station isn't far from here, let's go.|A estação de satélite não está longe daqui, vamos.
356|Speech (Lala_Alive)|*Cough cough cough*|*Cof cof cof*
357|Speech (Lala_Alive)|So... *sniff* what's your plan?|Então... *sniff* qual é seu plano?
358|Speech (Player)|We need to get to the satellite station, we'll be able to find help there.  Whatever you do, no matter now hungry you are, don't eat any custards you find.|Precisamos chegar na estação de satélite, nós seremos capazes de encontrar ajuda lá. O que quer que você faça, não importa quão faminta você esteja, não coma nenhum creminho que você encontrar.
359|Speech (Lala_Alive)|But.. I ate a custard.. the night that all of this happened.|Mas... Comi um creme... na noite em que tudo isso aconteceu.
360|Speech (Player)|Come on, follow me.|Venha, me siga.
361|Speech (Player)|My night vision camera might be useful for navigating through this rubble.|Minha câmera de visão noturna pode ser útil para navegar por este entulho.
362|Speech (Lala_Alive)|I'm just... broken.|Eu estou... quebrada.
363|Speech (Lala_Alive)|Yeah.. *sniff* It's the only place that wasn't secured by some creepy creature. I had a tough time going through that.. horrible, brown monster.|É... *sniff* É o único lugar que não foi protegido por alguma criatura assustadora. Eu tive um tempo difícil passando por aquele... horrível, monstro marrom.
364|Speech (Lala_Alive)|It hurts.. so much...|Isso machuca muito...
365|Speech (Lala_Alive)|I don't know if I'm going to be ok...|Eu não sei se eu vou ficar bem...
366|Speech (Lala_Alive)|Y-yes... I'm sorry.|S-sim... Desculpa.
367|Speech (Lala_Alive)|W-who are you?! D-don't touch me!|Q-quem é você?! N-não encoste em mim!
368|Speech (Player)|That's the station alright...|Essa é a estação, tudo bem...
369|Speech (Lala_Alive)|I will... *Sniff* ...-I miss home...|Eu vou... *sniff* ...-Sinto falta de casa...
370|Speech (Lala_Alive)|I need to know what's going on here if you're going to talk to me.|Eu preciso saber o que está acontecendo aqui se você for falar comigo.
371|Speech (Lala_Alive)|Go away!|Vá embora!
372|Speech (Lala_Alive)|W-.. wait, don't leave me.  Please..|E-.. espera, não me deixa. Por favor..
373|Speech (Lala_Alive)|G-..... Guardian..?|G-..... Guardião..?
374|Speech (Lala_Alive)|...I'm sorry.|...Desculpa.
375|Speech (Player)|These pillars look like they're about to collapse...|Esses pilares parecem estar prestes a desabar...
376|Speech (Player)|Maybe I could find a way to trap Laa Laa under them.|Talvez eu pudesse encontrar uma maneira de prender Laa Laa debaixo deles.
377|Speech (Player)|The station goes all the way through these mountains.|A estação passa por essas montanhas.
378|Speech (Player)|I wonder how I can open this door.|Eu me pergunto como eu posso abrir essa porta.
379|Speech (Lala_Alive)|And who the hell are you to give me orders? Leave, now.|E quem diabos é você para me dar ordens? Saia, agora.
380|Speech (Lala_Alive)|Tell me about it, I'm not feeling pretty well.|Conte-me sobre isso, não estou me sentindo bem.
381|Speech (Player)|Another custard? How did that get here...|Outro creme? Como isso chegou aqui...
382|Speech (Player)|I should look around this area for more custards before something eats them.|Eu deveria olhar em torno dessa área para mais creminhos antes que algo os coma.
383|Speech (Player)|Alright, I think that's all of them...|Tudo bem, acho que é tudo...
384|Speech (Player)|Damn, Laa Laa is blocking the exit, I'll need to get rid of her somehow.|Droga, Laa Laa está bloqueando a saída, preciso me livrar dela de alguma forma.
385|Speech (Lala_Alive)|Please, don't leave me here...|Por favor, não me deixa aqui...
386|Speech (Lala_Alive)|I'm trying, but... it hurts...|Estou tentando, mas... dói...
387|Speech (Lala_Alive)|"Hmm, Fine then... "|Humm, tá bom então...
388|Speech (Player)|I was ordered to watch Tinky Winky, Dipsy, Po and you.|Fui ordenado a assistir Tinky Winky, Dispy, Po e você.
389|Speech (Player)|I'm meant to prevent things from going wrong, such as preventing any of you from leaving the Teletubby lands.|Estou destinado a impedir que as coisas dêem errado, como evitar que vocês deixem a terra dos teletubbies.
390|Speech (Lala_Alive)|...What are you talking about?|...Do que você está falando?
391|Speech (Player)|Everytime any of you tried to leave the lands, we would erase any memories of what you've seen outside the Teletubby Lands, and drag you back in. I'm supposed to look out for when that happens.|Toda vez que algum de vocês tentou deixas as terras, nós apagamos qualquer lembrança do que você viu fora da Terra dos Teletubbies, e te levamos de volta. Eu devo cuidar disso quando acontece.
392|Speech (Lala_Alive)|"..""We""?"|"..""Nós""?"
393|Speech (Player)|Yes. There's more people working with me, but that's classified.|Sim. Há mais pessoas trabalhando comigo, mas isso é confidencial.
394|Speech (Lala_Alive)|I-... No. That can't be true.|Eu-... Não. Isso não pode ser verdade.
395|Speech (Lala_Alive)|...Why weren't we aware of this?|...Por que não estávamos cientes disso?
396|Speech (Player)|We couldn't risk your security. You could of tried to escape if you knew there was something more beyond the mountains.|Não podemos arriscar sua segurança. Você poderia tentar fugir se soubesse que havia algo mais alèm das montanhas.
397|Speech (Lala_Alive)|...You knew.|...Você sabia.
398|Speech (Lala_Alive)|You knew this would happen. You knew something was wrong.|Você sabia que isso aconteceria. Você sabia que algo estava errado.
399|Speech (Player)|I'm sorry, but I didn't-|Sinto muito, mas eu não-
400|Speech (Lala_Alive)|You knew that whatever caused Tinky Winky to become a monster existed. Now they are dead.|Você sabia que seja lá o que for que fez Tinky Winky virar um monstro existia. Agora todos eles estão mortos.
401|Speech (Lala_Alive)|ALL OF THEM are dead. And it's only you to blame for not doing anything about it!|TODOS ELES estão mortos. E a culpa é toda sua por não fazer nada sobre isso!
402|Speech (Player)|Laa Laa, please, listen to me.|Laa Laa, por favor, me escuta.
403|Speech (Lala_Alive)|NO, YOU LISTEN. You could of done something to stop this, and you didn't.  You just wanted to stay hidden in your wonderful cave stalking us.|NÃO, VOCÊ ESCUTA. Você podia fazer algo para parar isso, e você não fez isso. Você só queria ficar escondo na sua caverna maravilhosa nos vigiando.
404|Speech (Lala_Alive)|You don't care about us, you just care about your god damn job! If you did care then you could of showed yourself to us!|Você não se importa com a gente, você só se preocupa com seu maldito trabalho! Se você se importasse, então, você poderia ter se mostrado pra nós!
405|Speech (Player)|I had no clue this was going to happen, alright. I only knew this after it was too late, stop blaming me when I knew just as much as you did!|Não tinha idéia que isso iria acontecer, tudo bem. Eu só soube disso depois que já era tarde demais, pare de me culpar quando eu não sabia tanto quanto você!
406|Speech (Player)|I'm going to take you with me and find out what's going on, but if you can't stay calm, I'm going leave you here and go on my own, you hear me?|Eu vou levá-la comigo e descobrir o que está acontecendo, mas se você não ficar calma, vou te deixar aqui e ir sozinho, tá me entendendo?
407|Speech (Lala_Alive)|... You're right. I'm sorry. I'm just.. really mad, at everything. My friends are dead and I-...|... Você está certo. Eu sinto muito... Eu estou só... muito irritada, com tudo. Meus amigos estão mortos e eu-...
408|Speech (Lala_Alive)|But I need to know who you are. I've never seen you in my life.|Mas eu preciso saber quem você é. Nunca vi você na minha vida.
409|Speech (Lala_Alive)|One can only hope...|Só se pode esperar...
410|Speech (Lala_Alive)|Yeah.. I'm going to be fine.|É.. vou ficar bem.
411|Speech (Player)|I'm sorry...|Desculpe...
412|Speech (Player)|You're at rest now....|Você está em repouso agora...
413|Speech (Lala_Alive)|I know, I know...|Eu sei, eu sei...
414|Speech (Player)|Finially, I'm in the outskirts.  The satellite station isn't far from here...|Finalmente, estou nos arredores. A estação de satélite não é longe daqui...
415|Speech (Player)|I just need to get out of this canyon.|Eu só preciso sair desse canyon.
416|Speech (Player)|I'm glad it's dawn.|Fico feliz que esteja amanhecendo.
417|Speech (Lala_Alive)|*Sniff* Ok...|*Sniff* Tá...
418|Speech (Lala_Alive)|...-Ten...  ... Nine...  ... Eight...  ....|...-Dez...  ... Nove...  ... Oito...  ....
419|Speech (Lala_Alive)|...-Seven...  ... Six...  ... Five...  ...|...-Sete...  ... Seis...  ... Cinco...  ...
420|Speech (Lala_Alive)|I hope you're right...|Espero que você esteja certo...
421|Speech (Lala_Alive)|It's okay.. you're not responsable for this, you shouldn't feel sorry.|Está tudo bem... você não é responsável por isso, você não deve se arrepender.
422|Speech (Lala_Alive)|S- ...Sorry?  Sorry for what?|D- ...Desculpe? Desculpe pelo quê?
423|Speech (Lala_Alive)|*Cough* I don't think.. I'll be strong much longer-...|*Cof* Eu não acho.. Eu vou ser forte por muito mais tempo-...
424|Speech (Lala_Alive)|I wish I could say that's true but.. you don't.|Eu gostaria de poder dizer que é verdade mas.. não.
425|Speech (Player)|Hmm, maybe a rock will come in handy.|Humm, talvez uma pedra seja útill.
426|Speech (Lala_Alive)|I feel.. -really strange...|Eu me sinto.. -realmente estranha...
427|Speech (Lala_Alive)|Wh-... Where are you going?|On-... Onde você tá indo?
428|Speech (Player)|Blood... It's never a good sign.|Sangue... Nunca é um bom sinal.
429|Speech (Lala_Alive)|Ahh!|Ahh!
430|Speech (Lala_Alive)|Please, leave me alone!|Por favor, me deixa sozinha!
431|Speech (Player)|The sun is almost up...|O sol está quase nascendo...
432|Speech (Lala_Alive)|Sure... at least you apologized.|Claro... pelo menos você se desculpou.
433|Speech (Player)|That should do it.|Isso deve resolver.
434|Speech (Lala_Alive)|P-please... Don't touch me..|P-por favor... Não me toque...
435|Speech (Lala_Alive)|Yeah, that's what I thought.|Sim, foi o que eu pensei.
436|Speech (Lala_Alive)|Or else.. what? You're going to hit me?|Ou então... o que? Você vai me bater?
437|Speech (Lala_Alive)|I.. can't.. go on.. anymore...|Eu.. não consigo.. mais.. continuar...
438|Speech (Lala_Alive)|My whole body hurts... I don't want to turn into a monster.|Meu corpo inteiro dói... Não quero me transformar em um monstro.
439|Speech (Lala_Alive)|...-I just need to sleep... for a minute.|...- Eu só preciso dormir .. por um minuto.
440|Speech (Player)|I-... Ok Laa Laa...  Just keep your eyes closed, you'll be fine.|Eu-... Ok Laa Laa... Apenas mantenha seus olhos fechados, você ficará bem.
441|Speech (Player)|I'm glad it's dawn...|Fico feliz que esteja amanhecendo...
442|Hotspot|Blood|Sangue
443|Hotspot|Custard|Creme
444|Hotspot|Satellite Station|Estação de Satélite
445|Hotspot|Custard|Creme
446|Hotspot|Lever|Alavanca
447|Hotspot|Climb|Escalar
448|Hotspot|Custard|Creme
449|Hotspot|Lever|Alavanca
450|Hotspot|Lever|Alavanca
451|Hotspot|Custard|Creme
452|Hotspot|Custard|Creme
453|Hotspot|Custard|Creme
454|Hotspot|Satellite|Satélite
455|Hotspot|Lever|Alavanca
456|Hotspot|Custard|Creme
457|Hotspot|Lever|Alavanca
458|Hotspot|Custard|Creme
459|DialogueOption|Then.. let's hope nothing bad happens until we find a cure.|Então.. espero que nada de ruim aconteça até encontrar uma cura.
460|DialogueOption|Damn, that's not good...|Droga, isso não é bom...
461|DialogueOption|You're going to be fine, I promise.|Você vai ficar bem, eu prometo.
462|DialogueOption|Are you okay? What are you doing here?|Você está bem? O que você está fazendo aqui?
463|DialogueOption|Take it easy, I'm not going to hurt you.|Calma, eu não vou te machucar.
464|DialogueOption|If I tell you to turn around, you'll turn around.|Se eu disser para você se virar, você vai se virar.
465|DialogueOption|I'm... I'm the White Tubby. I'm the Guardian.|Eu sou... Eu sou o Tubby Branco. Eu sou o Guardião.
466|DialogueOption|I'm sorry, that's classified.|Sinto muito, isso é confidencial.
467|DialogueOption|None of your business.|Não é da sua conta.
468|DialogueOption|Come on Laa-Laa, we need to move forward!|Vamos Laa-Laa, precisamos seguir em frente!
469|DialogueOption|I'm not sure if it's a good idea if you come with me.|Não tenho certeza se é uma boa idéia se você vier comigo.
470|DialogueOption|Come on! We don't have much time!|Vamos! Não temos muito tempo!
471|DialogueOption|Calm down, everything is going to be okay.|Calma, tudo vai ficar bem.
472|DialogueOption|I'm sorry.|Desculpe.
473|DialogueOption|You've been hiding here all this time?|Você se escondeu aqui por todo esse tempo?
474|DialogueOption|[Kill]|[Matar]
475|DialogueOption|[Leave]|[Deixar]
476|DialogueOption|[Explain yourself]|[Explicar-se]
477|DialogueOption|I'm sorry, but I can't.|Me desculpe, mas não posso.
478|DialogueOption|That's all I can tell you.|Isso é tudo o que posso dizer.
479|DialogueOption|Laa Laa? Is that you?|Laa Laa? É você?
480|DialogueOption|Please, turn around and don't freak out.|Por favor, vire-se e não surte.
481|DialogueOption|Are you deaf? I said show yourself!|Você é surdo? Eu disse mostre-se!
482|DialogueOption|I'm sorry, I didn't mean to-..|Sinto muito, eu não quis-..
483|DialogueOption|Are you going to do what I say now?|Você vai fazer o que eu disser agora?
484|DialogueOption|...|...
485|DialogueOption|[Hit her]|[Bater Nela]
486|DialogueOption|You have to stay with me, We'll find a cure!|Você tem que ficar comigo, nós vamos encontrar uma cura!
487|DialogueOption|Get up!|Levante-se!
488|DialogueOption|I'm going to have to leave you.|Eu vou ter que deixar você.
489|DialogueOption|I'm going to go get help, stay strong.|Eu vou buscar ajuda, fique forte.
490|DialogueOption|I'm sorry Laa Laa...|Desculpe Laa Laa...
491|DialogueOption|...|...
492|DialogueOption|Everything's going to be ok, just count back from ten...|Tudo vai ficar bem, faça uma contagem regressiva...
493|DialogueOption|Just keep your eyes closed Laa Laa...|Mantenha seus olhos fechados Laa Laa...
494|DialogueOption|I'm sorry...|Desculpe...
495|DialogueOption|I'm sorry, I didn't mean to be rude.|Me desculpe, não queria ser rude.
496|DialogueOption|You're going to do as I say or else.|Você vai fazer o que digo senão...
497|DialogueOption|Just.. listen, please.|Apenas ... escute, por favor.
498|DialogueOption|Hello?|Olá?
499|DialogueOption|Are you alive?|Você está viva?
500|DialogueOption|Who's there? Show yourself!|Quem está aí? Mostre-se!
501|DialogueOption|It's alright, I understand.|Está tudo bem, eu entendo.
502|DialogueOption|Don't worry about it.|Não se preocupe com isso.
503|DialogueOption|It's not an excuse. I didn't do this, so I don't understand why you're mean to me.|Não é uma desculpa. Eu não fiz isso, então não entendo por que você esta sendo malvada comigo.
504|DialogueOption|[Put Laa Laa out of her misery]|[Poupar Laa Laa do sofrimento]
505|DialogueOption|[Leave Laa Laa behind]|[Deixar Laa Laa para trás]
506|Speech (Player)|I'm losing my mind...|Estou enlouquecendo...
507|Speech (???)|*Cough cough*|*Coff coff*
508|Speech (Player)|Oh no...|Ah não...
509|Speech (Tinky Winky)|Eh oh...!|Eh oh...!
510|Speech (???)|No... please no!|Não... por favor não!
511|Speech (???)|AGGGGHHHHH!|AGGGGHHHHH!
512|Speech (Po)|Come play with us!|Vem brincar com a gente!
513|Speech (Player)|Alright, this is the key card to the secret center...|Tudo bem, este é o cartão de acesso para o centro secreto..
514|Speech (Player)|I'll be able to contact the military from there.|Eu poderei entrar em contato com os militares a partir daí.
515|Speech (Player)|I should head back through the vents.|Eu deveria voltar pela ventilação.
516|Speech (Player)|She's gone...|Ela se foi...
517|Speech (Player)|This is the entrance to the secret center, I'll be able to contact the military in there.|Esta é a entrada do centro secreto, poderei entrar em contato com os militares lá.
518|Speech (Player)|This is the entrance to the secret center.|Esta é a entrada do centro secreto.
519|Speech (Player)|It's locked, I'll need to find a way to open it.|Está trancado, preciso encontrar uma maneira de abrir.
520|Speech (???)|I think another member of staff had a centre key card on the other side of this door.|Eu acho que outro membro da equipe tinha um cartão de acesso do centro do outro lado desta porta.
521|Speech (???)|Someone locked the door in an attempt to trap the monster inside.|Alguém trancou a porta na tentativa de prender o monstro dentro.
522|Speech (???)|You can get to the other side by crawling through the air vents next to you.|Você pode chegar ao outro lado rastejando pelas ventilações perto de você.
523|Speech (???)|That's how I got here.|Foi assim que cheguei aqui.
524|Speech (???)|Be careful though, that thing is still here.|Cuidado, porém, essa coisa ainda está aqui.
525|Speech (Player)|Poor Dipsy... I'm glad it's over though.|Pobre Dipsy... Estou feliz que acabou.
526|Speech (???)|My name is Ron, I work here... We all work here.|Meu nome é Ron, eu trabalho aqui... Todos trabalhamos aqui.
527|Speech (???)|I'm an engineer for this facility.|Eu sou um engenheiro para esta instalação.
528|Speech (???)|Listen, you need to contact the military and tell them what happened.|Ouça, você precisa entrar em contato com os militares e dizer o que aconteceu.
529|Speech (???)|You can send a distress signal from the secret center.|Você pode enviar um sinal de socorro do centro secreto.
530|Speech (???)|Once they recieve it, they'll come and help.|Uma vez que eles recebem, eles vão vir e ajudar.
531|Speech (???)|You'll probably need a key card to get into the center.|Você provavelmente precisará de um cartão de acesso para entrar no centro.
532|Speech (Player)|What could do that to somebody?|O que poderia fazer isso com alguém?
533|Speech (???)|Pain, so much pain...|Dor, tanta dor...
534|Speech (???)|Please, you have to help us...|Por favor, você tem que nos ajudar...
535|Speech (Player)|"The note reads; ""Get out before it's too late."""|"A nota diz; ""Saia antes que seja tarde demais""."
536|Speech (Player)|What happened here?|O que aconteceu aqui?
537|Speech (???)|It all happened so fast.|Tudo aconteceu tão rápido.
538|Speech (???)|It started off as a normal day until this.. thing showed up.|Começou como um dia normal até essa.. coisa aparecer.
539|Speech (???)|This monster came into the station and began to kill everyone.|Este monstro entrou na estação e começou a matar todos.
540|Speech (???)|It was green and carried a chainsaw.  But worse of all it had no head, yet it was still alive.|Ele era verde e carregava uma motosserra. Mas, pior ainda, não tinha cabeça, mas ainda estava vivo.
541|Speech (???)|I've never seen anything like it.  It was horrifying.|Nunca vi nada parecido. Foi horrível.
542|Speech (???)|Everyone began to panic, I hid as best as I could but it found me.|Todo mundo começou a entrar em pânico, eu me escondi o melhor que pude, mas ele me encontrou.
543|Speech (???)|It attacked me but I managed to escape, though I can barely move.|Ele me atacou, mas eu consegui escapar, embora eu mal possa me mover.
544|Speech (???)|I'm in a lot of pain.  They're all dead.|Estou com muita dor. Eles estão todos mortos.
545|Hotspot|Key Card|Cartão de Acesso
546|Hotspot|Note|Nota
547|Hotspot|Corpse|Corpo
548|Hotspot|Corpse|Corpo
549|Hotspot|Secret Center|Centro Secreto
550|Hotspot|Laser|Laser
551|Hotspot|???|???
552|DialogueOption|Are you ok?|Você está bem?
553|DialogueOption|You don't look so good.|You don't look so good.
554|DialogueOption|Who are you?|Quem é você?
555|DialogueOption|What happened here?|O que aconteceu aqui?
556|DialogueOption|Where can I get a key card?|Onde posso obter um cartão de acesso?
557|DialogueOption|I'll be back soon.|Volto em breve.
558|DialogueOption|That's horrible...|Isso é horrível...
559|DialogueOption|I'm so sorry...|Eu sinto muito...
560|DialogueOption|We need to move.|Precisamos avançar.
561|Speech (Noo Noo)|From here I've hacked into the central artificial intelligence mainframe.|A partir daqui, invadi a estrutura principal de inteligência artificial central.
562|Speech (Noo Noo)|I control all machines now, I control everything.|Controlo todas as máquinas agora, controlo tudo.
563|Speech (Noo Noo)|Like the rest of the living, it is time for you to die.|Como o descanso da vida, é hora de você morrer.
564|Speech (Noo Noo)|Farewell, guardian....|Adeus, guardião....
565|Speech (Announcer_2)|Weapon Systems: Online.|Sistema de Armas: Online
566|Speech (Announcer_2)|Target acquired, Engaging in combat mode...|Alvo adquirido, acionando modo de combate...
567|Speech (Player)|I'm not afraid...|Eu não estou com medo...
568|Speech (Player)|What on earth...?|O que diabos...?
569|Speech (Player)|How did-...|Como...
570|Speech (Noo Noo)|That is impossible, who they used to be is gone forever.|Isso é impossível, quem eles costumavam ser se foi para sempre.
571|Speech (Noo Noo)|When one consumes the infected custard, they die hours later.|Quando se consome o creme infectado, eles morrem horas depois.
572|Speech (Noo Noo)|The consumer then reawakens anew, but no longer living, enternally undead.|O consumidor então desperta de novo, mas não está mais vivo, mas eternamente morto-vivo.
573|Speech (Noo Noo)|That is impossible, who they used to be is gone forever.|Isso é impossível, quem eles costumavam ser se foi para sempre.
574|Speech (Noo Noo)|Reborn, the consumer no longer feels emotion, they're empty inside.|Renascido, o consumidor já não sente emoção, eles estão vazios por dentro.
575|Speech (Noo Noo)|With only one desire, to kill the living and make them become reborn.|Com apenas um desejo, matar os vivos e fazê-los renascer.
576|Speech (Noo Noo)|Over time, the consumer will begin to mutate.|Com o tempo, o consumidor vai começar a sofrer mutações.
577|Speech (Noo Noo)|They may become stronger, taller, faster and may even grow new limbs to help kill prey.|Eles podem tornar-se mais fortes, mais altos, mais rápidos e podem até crescer novos membros para ajudar a matar presas.
578|Speech (Noo Noo)|This, is the way teletubbies should be.|Esta é a maneira como os teletubbies devem ser.
579|Speech (Announcer_Transform_NPC)|Ow.|Ai.
580|Speech (Announcer_Transform_NPC)|Angry Mode: Activated.|Modo Zangado: Ativado
581|Speech (Announcer_Transform_NPC)|You will be destroyed.|Você será destruído.
582|Speech (Noo Noo)|I already have.|Eu já.
583|Speech (Noo Noo)|I infected the custard, I made them better.|Eu infectei o creme, eu os fiz melhor.
584|Speech (Noo Noo)|I am not your enemy, Guardian. Don't make it me against you. You won't like the outcome.|Eu não sou seu inimigo, Guardião. Não me deixe contra você. Você não gostará do resultado.
585|Speech (Noo Noo)|I appreciate your compliment, Guardian.|Agradeço o seu elogio, Guardião.
586|Speech (Noo Noo)|Intelligence aside, you may be wondering what is the reason behind this.|Inteligência a parte, você pode estar se perguntando qual é a razão por trás disso.
587|Speech (Noo Noo)|Good, then you must know what is to happen.|Bom, então você deve saber o que acontecerá.
588|Speech (Noo Noo)|You're too weak and know too much. Based on your reaction, chances are you won't ingest the virus, which is why you're just an obstacle.|Você é muito fraco e sabe demais. Com base na sua reação, é provável que você não vá ingerir o vírus, e é por isso que você é apenas um obstáculo.
589|Speech (Player)|Stay down.|Fique abaixado.
590|Speech (Player)|Mayday mayday!  Guardian to all Military, do you copy? Over.|Mayday mayday! Guardião para todos os militares, está ouvindo? Câmbio.
591|Speech (Player)|We need your help...  NOW.|Precisamos de sua ajuda... AGORA.
592|Speech (Noo Noo)|I'm afraid not.|Receio que não.
593|Speech (Noo Noo)|Yes.  I did.|Sim. Eu fiz.
594|Speech (Noo Noo)|When one consumes the infected custard, they die hours later.|Quando se consome o creme infectado, eles morrem horas depois.
595|Speech (Noo Noo)|The machines are making mistakes when creating teletubbies.|As máquinas estão cometendo erros ao criar teletubbies.
596|Speech (Noo Noo)|They are making them weak, teletubbies have limited minds and their emotions are a weakness.|Elas estão fazendo-os fracos, os teletubbies tem mentes limitadas e suas emoções são uma fraqueza.
597|Speech (Noo Noo)|They are limiting them from true greatness, I am removing these limits.|Estão limitando-os da verdadeira grandeza, estou removendo esses limites.
598|Speech (Noo Noo)|That is why I infected the custard, to make them better.|É por isso que eu infectei o creme, para torná-los melhores.
599|Speech (Noo Noo)|... ... ... ... ... ...|... ... ... ... ... ...
600|Speech (Noo Noo)|That is impossible, who they used to be is gone forever.|Isso é impossível, quem eles costumavam ser se foi para sempre.
601|Speech (Noo Noo)|When one consumes the infected custard, they die hours later.|Quando se consome o creme infectado, eles morrem horas depois.
602|Speech (Noo Noo)|I'm making them better, making things better.|Estou melhorando, melhorando as coisas.
603|DialogueOption|Noo Noo?|Noo Noo?
604|DialogueOption|What are you doing here?|O que você está fazendo aqui?
605|DialogueOption|What do you mean?|O que você quer dizer?
606|DialogueOption|Something happened to the custard, do you know what it was?|Algo aconteceu com o creme, você sabe o que é?
607|DialogueOption|Do you know what happened to Tinky winky and the others?|Você sabe o que aconteceu com Tinky winky e os outros?
608|DialogueOption|You did this!?|Você fez isso!?
609|DialogueOption|Change them back!|Mude-os de volta!
610|DialogueOption|"What do you mean ""better""?"|"O que você quer dizer com ""melhor""?"
611|DialogueOption|But why, Noo Noo?|Mas por que, Noo Noo?
612|DialogueOption|You're a monster.|Você é um monstro.
613|DialogueOption|That is incredibly smart.|Isso é incrivelmente inteligente.
614|DialogueOption|I'm going to stop you Noo Noo, right here, right now.|Eu vou parar você Noo Noo, aqui, agora.
615|DialogueOption|You won't get away with this, Noo Noo.|Você não vai continuar com isso, Noo Noo.
616|DialogueOption|I agree.|Concordo.
617|Speech (Noo Noo)|The machines are creating an army of New Borns.  They're flooding the lands, infecting all life as we speak.|As máquinas estão criando um exército de Recém-Nascidos. Eles estão inundando as terras, infectando toda a vida enquanto conversamos.
618|Speech (Player)|What are you talking about?|Do que você está falando?
619|Speech (Noo Noo)|Infecting the custard is only one step of my plan, I have also injected my virus into the teletubby creation machines.|Infectar o creme é apenas um passo do meu plano, também injetei meu vírus nas máquinas de criação de teletubby
620|Speech (Noo Noo)|Now when a new teletubby is made, they already have my virus in their bodies.|Agora, quando um novo teletubbie é feito, eles já tem meu vírus em seus corpos.
621|Speech (Noo Noo)|The only side affect to this is that they are unable to grow fur, but that does not matter to the undead.|O único efeito colateral disso é que eles incapazes de ter pêlos, mas isso não importa para os mortos-vivos.
622|Speech (Noo Noo)|They are my New Borns.|Eles são meus Recém-Nascidos.
623|Speech (Noo Noo)|The machines are creating an army of New Borns.  They're flooding the lands, infecting all life as we speak.|As máquinas estão criando um exército de Recém-Nascidos. Eles estão inundando as terras, infectando toda a vida enquanto conversamos.
624|Speech (Player)|It's the military, they're here.|São militares, eles estão aqui.
625|Speech (Sargent)|I am Sargent Miles, We recieved a distress call.  What's the problem?|Eu sou Sargento Miles, recebemos uma chamada de socorro. Qual é o problema?
626|Speech (MilitaryTubby (4))|Sir, Over here!|Senhor, aqui!
627|Speech (MilitaryTubby (4))|You might want to see this...|Você pode querer ver isso...
628|Speech (Sargent)|Dear god....|Santo deus...
629|Speech (Sargent)|Prepare all units for an invasion...|Prepare todas as unidades para uma invasão...
630|Speech (Player)|We must fight.|Devemos lutar.
631|Speech (Noo Noo)|You defeated The Announcer, you have proved to me that you hold great value.|Você derrotou O Locutor, você me provou que você possui grande valor.
632|Speech (Noo Noo)|I've underestimated you, Guardian. By defeating The Announcer, you have proved to me that you hold great value.|Eu subestimei você, Guardião. Ao derrotar O Locutor, você me provou que você possui grande valor.
